"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR28323378","SRR14766402","SRR14272156","SRR2994392","SRR10037224","SRR15146530","SRR28323368","SRR5883578","SRR15096242","SRR14766400","SRR14766442","SRR10257879","NDSU18","SRR28412156","SRR3000892"
"ycjX","","putative protein YcjX",580,580,1,1,4918,NA,NA,"",1397,1397,1397,"KHLHGNPO_00632","IEMKGCAE_02546","HKKILDPC_02200","FBFFAOJI_00219","EDINNCHB_00732","MNLBAKIA_01816","FCMCIBEK_00189","DGJMLPEB_02678","PKPKCGOC_00189","NBOJOKHD_01300","GBDLBGEF_01886","OBCHFKCE_02234","IELCNDCB_00835","HIAOCFAH_00555","FDCFMIMA_01301"
"group_662","","hypothetical protein",580,580,1,1,4932,NA,NA,"",377,1055,1053,"KHLHGNPO_00645","IEMKGCAE_02533","HKKILDPC_02213","FBFFAOJI_00206","EDINNCHB_00745","MNLBAKIA_01803","FCMCIBEK_00202","DGJMLPEB_02691","PKPKCGOC_00202","NBOJOKHD_01313","GBDLBGEF_01899","OBCHFKCE_02221","IELCNDCB_00822","HIAOCFAH_00542","FDCFMIMA_01288"
"tehA","","Tellurite resistance protein TehA",580,580,1,1,5006,NA,NA,"",935,1013,1012,"KHLHGNPO_00709","IEMKGCAE_02469","HKKILDPC_02277","FBFFAOJI_00142","EDINNCHB_00809","MNLBAKIA_01739","FCMCIBEK_00266","DGJMLPEB_02755","PKPKCGOC_00266","NBOJOKHD_01377","GBDLBGEF_02344","OBCHFKCE_01723","IELCNDCB_00758","HIAOCFAH_00478","FDCFMIMA_01224"
"ydfJ","","Putative transporter YdfJ",580,580,1,1,5121,NA,NA,"",1094,1379,1378,"KHLHGNPO_00794","IEMKGCAE_02373","HKKILDPC_02373","FBFFAOJI_00046","EDINNCHB_00895","MNLBAKIA_01643","FCMCIBEK_00362","DGJMLPEB_03680","PKPKCGOC_00362","NBOJOKHD_01473","GBDLBGEF_01988","OBCHFKCE_01819","IELCNDCB_00662","HIAOCFAH_00382","FDCFMIMA_01128"
"dmsC_1","","Anaerobic dimethyl sulfoxide reductase chain C",580,580,1,1,5135,NA,NA,"",716,857,855,"KHLHGNPO_00806","IEMKGCAE_02361","HKKILDPC_02385","FBFFAOJI_00034","EDINNCHB_00907","MNLBAKIA_01631","FCMCIBEK_00374","DGJMLPEB_03692","PKPKCGOC_00374","NBOJOKHD_01485","GBDLBGEF_02000","OBCHFKCE_01831","IELCNDCB_00650","HIAOCFAH_00370","FDCFMIMA_01116"
"aaeB_1","","p-hydroxybenzoic acid efflux pump subunit AaeB",580,580,1,1,5197,NA,NA,"",947,2039,2037,"KHLHGNPO_03983","IEMKGCAE_01742","HKKILDPC_03128","FBFFAOJI_03873","EDINNCHB_00962","MNLBAKIA_03079","FCMCIBEK_00429","DGJMLPEB_02469","PKPKCGOC_00429","NBOJOKHD_03649","GBDLBGEF_00422","OBCHFKCE_01502","IELCNDCB_00595","HIAOCFAH_00315","FDCFMIMA_02908"
"sseC","","Secreted effector protein SseC",580,580,1,1,5239,NA,NA,"",326,1454,1446,"KHLHGNPO_03941","IEMKGCAE_01784","HKKILDPC_03170","FBFFAOJI_03915","EDINNCHB_01004","MNLBAKIA_03121","FCMCIBEK_00471","DGJMLPEB_02427","PKPKCGOC_00471","NBOJOKHD_03607","GBDLBGEF_00380","OBCHFKCE_01460","IELCNDCB_02807","HIAOCFAH_00273","FDCFMIMA_02866"
"ycfS","","putative L,D-transpeptidase YcfS",580,580,1,1,5441,NA,NA,"",254,965,963,"KHLHGNPO_03455","IEMKGCAE_01975","HKKILDPC_03361","FBFFAOJI_03477","EDINNCHB_01195","MNLBAKIA_03312","FCMCIBEK_00662","DGJMLPEB_02236","PKPKCGOC_00662","NBOJOKHD_03753","GBDLBGEF_01515","OBCHFKCE_02968","IELCNDCB_02616","HIAOCFAH_00083","FDCFMIMA_02675"
"mdoC","","Glucans biosynthesis protein C",580,580,1,1,5513,NA,NA,"",512,1154,1152,"KHLHGNPO_03522","IEMKGCAE_02042","HKKILDPC_03428","FBFFAOJI_03544","EDINNCHB_01262","MNLBAKIA_03379","FCMCIBEK_00729","DGJMLPEB_02169","PKPKCGOC_00729","NBOJOKHD_03686","GBDLBGEF_01582","OBCHFKCE_03035","IELCNDCB_02549","HIAOCFAH_00016","FDCFMIMA_02608"
"ghrA","","Glyoxylate/hydroxypyruvate reductase A",580,580,1,1,5527,NA,NA,"",701,938,937,"KHLHGNPO_03536","IEMKGCAE_02056","HKKILDPC_03442","FBFFAOJI_03558","EDINNCHB_01276","MNLBAKIA_03393","FCMCIBEK_00743","DGJMLPEB_02155","PKPKCGOC_00743","NBOJOKHD_03672","GBDLBGEF_04534","OBCHFKCE_03049","IELCNDCB_02535","HIAOCFAH_00002","FDCFMIMA_02594"
"smc","","Chromosome partition protein Smc",580,580,1,1,3043,NA,NA,"",1739,2807,2805,"KHLHGNPO_01598","IEMKGCAE_00035","HKKILDPC_00634","FBFFAOJI_01166","EDINNCHB_01914","MNLBAKIA_00035","FCMCIBEK_04473","DGJMLPEB_00532","PKPKCGOC_00786","NBOJOKHD_00634","GBDLBGEF_04138","OBCHFKCE_00921","IELCNDCB_03063","HIAOCFAH_00776","FDCFMIMA_00634"
"norV_1","","Anaerobic nitric oxide reductase flavorubredoxin",580,580,1,1,3170,NA,NA,"",1304,1439,1438,"KHLHGNPO_01714","IEMKGCAE_00151","HKKILDPC_00518","FBFFAOJI_01282","EDINNCHB_01798","MNLBAKIA_00151","FCMCIBEK_01262","DGJMLPEB_00416","PKPKCGOC_00902","NBOJOKHD_00518","GBDLBGEF_00821","OBCHFKCE_01037","IELCNDCB_02947","HIAOCFAH_00892","FDCFMIMA_00518"
"sptP","","Secreted effector protein SptP",580,580,1,1,3208,NA,NA,"",161,1607,1599,"KHLHGNPO_01752","IEMKGCAE_00189","HKKILDPC_00480","FBFFAOJI_01320","EDINNCHB_01760","MNLBAKIA_00189","FCMCIBEK_01224","DGJMLPEB_00378","PKPKCGOC_00940","NBOJOKHD_00480","GBDLBGEF_00783","OBCHFKCE_01075","IELCNDCB_02909","HIAOCFAH_00930","FDCFMIMA_00480"
"dlsT_1","","putative serine transporter",580,589,1.02,1,2658,NA,NA,"",176,1331,1130,"KHLHGNPO_02013","IEMKGCAE_00561","HKKILDPC_00110","FBFFAOJI_01911","EDINNCHB_01390","MNLBAKIA_00560","FCMCIBEK_00854","DGJMLPEB_00008","PKPKCGOC_01310","NBOJOKHD_00109","GBDLBGEF_03883","OBCHFKCE_02638","IELCNDCB_02156","HIAOCFAH_01300","FDCFMIMA_00110"
"group_778","","hypothetical protein",580,580,1,1,2624,NA,NA,"",470,878,877,"KHLHGNPO_01982","IEMKGCAE_00592","HKKILDPC_00079","FBFFAOJI_01880","EDINNCHB_01359","MNLBAKIA_00591","FCMCIBEK_00823","DGJMLPEB_03930","PKPKCGOC_01341","NBOJOKHD_00078","GBDLBGEF_03741","OBCHFKCE_02669","IELCNDCB_02187","HIAOCFAH_01331","FDCFMIMA_00079"
"mltD","","Membrane-bound lytic murein transglycosylase D",580,580,1,1,135,NA,NA,"",890,1220,1219,"KHLHGNPO_02238","IEMKGCAE_01714","HKKILDPC_03100","FBFFAOJI_01478","EDINNCHB_03170","MNLBAKIA_03051","FCMCIBEK_03351","DGJMLPEB_03032","PKPKCGOC_03081","NBOJOKHD_01840","GBDLBGEF_04431","OBCHFKCE_03996","IELCNDCB_00561","HIAOCFAH_03071","FDCFMIMA_02583"
"panE_2","","2-dehydropantoate 2-reductase",580,581,1.01,1,684,NA,NA,"",362,911,599,"KHLHGNPO_02417","IEMKGCAE_01534","HKKILDPC_02921","FBFFAOJI_01658","EDINNCHB_03349","MNLBAKIA_02871","FCMCIBEK_03170","DGJMLPEB_02853","PKPKCGOC_03261","NBOJOKHD_01661","GBDLBGEF_02309","OBCHFKCE_00744","IELCNDCB_00382","HIAOCFAH_03251","FDCFMIMA_02404"
"cstA","","Peptide transporter CstA",580,580,1,1,410,NA,NA,"",1706,2105,2104,"KHLHGNPO_03697","IEMKGCAE_03209","HKKILDPC_03976","FBFFAOJI_03812","EDINNCHB_04029","MNLBAKIA_04018","FCMCIBEK_03895","DGJMLPEB_03464","PKPKCGOC_04054","NBOJOKHD_03433","GBDLBGEF_00480","OBCHFKCE_02441","IELCNDCB_00158","HIAOCFAH_03996","FDCFMIMA_04131"
"ybdO_1","","putative HTH-type transcriptional regulator YbdO",580,580,1,1,49,NA,NA,"",863,947,946,"KHLHGNPO_00402","IEMKGCAE_03384","HKKILDPC_01556","FBFFAOJI_03194","EDINNCHB_01990","MNLBAKIA_01556","FCMCIBEK_02260","DGJMLPEB_00970","PKPKCGOC_01947","NBOJOKHD_00710","GBDLBGEF_02399","OBCHFKCE_02861","IELCNDCB_01465","HIAOCFAH_01936","FDCFMIMA_03840"
"yjiK_2","","putative protein YjiK",580,580,1,1,6136,NA,NA,"",641,848,642,"KHLHGNPO_00278","IEMKGCAE_03260","HKKILDPC_01432","FBFFAOJI_03318","EDINNCHB_02114","MNLBAKIA_01433","FCMCIBEK_02136","DGJMLPEB_00845","PKPKCGOC_02071","NBOJOKHD_00835","GBDLBGEF_01702","OBCHFKCE_04206","IELCNDCB_01341","HIAOCFAH_02061","FDCFMIMA_03716"
"rnr","","Ribonuclease R",580,580,1,1,6014,NA,NA,"",296,2438,2430,"KHLHGNPO_00162","IEMKGCAE_02165","HKKILDPC_01316","FBFFAOJI_02878","EDINNCHB_02230","MNLBAKIA_01317","FCMCIBEK_02019","DGJMLPEB_00729","PKPKCGOC_02187","NBOJOKHD_00951","GBDLBGEF_03156","OBCHFKCE_02566","IELCNDCB_01225","HIAOCFAH_02177","FDCFMIMA_03405"
"fucP_2","","L-fucose-proton symporter",580,580,1,1,1458,NA,NA,"",1061,1316,1315,"KHLHGNPO_00860","IEMKGCAE_00691","HKKILDPC_01992","FBFFAOJI_00428","EDINNCHB_02785","MNLBAKIA_02024","FCMCIBEK_02647","DGJMLPEB_01032","PKPKCGOC_02370","NBOJOKHD_04079","GBDLBGEF_00866","OBCHFKCE_03208","IELCNDCB_01527","HIAOCFAH_02686","FDCFMIMA_01062"
"pdeK","","putative cyclic di-GMP phosphodiesterase PdeK",580,580,1,1,1780,NA,NA,"",1478,2006,2005,"KHLHGNPO_01037","IEMKGCAE_00868","HKKILDPC_01813","FBFFAOJI_00605","EDINNCHB_02607","MNLBAKIA_02201","FCMCIBEK_02470","DGJMLPEB_01209","PKPKCGOC_02547","NBOJOKHD_02015","GBDLBGEF_00078","OBCHFKCE_00103","IELCNDCB_01704","HIAOCFAH_02509","FDCFMIMA_00884"
"group_960","","hypothetical protein",580,580,1,1,4323,NA,NA,"",209,320,319,"KHLHGNPO_03254","IEMKGCAE_02932","HKKILDPC_00789","FBFFAOJI_02366","EDINNCHB_00121","MNLBAKIA_00790","FCMCIBEK_01736","DGJMLPEB_01903","PKPKCGOC_01785","NBOJOKHD_03122","GBDLBGEF_02799","OBCHFKCE_02151","IELCNDCB_03936","HIAOCFAH_01530","FDCFMIMA_01538"
"ybiO","","Moderate conductance mechanosensitive channel YbiO",580,580,1,1,4255,NA,NA,"",1733,2222,2206,"KHLHGNPO_03192","IEMKGCAE_02994","HKKILDPC_00727","FBFFAOJI_04269","EDINNCHB_00059","MNLBAKIA_00728","FCMCIBEK_01798","DGJMLPEB_01841","PKPKCGOC_01847","NBOJOKHD_04112","GBDLBGEF_02510","OBCHFKCE_03547","IELCNDCB_04110","HIAOCFAH_01468","FDCFMIMA_04472"
"rhlE","","ATP-dependent RNA helicase RhlE",580,580,1,1,4249,NA,NA,"",929,1361,1358,"KHLHGNPO_03186","IEMKGCAE_03000","HKKILDPC_00721","FBFFAOJI_04275","EDINNCHB_00053","MNLBAKIA_00722","FCMCIBEK_01804","DGJMLPEB_01835","PKPKCGOC_01853","NBOJOKHD_04118","GBDLBGEF_02516","OBCHFKCE_03553","IELCNDCB_04104","HIAOCFAH_01462","FDCFMIMA_04466"
"hutH","","Histidine ammonia-lyase",580,580,1,1,4219,NA,NA,"",881,1520,1518,"KHLHGNPO_03157","IEMKGCAE_03029","HKKILDPC_00692","FBFFAOJI_04304","EDINNCHB_00024","MNLBAKIA_00693","FCMCIBEK_01833","DGJMLPEB_01806","PKPKCGOC_01882","NBOJOKHD_04147","GBDLBGEF_02545","OBCHFKCE_03582","IELCNDCB_04075","HIAOCFAH_01433","FDCFMIMA_04437"
"hutG","","Formimidoylglutamase",580,580,1,1,4216,NA,NA,"",758,941,940,"KHLHGNPO_03154","IEMKGCAE_03032","HKKILDPC_00689","FBFFAOJI_04307","EDINNCHB_00021","MNLBAKIA_00690","FCMCIBEK_01836","DGJMLPEB_01803","PKPKCGOC_01885","NBOJOKHD_04150","GBDLBGEF_02548","OBCHFKCE_03585","IELCNDCB_04072","HIAOCFAH_01430","FDCFMIMA_04434"
"group_999","","hypothetical protein",580,580,1,1,5945,NA,NA,"",797,1805,1802,"KHLHGNPO_02498","IEMKGCAE_02837","HKKILDPC_03721","FBFFAOJI_02436","EDINNCHB_03513","MNLBAKIA_03414","FCMCIBEK_03637","DGJMLPEB_03059","PKPKCGOC_03683","NBOJOKHD_02433","GBDLBGEF_00687","OBCHFKCE_01885","IELCNDCB_03304","HIAOCFAH_03438","FDCFMIMA_02950"
"tyrP","","Tyrosine-specific transport protein",579,579,1,1,4654,NA,NA,"",593,1268,1266,"KHLHGNPO_02872","IEMKGCAE_03788","HKKILDPC_01090","FBFFAOJI_04043","EDINNCHB_00422","MNLBAKIA_01091","FCMCIBEK_01435","DGJMLPEB_03567","PKPKCGOC_01483","NBOJOKHD_02813","GBDLBGEF_03415","OBCHFKCE_01587","IELCNDCB_03388","HIAOCFAH_01831","FDCFMIMA_01839"
"glyA_2","","Serine hydroxymethyltransferase",579,579,1,1,2174,NA,NA,"",908,1238,1237,"KHLHGNPO_03846","IEMKGCAE_03981","HKKILDPC_04160","FBFFAOJI_03590","EDINNCHB_04212","MNLBAKIA_04085","FCMCIBEK_04167","DGJMLPEB_03330","PKPKCGOC_04121","NBOJOKHD_03366","GBDLBGEF_03515","OBCHFKCE_02775","IELCNDCB_03736","HIAOCFAH_04145","FDCFMIMA_03997"
"gppA","","Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase",579,579,1,1,3272,NA,NA,"",1349,1481,1480,"KHLHGNPO_04021","IEMKGCAE_04079","HKKILDPC_04346","FBFFAOJI_04120","EDINNCHB_04398","MNLBAKIA_04271","FCMCIBEK_04265","DGJMLPEB_04024","PKPKCGOC_04253","NBOJOKHD_04207","GBDLBGEF_03026","OBCHFKCE_03299","IELCNDCB_04215","HIAOCFAH_04189","FDCFMIMA_04187"
"esiB_4","","hypothetical protein",579,579,1,1,5668,NA,NA,"",407,2168,2160,"KHLHGNPO_04491","IEMKGCAE_02623","HKKILDPC_03507","FBFFAOJI_02651","EDINNCHB_03728","MNLBAKIA_03629","FCMCIBEK_03422","DGJMLPEB_03792","PKPKCGOC_03469","NBOJOKHD_04403","GBDLBGEF_03704","OBCHFKCE_03665","IELCNDCB_04630","HIAOCFAH_04353","FDCFMIMA_03165"
"group_1096","","hypothetical protein",579,579,1,1,1564,NA,NA,"",614,1124,1123,"KHLHGNPO_04611","IEMKGCAE_04513","HKKILDPC_01604","FBFFAOJI_04543","EDINNCHB_02398","MNLBAKIA_04579","FCMCIBEK_04646","DGJMLPEB_01418","PKPKCGOC_04582","NBOJOKHD_04566","GBDLBGEF_04123","OBCHFKCE_00312","IELCNDCB_04747","HIAOCFAH_04554","FDCFMIMA_00675"
"etfA","","Electron transfer flavoprotein subunit alpha",579,579,1,1,4290,NA,NA,"",743,1004,958,"KHLHGNPO_03223","IEMKGCAE_02963","HKKILDPC_00758","FBFFAOJI_02397","EDINNCHB_00090","MNLBAKIA_00759","FCMCIBEK_01767","DGJMLPEB_01872","PKPKCGOC_01816","NBOJOKHD_03091","GBDLBGEF_04033","OBCHFKCE_04419","IELCNDCB_04141","HIAOCFAH_01499","FDCFMIMA_01507"
"ftsI_1","","Peptidoglycan D,D-transpeptidase FtsI",579,579,1,1,4760,NA,NA,"",377,1745,1742,"KHLHGNPO_00481","IEMKGCAE_03637","HKKILDPC_02049","FBFFAOJI_00371","EDINNCHB_00581","MNLBAKIA_01967","FCMCIBEK_00038","DGJMLPEB_02527","PKPKCGOC_00038","NBOJOKHD_01149","GBDLBGEF_04354","OBCHFKCE_04520","IELCNDCB_00986","HIAOCFAH_00706","FDCFMIMA_01452"
"manY","","PTS system mannose-specific EIIC component",579,579,1,1,4766,NA,NA,"",356,800,799,"KHLHGNPO_00486","IEMKGCAE_03642","HKKILDPC_02054","FBFFAOJI_00366","EDINNCHB_00586","MNLBAKIA_01962","FCMCIBEK_00043","DGJMLPEB_02532","PKPKCGOC_00043","NBOJOKHD_01154","GBDLBGEF_03265","OBCHFKCE_04676","IELCNDCB_00981","HIAOCFAH_00701","FDCFMIMA_01447"
"steC","","Secreted effector kinase SteC",579,579,1,1,4903,NA,NA,"",977,1373,1355,"KHLHGNPO_00619","IEMKGCAE_02559","HKKILDPC_02187","FBFFAOJI_00232","EDINNCHB_00719","MNLBAKIA_01829","FCMCIBEK_00176","DGJMLPEB_02665","PKPKCGOC_00176","NBOJOKHD_01287","GBDLBGEF_01873","OBCHFKCE_02247","IELCNDCB_00848","HIAOCFAH_00568","FDCFMIMA_01314"
"gbpR_1","","HTH-type transcriptional regulator GbpR",579,579,1,1,4986,NA,NA,"",758,923,921,"KHLHGNPO_00693","IEMKGCAE_02485","HKKILDPC_02261","FBFFAOJI_00158","EDINNCHB_00793","MNLBAKIA_01755","FCMCIBEK_00250","DGJMLPEB_02739","PKPKCGOC_00250","NBOJOKHD_01361","GBDLBGEF_02328","OBCHFKCE_01707","IELCNDCB_00774","HIAOCFAH_00494","FDCFMIMA_01240"
"group_1192","","hypothetical protein",579,579,1,1,5008,NA,NA,"",515,668,665,"KHLHGNPO_00711","IEMKGCAE_02467","HKKILDPC_02279","FBFFAOJI_00140","EDINNCHB_00811","MNLBAKIA_01737","FCMCIBEK_00268","DGJMLPEB_02757","PKPKCGOC_00268","NBOJOKHD_01379","GBDLBGEF_02346","OBCHFKCE_01725","IELCNDCB_00756","HIAOCFAH_00476","FDCFMIMA_01222"
"curA","","NADPH-dependent curcumin reductase",579,579,1,1,5026,NA,NA,"",752,1037,1036,"KHLHGNPO_00729","IEMKGCAE_02449","HKKILDPC_02297","FBFFAOJI_00122","EDINNCHB_00829","MNLBAKIA_01719","FCMCIBEK_00286","DGJMLPEB_02775","PKPKCGOC_00286","NBOJOKHD_01397","GBDLBGEF_02364","OBCHFKCE_01743","IELCNDCB_00738","HIAOCFAH_00458","FDCFMIMA_01204"
"group_1194","ygdR_1","hypothetical protein",579,579,1,1,5030,NA,NA,"",95,221,96,"KHLHGNPO_00733","IEMKGCAE_02445","HKKILDPC_02301","FBFFAOJI_00118","EDINNCHB_00833","MNLBAKIA_01715","FCMCIBEK_00290","DGJMLPEB_02779","PKPKCGOC_00290","NBOJOKHD_01401","GBDLBGEF_02368","OBCHFKCE_01747","IELCNDCB_00734","HIAOCFAH_00454","FDCFMIMA_01200"
"narW","","putative nitrate reductase molybdenum cofactor assembly chaperone NarW",579,579,1,1,5036,NA,NA,"",446,695,694,"KHLHGNPO_00739","IEMKGCAE_02439","HKKILDPC_02307","FBFFAOJI_00112","EDINNCHB_00839","MNLBAKIA_01709","FCMCIBEK_00296","DGJMLPEB_02785","PKPKCGOC_00296","NBOJOKHD_01407","GBDLBGEF_02374","OBCHFKCE_01753","IELCNDCB_00728","HIAOCFAH_00448","FDCFMIMA_01194"
"ydgK","","Inner membrane protein YdgK",579,579,1,1,5174,NA,NA,"",407,440,439,"KHLHGNPO_04003","IEMKGCAE_01722","HKKILDPC_03108","FBFFAOJI_03853","EDINNCHB_00942","MNLBAKIA_03059","FCMCIBEK_00409","DGJMLPEB_02489","PKPKCGOC_00409","NBOJOKHD_03669","GBDLBGEF_00442","OBCHFKCE_01522","IELCNDCB_00615","HIAOCFAH_00335","FDCFMIMA_02928"
"ail_3","","Attachment invasion locus protein",579,579,1,1,5408,NA,NA,"",416,557,553,"KHLHGNPO_03425","IEMKGCAE_01945","HKKILDPC_03331","FBFFAOJI_03447","EDINNCHB_01165","MNLBAKIA_03282","FCMCIBEK_00632","DGJMLPEB_02266","PKPKCGOC_00632","NBOJOKHD_03869","GBDLBGEF_00219","OBCHFKCE_04251","IELCNDCB_02646","HIAOCFAH_00113","FDCFMIMA_02705"
"norW","","Nitric oxide reductase FlRd-NAD(+) reductase",579,579,1,1,3171,NA,NA,"",1133,1133,1133,"KHLHGNPO_01715","IEMKGCAE_00152","HKKILDPC_00517","FBFFAOJI_01283","EDINNCHB_01797","MNLBAKIA_00152","FCMCIBEK_01261","DGJMLPEB_00415","PKPKCGOC_00903","NBOJOKHD_00517","GBDLBGEF_00820","OBCHFKCE_01038","IELCNDCB_02946","HIAOCFAH_00893","FDCFMIMA_00517"
"spaP_1","","Surface presentation of antigens protein SpaP",579,579,1,1,3220,NA,NA,"",569,674,673,"KHLHGNPO_01764","IEMKGCAE_00201","HKKILDPC_00468","FBFFAOJI_01332","EDINNCHB_01748","MNLBAKIA_00201","FCMCIBEK_01212","DGJMLPEB_00366","PKPKCGOC_00952","NBOJOKHD_00468","GBDLBGEF_00771","OBCHFKCE_01087","IELCNDCB_02897","HIAOCFAH_00942","FDCFMIMA_00468"
"mutS","","DNA mismatch repair protein MutS",579,579,1,1,3238,NA,NA,"",1373,2567,2564,"KHLHGNPO_01781","IEMKGCAE_00218","HKKILDPC_00451","FBFFAOJI_01349","EDINNCHB_01731","MNLBAKIA_00218","FCMCIBEK_01195","DGJMLPEB_00349","PKPKCGOC_00969","NBOJOKHD_00451","GBDLBGEF_00754","OBCHFKCE_01104","IELCNDCB_02880","HIAOCFAH_00959","FDCFMIMA_00451"
"group_1289","","hypothetical protein",579,579,1,1,3239,NA,NA,"",314,380,379,"KHLHGNPO_01782","IEMKGCAE_00219","HKKILDPC_00450","FBFFAOJI_01350","EDINNCHB_01730","MNLBAKIA_00219","FCMCIBEK_01194","DGJMLPEB_00348","PKPKCGOC_00970","NBOJOKHD_00450","GBDLBGEF_00753","OBCHFKCE_01105","IELCNDCB_02879","HIAOCFAH_00960","FDCFMIMA_00450"
"dmlR_1","","HTH-type transcriptional regulator DmlR",579,579,1,1,3241,NA,NA,"",605,911,910,"KHLHGNPO_01784","IEMKGCAE_00222","HKKILDPC_00448","FBFFAOJI_01352","EDINNCHB_01728","MNLBAKIA_00221","FCMCIBEK_01192","DGJMLPEB_00346","PKPKCGOC_00972","NBOJOKHD_00448","GBDLBGEF_00751","OBCHFKCE_01107","IELCNDCB_02877","HIAOCFAH_00962","FDCFMIMA_00448"
"yflS","","Putative malate transporter YflS",579,579,1,1,2735,NA,NA,"",1301,1454,1450,"KHLHGNPO_02087","IEMKGCAE_00487","HKKILDPC_00184","FBFFAOJI_01985","EDINNCHB_01464","MNLBAKIA_00486","FCMCIBEK_00928","DGJMLPEB_00082","PKPKCGOC_01236","NBOJOKHD_00183","GBDLBGEF_01821","OBCHFKCE_04608","IELCNDCB_02082","HIAOCFAH_01226","FDCFMIMA_00184"
"pdeN_1","","putative cyclic di-GMP phosphodiesterase PdeN",579,579,1,1,783,NA,NA,"",455,1574,1572,"KHLHGNPO_02325","IEMKGCAE_01626","HKKILDPC_03013","FBFFAOJI_01566","EDINNCHB_03257","MNLBAKIA_02963","FCMCIBEK_03263","DGJMLPEB_02945","PKPKCGOC_03169","NBOJOKHD_01753","GBDLBGEF_02151","OBCHFKCE_00836","IELCNDCB_00474","HIAOCFAH_03159","FDCFMIMA_02496"
"clpP_1","","ATP-dependent Clp protease proteolytic subunit",579,579,1,1,656,NA,NA,"",224,623,622,"KHLHGNPO_02433","IEMKGCAE_01518","HKKILDPC_02905","FBFFAOJI_01674","EDINNCHB_03365","MNLBAKIA_02855","FCMCIBEK_03154","DGJMLPEB_02837","PKPKCGOC_03277","NBOJOKHD_01645","GBDLBGEF_02915","OBCHFKCE_00728","IELCNDCB_00366","HIAOCFAH_03267","FDCFMIMA_02388"
"acrA","","Multidrug efflux pump subunit AcrA",579,579,1,1,627,NA,NA,"",818,1193,1192,"KHLHGNPO_02460","IEMKGCAE_01491","HKKILDPC_02878","FBFFAOJI_01701","EDINNCHB_03392","MNLBAKIA_02828","FCMCIBEK_03127","DGJMLPEB_02810","PKPKCGOC_03304","NBOJOKHD_01618","GBDLBGEF_02942","OBCHFKCE_00701","IELCNDCB_00339","HIAOCFAH_03294","FDCFMIMA_02361"
"mscK","","Mechanosensitive channel MscK",579,579,1,1,623,NA,NA,"",3314,3362,3361,"KHLHGNPO_02462","IEMKGCAE_01489","HKKILDPC_02876","FBFFAOJI_01703","EDINNCHB_03394","MNLBAKIA_02826","FCMCIBEK_03125","DGJMLPEB_02808","PKPKCGOC_03306","NBOJOKHD_01616","GBDLBGEF_02944","OBCHFKCE_00699","IELCNDCB_00337","HIAOCFAH_03296","FDCFMIMA_02359"
"group_1366","","ISNCY family transposase ISRor2",579,579,1,1,622,NA,NA,"",845,935,934,"KHLHGNPO_02463","IEMKGCAE_01488","HKKILDPC_02875","FBFFAOJI_01704","EDINNCHB_03395","MNLBAKIA_02825","FCMCIBEK_03124","DGJMLPEB_02807","PKPKCGOC_03307","NBOJOKHD_01615","GBDLBGEF_02945","OBCHFKCE_00698","IELCNDCB_00336","HIAOCFAH_03297","FDCFMIMA_02358"
"tesA","","Thioesterase 1/protease 1/lysophospholipase L1",579,579,1,1,592,NA,NA,"",584,647,584,"KHLHGNPO_04319","IEMKGCAE_01460","HKKILDPC_02847","FBFFAOJI_01732","EDINNCHB_03423","MNLBAKIA_02797","FCMCIBEK_03096","DGJMLPEB_04209","PKPKCGOC_03335","NBOJOKHD_01587","GBDLBGEF_02754","OBCHFKCE_00670","IELCNDCB_00308","HIAOCFAH_03325","FDCFMIMA_02330"
"cusS","","Sensor histidine kinase CusS",579,579,1,1,444,NA,NA,"",290,329,328,"KHLHGNPO_03729","IEMKGCAE_03241","HKKILDPC_03944","FBFFAOJI_03844","EDINNCHB_03997","MNLBAKIA_04050","FCMCIBEK_03863","DGJMLPEB_03496","PKPKCGOC_04086","NBOJOKHD_03401","GBDLBGEF_00448","OBCHFKCE_02473","IELCNDCB_00190","HIAOCFAH_04028","FDCFMIMA_04163"
"pheP","","Phenylalanine-specific permease",579,579,1,1,438,NA,NA,"",359,1394,1392,"KHLHGNPO_03723","IEMKGCAE_03235","HKKILDPC_03950","FBFFAOJI_03838","EDINNCHB_04003","MNLBAKIA_04044","FCMCIBEK_03869","DGJMLPEB_03490","PKPKCGOC_04080","NBOJOKHD_03407","GBDLBGEF_00454","OBCHFKCE_02467","IELCNDCB_00184","HIAOCFAH_04022","FDCFMIMA_04157"
"ahpF","","Alkyl hydroperoxide reductase subunit F",579,579,1,1,396,NA,NA,"",383,1565,1562,"KHLHGNPO_03687","IEMKGCAE_03199","HKKILDPC_03986","FBFFAOJI_03802","EDINNCHB_04039","MNLBAKIA_04008","FCMCIBEK_03905","DGJMLPEB_03454","PKPKCGOC_04044","NBOJOKHD_03443","GBDLBGEF_00490","OBCHFKCE_02431","IELCNDCB_00148","HIAOCFAH_03986","FDCFMIMA_04121"
