"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR10084895","SRR6475644","SRR10298208","SRR9694200","SRR14766409","SRR2102508","SRR5904974","SRR7011962","NDSU4","SRR15146548","SRR14766432","SRR2077395","SRR14766337","SRR5883586","SRR1578511"
"yccF","","Inner membrane protein YccF",580,580,1,1,4492,NA,NA,"",446,446,446,"AIHABEGN_00940","JMHMHBON_02056","MOBEGOEH_00882","GDOIKAKM_00940","MPAHEGDA_02875","PEGBKDIG_03504","EDAOGEGO_02461","KOJFNNPD_00913","MLOHFGPA_03264","EGKOAKEK_01626","MHLDJHJA_01053","CKEGPAKG_03568","FHGKKJNF_01418","PKILBCIH_01306","EJOKNHIB_01684"
"yccU","","putative protein YccU",580,580,1,1,4496,NA,NA,"",413,413,413,"AIHABEGN_00944","JMHMHBON_02060","MOBEGOEH_00878","GDOIKAKM_00944","MPAHEGDA_02879","PEGBKDIG_03500","EDAOGEGO_02465","KOJFNNPD_00917","MLOHFGPA_03268","EGKOAKEK_01622","MHLDJHJA_01049","CKEGPAKG_03564","FHGKKJNF_01422","PKILBCIH_01302","EJOKNHIB_01688"
"group_2930","","hypothetical protein",580,580,1,1,4547,NA,NA,"",296,296,296,"AIHABEGN_00989","JMHMHBON_02105","MOBEGOEH_00833","GDOIKAKM_00989","MPAHEGDA_02923","PEGBKDIG_03455","EDAOGEGO_02510","KOJFNNPD_00962","MLOHFGPA_03445","EGKOAKEK_01577","MHLDJHJA_03419","CKEGPAKG_03519","FHGKKJNF_01467","PKILBCIH_01257","EJOKNHIB_01733"
"phoH","","Protein PhoH",580,580,1,1,4548,NA,NA,"",788,788,788,"AIHABEGN_00990","JMHMHBON_02106","MOBEGOEH_00832","GDOIKAKM_00990","MPAHEGDA_02924","PEGBKDIG_03454","EDAOGEGO_02511","KOJFNNPD_00963","MLOHFGPA_03446","EGKOAKEK_01576","MHLDJHJA_03420","CKEGPAKG_03518","FHGKKJNF_01468","PKILBCIH_01256","EJOKNHIB_01734"
"group_2942","","hypothetical protein",580,580,1,1,4566,NA,NA,"",1412,1412,1412,"AIHABEGN_01009","JMHMHBON_02125","MOBEGOEH_00813","GDOIKAKM_01009","MPAHEGDA_02943","PEGBKDIG_03435","EDAOGEGO_02530","KOJFNNPD_00982","MLOHFGPA_03465","EGKOAKEK_01557","MHLDJHJA_03439","CKEGPAKG_04281","FHGKKJNF_04046","PKILBCIH_01237","EJOKNHIB_01753"
"group_2943","","hypothetical protein",580,580,1,1,4567,NA,NA,"",737,737,737,"AIHABEGN_01010","JMHMHBON_02126","MOBEGOEH_00812","GDOIKAKM_01010","MPAHEGDA_02944","PEGBKDIG_03434","EDAOGEGO_02531","KOJFNNPD_00983","MLOHFGPA_03466","EGKOAKEK_01556","MHLDJHJA_03440","CKEGPAKG_04280","FHGKKJNF_04045","PKILBCIH_01236","EJOKNHIB_01754"
"clpV1_1","","Protein ClpV1",580,580,1,1,4568,NA,NA,"",2735,2735,2735,"AIHABEGN_01011","JMHMHBON_02127","MOBEGOEH_00811","GDOIKAKM_01011","MPAHEGDA_02945","PEGBKDIG_03433","EDAOGEGO_02532","KOJFNNPD_00984","MLOHFGPA_03467","EGKOAKEK_01555","MHLDJHJA_03441","CKEGPAKG_04279","FHGKKJNF_04044","PKILBCIH_01235","EJOKNHIB_01755"
"group_2945","","hypothetical protein",580,580,1,1,4569,NA,NA,"",758,758,758,"AIHABEGN_01012","JMHMHBON_02128","MOBEGOEH_00810","GDOIKAKM_01012","MPAHEGDA_02946","PEGBKDIG_03432","EDAOGEGO_02533","KOJFNNPD_00985","MLOHFGPA_03468","EGKOAKEK_01554","MHLDJHJA_03442","CKEGPAKG_04278","FHGKKJNF_04043","PKILBCIH_01234","EJOKNHIB_01756"
"group_2946","","hypothetical protein",580,580,1,1,4570,NA,NA,"",1331,1331,1331,"AIHABEGN_01013","JMHMHBON_02129","MOBEGOEH_00809","GDOIKAKM_01013","MPAHEGDA_02947","PEGBKDIG_03431","EDAOGEGO_02534","KOJFNNPD_00986","MLOHFGPA_03469","EGKOAKEK_01553","MHLDJHJA_03443","CKEGPAKG_04277","FHGKKJNF_04042","PKILBCIH_01233","EJOKNHIB_01757"
"group_2947","","hypothetical protein",580,580,1,1,4571,NA,NA,"",533,533,533,"AIHABEGN_01014","JMHMHBON_02130","MOBEGOEH_00808","GDOIKAKM_01014","MPAHEGDA_02948","PEGBKDIG_03430","EDAOGEGO_02535","KOJFNNPD_00987","MLOHFGPA_03470","EGKOAKEK_01552","MHLDJHJA_03444","CKEGPAKG_04276","FHGKKJNF_04041","PKILBCIH_01232","EJOKNHIB_01758"
"group_2948","","hypothetical protein",580,580,1,1,4575,NA,NA,"",1853,1853,1853,"AIHABEGN_01017","JMHMHBON_02133","MOBEGOEH_00805","GDOIKAKM_01017","MPAHEGDA_02951","PEGBKDIG_03427","EDAOGEGO_02538","KOJFNNPD_00990","MLOHFGPA_03473","EGKOAKEK_01549","MHLDJHJA_03447","CKEGPAKG_04273","FHGKKJNF_04038","PKILBCIH_01229","EJOKNHIB_01761"
"group_2949","","hypothetical protein",580,580,1,1,4576,NA,NA,"",416,416,416,"AIHABEGN_01018","JMHMHBON_02134","MOBEGOEH_00804","GDOIKAKM_01018","MPAHEGDA_02952","PEGBKDIG_03426","EDAOGEGO_02539","KOJFNNPD_00991","MLOHFGPA_03474","EGKOAKEK_01548","MHLDJHJA_03448","CKEGPAKG_04272","FHGKKJNF_04037","PKILBCIH_01228","EJOKNHIB_01762"
"group_2950","","hypothetical protein",580,580,1,1,4578,NA,NA,"",212,212,212,"AIHABEGN_01020","JMHMHBON_02136","MOBEGOEH_00802","GDOIKAKM_01020","MPAHEGDA_02954","PEGBKDIG_03424","EDAOGEGO_02541","KOJFNNPD_00993","MLOHFGPA_03476","EGKOAKEK_01546","MHLDJHJA_03450","CKEGPAKG_04270","FHGKKJNF_04035","PKILBCIH_01226","EJOKNHIB_01764"
"group_2951","","hypothetical protein",580,580,1,1,4579,NA,NA,"",503,503,503,"AIHABEGN_01021","JMHMHBON_02137","MOBEGOEH_00801","GDOIKAKM_01021","MPAHEGDA_02955","PEGBKDIG_03423","EDAOGEGO_02542","KOJFNNPD_00994","MLOHFGPA_03477","EGKOAKEK_01545","MHLDJHJA_03451","CKEGPAKG_04269","FHGKKJNF_04034","PKILBCIH_01225","EJOKNHIB_01765"
"hcpA_2","","Major exported protein",580,580,1,1,4584,NA,NA,"",518,518,518,"AIHABEGN_01023","JMHMHBON_02139","MOBEGOEH_00799","GDOIKAKM_01023","MPAHEGDA_04641","PEGBKDIG_03421","EDAOGEGO_02544","KOJFNNPD_00996","MLOHFGPA_03479","EGKOAKEK_01543","MHLDJHJA_03453","CKEGPAKG_04267","FHGKKJNF_04520","PKILBCIH_01223","EJOKNHIB_01767"
"fliR","","Flagellar biosynthetic protein FliR",580,580,1,1,4613,NA,NA,"",794,794,794,"AIHABEGN_01049","JMHMHBON_02165","MOBEGOEH_00773","GDOIKAKM_01049","MPAHEGDA_02633","PEGBKDIG_03647","EDAOGEGO_04153","KOJFNNPD_01022","MLOHFGPA_02082","EGKOAKEK_01517","MHLDJHJA_02795","CKEGPAKG_03946","FHGKKJNF_00405","PKILBCIH_03954","EJOKNHIB_01793"
"yajL_2","","Protein/nucleic acid deglycase 3",580,580,1,1,4660,NA,NA,"",557,557,557,"AIHABEGN_01096","JMHMHBON_02212","MOBEGOEH_00726","GDOIKAKM_01096","MPAHEGDA_02679","PEGBKDIG_03694","EDAOGEGO_04106","KOJFNNPD_01069","MLOHFGPA_02035","EGKOAKEK_01470","MHLDJHJA_02748","","FHGKKJNF_00452","PKILBCIH_03907","EJOKNHIB_01840"
"otsA","","Trehalose-6-phosphate synthase",580,580,1,1,4662,NA,NA,"",1421,1421,1421,"AIHABEGN_01098","JMHMHBON_02214","MOBEGOEH_00724","GDOIKAKM_01098","MPAHEGDA_02681","PEGBKDIG_03696","EDAOGEGO_04104","KOJFNNPD_01071","MLOHFGPA_02033","EGKOAKEK_01468","MHLDJHJA_02746","","FHGKKJNF_00454","PKILBCIH_03905","EJOKNHIB_01842"
"uspC","","Universal stress protein C",580,580,1,1,4663,NA,NA,"",428,428,428,"AIHABEGN_01099","JMHMHBON_02215","MOBEGOEH_00723","GDOIKAKM_01099","MPAHEGDA_02682","PEGBKDIG_03697","EDAOGEGO_04103","KOJFNNPD_01072","MLOHFGPA_02032","EGKOAKEK_01467","MHLDJHJA_02745","","FHGKKJNF_00455","PKILBCIH_03904","EJOKNHIB_01843"
"flhD","","Flagellar transcriptional regulator FlhD",580,580,1,1,4664,NA,NA,"",341,341,341,"AIHABEGN_01100","JMHMHBON_02216","MOBEGOEH_00722","GDOIKAKM_01100","MPAHEGDA_02683","PEGBKDIG_03698","EDAOGEGO_04102","KOJFNNPD_01073","MLOHFGPA_02031","EGKOAKEK_01466","MHLDJHJA_02744","","FHGKKJNF_00456","PKILBCIH_03903","EJOKNHIB_01844"
"flhC","","Flagellar transcriptional regulator FlhC",580,580,1,1,4665,NA,NA,"",578,578,578,"AIHABEGN_01101","JMHMHBON_02217","MOBEGOEH_00721","GDOIKAKM_01101","MPAHEGDA_02684","PEGBKDIG_03699","EDAOGEGO_04101","KOJFNNPD_01074","MLOHFGPA_02030","EGKOAKEK_01465","MHLDJHJA_02743","","FHGKKJNF_00457","PKILBCIH_03902","EJOKNHIB_01845"
"cheW","","Chemotaxis protein CheW",580,580,1,1,4669,NA,NA,"",503,503,503,"AIHABEGN_01105","JMHMHBON_02221","MOBEGOEH_00717","GDOIKAKM_01105","MPAHEGDA_02688","PEGBKDIG_03703","EDAOGEGO_04097","KOJFNNPD_01078","MLOHFGPA_02026","EGKOAKEK_01461","MHLDJHJA_02739","","FHGKKJNF_00461","PKILBCIH_03898","EJOKNHIB_01849"
"tar","","Methyl-accepting chemotaxis protein II",580,580,1,1,4670,NA,NA,"",1661,1661,1661,"AIHABEGN_01106","JMHMHBON_02222","MOBEGOEH_00716","GDOIKAKM_01106","MPAHEGDA_02689","PEGBKDIG_03704","EDAOGEGO_04096","KOJFNNPD_01079","MLOHFGPA_02025","EGKOAKEK_01460","MHLDJHJA_02738","","FHGKKJNF_00462","PKILBCIH_03897","EJOKNHIB_01850"
"cheR","","Chemotaxis protein methyltransferase",580,580,1,1,4671,NA,NA,"",866,866,866,"AIHABEGN_01107","JMHMHBON_02223","MOBEGOEH_00715","GDOIKAKM_01107","MPAHEGDA_02690","PEGBKDIG_03705","EDAOGEGO_04095","KOJFNNPD_01080","MLOHFGPA_02024","EGKOAKEK_01459","MHLDJHJA_02737","","FHGKKJNF_00463","PKILBCIH_03896","EJOKNHIB_01851"
"cheB_1","","Protein-glutamate methylesterase/protein-glutamine glutaminase",580,580,1,1,4672,NA,NA,"",1049,1049,1049,"AIHABEGN_01108","JMHMHBON_02224","MOBEGOEH_00714","GDOIKAKM_01108","MPAHEGDA_02691","PEGBKDIG_03706","EDAOGEGO_04094","KOJFNNPD_01081","MLOHFGPA_02023","EGKOAKEK_01458","MHLDJHJA_02736","","FHGKKJNF_00464","PKILBCIH_03895","EJOKNHIB_01852"
"pdeF","","Cyclic di-GMP phosphodiesterase PdeF",580,580,1,1,4158,NA,NA,"",1676,2213,2204,"AIHABEGN_02517","JMHMHBON_02736","MOBEGOEH_02260","GDOIKAKM_02470","MPAHEGDA_01003","PEGBKDIG_01722","EDAOGEGO_01116","KOJFNNPD_02205","MLOHFGPA_01783","EGKOAKEK_02810","MHLDJHJA_00791","CKEGPAKG_01325","FHGKKJNF_00210","PKILBCIH_01108","EJOKNHIB_02973"
"cheY","","Chemotaxis protein CheY",580,580,1,1,4673,NA,NA,"",389,389,389,"AIHABEGN_01109","JMHMHBON_02225","MOBEGOEH_00713","GDOIKAKM_01109","MPAHEGDA_02692","PEGBKDIG_03707","EDAOGEGO_04093","KOJFNNPD_01082","MLOHFGPA_02022","EGKOAKEK_01457","MHLDJHJA_02735","","FHGKKJNF_00465","PKILBCIH_03894","EJOKNHIB_01853"
"cheZ","","Protein phosphatase CheZ",580,580,1,1,4674,NA,NA,"",647,647,647,"AIHABEGN_01110","JMHMHBON_02226","MOBEGOEH_00712","GDOIKAKM_01110","MPAHEGDA_02693","PEGBKDIG_03708","EDAOGEGO_04092","KOJFNNPD_01083","MLOHFGPA_02021","EGKOAKEK_01456","MHLDJHJA_02734","","FHGKKJNF_00466","PKILBCIH_03893","EJOKNHIB_01854"
"flhB","","Flagellar biosynthetic protein FlhB",580,580,1,1,4675,NA,NA,"",1151,1151,1151,"AIHABEGN_01111","JMHMHBON_02227","MOBEGOEH_00711","GDOIKAKM_01111","MPAHEGDA_02694","PEGBKDIG_03709","EDAOGEGO_04091","KOJFNNPD_01084","MLOHFGPA_02020","EGKOAKEK_01455","MHLDJHJA_02733","","FHGKKJNF_00467","PKILBCIH_03892","EJOKNHIB_01855"
"flhA","","Flagellar biosynthesis protein FlhA",580,580,1,1,4676,NA,NA,"",2078,2078,2078,"AIHABEGN_01112","JMHMHBON_02228","MOBEGOEH_00710","GDOIKAKM_01112","MPAHEGDA_02695","PEGBKDIG_03710","EDAOGEGO_04090","KOJFNNPD_01085","MLOHFGPA_02019","EGKOAKEK_01454","MHLDJHJA_02732","","FHGKKJNF_00468","PKILBCIH_03891","EJOKNHIB_01856"
"flhE","","Flagellar protein FlhE",580,580,1,1,4677,NA,NA,"",392,392,392,"AIHABEGN_01113","JMHMHBON_02229","MOBEGOEH_00709","GDOIKAKM_01113","MPAHEGDA_02696","PEGBKDIG_03711","EDAOGEGO_04089","KOJFNNPD_01086","MLOHFGPA_02018","EGKOAKEK_01453","MHLDJHJA_02731","","FHGKKJNF_00469","PKILBCIH_03890","EJOKNHIB_01857"
"yesR","","Unsaturated rhamnogalacturonyl hydrolase YesR",580,580,1,1,4678,NA,NA,"",1139,1139,1139,"AIHABEGN_01114","JMHMHBON_02230","MOBEGOEH_00708","GDOIKAKM_01114","MPAHEGDA_02697","PEGBKDIG_03712","EDAOGEGO_04088","KOJFNNPD_01087","MLOHFGPA_02017","EGKOAKEK_01452","MHLDJHJA_02730","","FHGKKJNF_00470","PKILBCIH_03889","EJOKNHIB_01858"
"argS","","Arginine--tRNA ligase",580,580,1,1,4680,NA,NA,"",1733,1733,1733,"AIHABEGN_01116","JMHMHBON_02232","MOBEGOEH_00706","GDOIKAKM_01116","MPAHEGDA_02699","PEGBKDIG_03714","EDAOGEGO_04086","KOJFNNPD_01089","MLOHFGPA_02015","EGKOAKEK_01450","MHLDJHJA_02728","","FHGKKJNF_00472","PKILBCIH_03887","EJOKNHIB_01860"
"yecM","","Protein YecM",580,580,1,1,4681,NA,NA,"",569,569,569,"AIHABEGN_01117","JMHMHBON_02233","MOBEGOEH_00705","GDOIKAKM_01117","MPAHEGDA_02700","PEGBKDIG_03715","EDAOGEGO_04085","KOJFNNPD_01090","MLOHFGPA_02014","EGKOAKEK_01449","MHLDJHJA_02727","","FHGKKJNF_00473","PKILBCIH_03886","EJOKNHIB_01861"
"cmoB","","tRNA U34 carboxymethyltransferase",580,580,1,1,4683,NA,NA,"",971,971,971,"AIHABEGN_01119","JMHMHBON_02235","MOBEGOEH_00703","GDOIKAKM_01119","MPAHEGDA_02702","PEGBKDIG_03717","EDAOGEGO_04083","KOJFNNPD_01092","MLOHFGPA_02012","EGKOAKEK_01447","MHLDJHJA_02725","","FHGKKJNF_00475","PKILBCIH_03884","EJOKNHIB_01863"
"cmoA","","Carboxy-S-adenosyl-L-methionine synthase",580,580,1,1,4684,NA,NA,"",743,743,743,"AIHABEGN_01120","JMHMHBON_02236","MOBEGOEH_00702","GDOIKAKM_01120","MPAHEGDA_02703","PEGBKDIG_03718","EDAOGEGO_04082","KOJFNNPD_01093","MLOHFGPA_02011","EGKOAKEK_01446","MHLDJHJA_02724","","FHGKKJNF_00476","PKILBCIH_03883","EJOKNHIB_01864"
"yecN","","Inner membrane protein YecN",580,580,1,1,4685,NA,NA,"",395,395,395,"AIHABEGN_01121","JMHMHBON_02237","MOBEGOEH_00701","GDOIKAKM_01121","MPAHEGDA_02704","PEGBKDIG_03719","EDAOGEGO_04081","KOJFNNPD_01094","MLOHFGPA_02010","EGKOAKEK_01445","MHLDJHJA_02723","","FHGKKJNF_00477","PKILBCIH_03882","EJOKNHIB_01865"
"group_2981","","hypothetical protein",580,580,1,1,4686,NA,NA,"",818,818,818,"AIHABEGN_01122","JMHMHBON_02238","MOBEGOEH_00700","GDOIKAKM_01122","MPAHEGDA_02705","PEGBKDIG_03720","EDAOGEGO_04080","KOJFNNPD_01095","MLOHFGPA_02009","EGKOAKEK_01444","MHLDJHJA_02722","","FHGKKJNF_00478","PKILBCIH_03881","EJOKNHIB_01866"
"yecD","","Isochorismatase family protein YecD",580,580,1,1,4687,NA,NA,"",566,566,566,"AIHABEGN_01123","JMHMHBON_02239","MOBEGOEH_00699","GDOIKAKM_01123","MPAHEGDA_02706","PEGBKDIG_03721","EDAOGEGO_04079","KOJFNNPD_01096","MLOHFGPA_02008","EGKOAKEK_01443","MHLDJHJA_02721","","FHGKKJNF_00479","PKILBCIH_03880","EJOKNHIB_01867"
"nudB","","Dihydroneopterin triphosphate diphosphatase",580,580,1,1,4689,NA,NA,"",452,452,452,"AIHABEGN_01125","JMHMHBON_02241","MOBEGOEH_00697","GDOIKAKM_01125","MPAHEGDA_02708","PEGBKDIG_03723","EDAOGEGO_04077","KOJFNNPD_01098","MLOHFGPA_02006","EGKOAKEK_01441","MHLDJHJA_02719","","FHGKKJNF_00481","PKILBCIH_03878","EJOKNHIB_01869"
"yebC","","putative transcriptional regulatory protein YebC",580,580,1,1,4690,NA,NA,"",740,740,740,"AIHABEGN_01126","JMHMHBON_02242","MOBEGOEH_00696","GDOIKAKM_01126","MPAHEGDA_02709","PEGBKDIG_03724","EDAOGEGO_04076","KOJFNNPD_01099","MLOHFGPA_02005","EGKOAKEK_01440","MHLDJHJA_02718","","FHGKKJNF_00482","PKILBCIH_03877","EJOKNHIB_01870"
"ruvC","","Crossover junction endodeoxyribonuclease RuvC",580,580,1,1,4691,NA,NA,"",521,521,521,"AIHABEGN_01127","JMHMHBON_02243","MOBEGOEH_00695","GDOIKAKM_01127","MPAHEGDA_02710","PEGBKDIG_03725","EDAOGEGO_04075","KOJFNNPD_01100","MLOHFGPA_02004","EGKOAKEK_01439","MHLDJHJA_02717","","FHGKKJNF_00483","PKILBCIH_03876","EJOKNHIB_01871"
"ruvA","","Holliday junction ATP-dependent DNA helicase RuvA",580,580,1,1,4695,NA,NA,"",611,611,611,"AIHABEGN_01131","JMHMHBON_02247","MOBEGOEH_00691","GDOIKAKM_01131","MPAHEGDA_02714","PEGBKDIG_03729","EDAOGEGO_04071","KOJFNNPD_01104","MLOHFGPA_02000","EGKOAKEK_01435","MHLDJHJA_02713","","FHGKKJNF_00487","PKILBCIH_03872","EJOKNHIB_01875"
"ruvB","","Holliday junction ATP-dependent DNA helicase RuvB",580,580,1,1,4696,NA,NA,"",1010,1010,1010,"AIHABEGN_01132","JMHMHBON_02248","MOBEGOEH_00690","GDOIKAKM_01132","MPAHEGDA_02715","PEGBKDIG_03730","EDAOGEGO_04070","KOJFNNPD_01105","MLOHFGPA_01999","EGKOAKEK_01434","MHLDJHJA_02712","","FHGKKJNF_00488","PKILBCIH_03871","EJOKNHIB_01876"
"znuB","","High-affinity zinc uptake system membrane protein ZnuB",580,580,1,1,4697,NA,NA,"",785,785,785,"AIHABEGN_01133","JMHMHBON_02249","MOBEGOEH_00689","GDOIKAKM_01133","MPAHEGDA_02716","PEGBKDIG_03731","EDAOGEGO_04069","KOJFNNPD_01106","MLOHFGPA_01998","EGKOAKEK_01433","MHLDJHJA_02711","","FHGKKJNF_00489","PKILBCIH_03870","EJOKNHIB_01877"
"znuC","","Zinc import ATP-binding protein ZnuC",580,580,1,1,4698,NA,NA,"",755,755,755,"AIHABEGN_01134","JMHMHBON_02250","MOBEGOEH_00688","GDOIKAKM_01134","MPAHEGDA_02717","PEGBKDIG_03732","EDAOGEGO_04068","KOJFNNPD_01107","MLOHFGPA_01997","EGKOAKEK_01432","MHLDJHJA_02710","","FHGKKJNF_00490","PKILBCIH_03869","EJOKNHIB_01878"
"znuA","","High-affinity zinc uptake system protein ZnuA",580,580,1,1,4699,NA,NA,"",1001,1001,1001,"AIHABEGN_01135","JMHMHBON_02251","MOBEGOEH_00687","GDOIKAKM_01135","MPAHEGDA_02718","PEGBKDIG_03733","EDAOGEGO_04067","KOJFNNPD_01108","MLOHFGPA_01996","EGKOAKEK_01431","MHLDJHJA_02709","","FHGKKJNF_00491","PKILBCIH_03868","EJOKNHIB_01879"
"lpxM","","Lipid A biosynthesis myristoyltransferase",580,580,1,1,4701,NA,NA,"",971,971,971,"AIHABEGN_01137","JMHMHBON_02253","MOBEGOEH_00685","GDOIKAKM_01137","MPAHEGDA_02720","PEGBKDIG_03735","EDAOGEGO_04065","KOJFNNPD_01110","MLOHFGPA_01994","EGKOAKEK_01429","MHLDJHJA_02707","","FHGKKJNF_00493","PKILBCIH_03866","EJOKNHIB_01881"
"pykA","","Pyruvate kinase II",580,580,1,1,4702,NA,NA,"",1442,1442,1442,"AIHABEGN_01138","JMHMHBON_02254","MOBEGOEH_00684","GDOIKAKM_01138","MPAHEGDA_02721","PEGBKDIG_03736","EDAOGEGO_04064","KOJFNNPD_01111","MLOHFGPA_01993","EGKOAKEK_01428","MHLDJHJA_02706","","FHGKKJNF_00494","PKILBCIH_03865","EJOKNHIB_01882"
"hexR","","HTH-type transcriptional regulator HexR",580,580,1,1,4705,NA,NA,"",869,869,869,"AIHABEGN_01139","JMHMHBON_02255","MOBEGOEH_00683","GDOIKAKM_01139","MPAHEGDA_02722","PEGBKDIG_03737","EDAOGEGO_04063","KOJFNNPD_01112","MLOHFGPA_01992","EGKOAKEK_01427","MHLDJHJA_02705","","FHGKKJNF_00495","PKILBCIH_03864","EJOKNHIB_01883"
"edd","","Phosphogluconate dehydratase",580,580,1,1,4707,NA,NA,"",1811,1811,1811,"AIHABEGN_01141","JMHMHBON_02257","MOBEGOEH_00681","GDOIKAKM_01141","MPAHEGDA_02724","PEGBKDIG_03739","EDAOGEGO_04061","KOJFNNPD_01114","MLOHFGPA_01990","EGKOAKEK_01425","MHLDJHJA_02703","","FHGKKJNF_00497","PKILBCIH_03862","EJOKNHIB_01885"
"eda","","KHG/KDPG aldolase",580,580,1,1,4708,NA,NA,"",641,641,641,"AIHABEGN_01142","JMHMHBON_02258","MOBEGOEH_00680","GDOIKAKM_01142","MPAHEGDA_02725","PEGBKDIG_03740","EDAOGEGO_04060","KOJFNNPD_01115","MLOHFGPA_01989","EGKOAKEK_01424","MHLDJHJA_02702","","FHGKKJNF_00498","PKILBCIH_03861","EJOKNHIB_01886"
"purT","","Formate-dependent phosphoribosylglycinamide formyltransferase",580,580,1,1,4709,NA,NA,"",1178,1178,1178,"AIHABEGN_01143","JMHMHBON_02259","MOBEGOEH_00679","GDOIKAKM_01143","MPAHEGDA_02726","PEGBKDIG_03741","EDAOGEGO_04059","KOJFNNPD_01116","MLOHFGPA_01988","EGKOAKEK_01423","MHLDJHJA_02701","","FHGKKJNF_00499","PKILBCIH_03860","EJOKNHIB_01887"
"group_2997","","hypothetical protein",580,580,1,1,4710,NA,NA,"",290,290,290,"AIHABEGN_01144","JMHMHBON_02260","MOBEGOEH_00678","GDOIKAKM_01144","MPAHEGDA_02727","PEGBKDIG_03742","EDAOGEGO_04058","KOJFNNPD_01117","MLOHFGPA_01987","EGKOAKEK_01422","MHLDJHJA_02700","","FHGKKJNF_00500","PKILBCIH_03859","EJOKNHIB_01888"
"yebF","","Protein YebF",580,580,1,1,4711,NA,NA,"",353,353,353,"AIHABEGN_01145","JMHMHBON_02261","MOBEGOEH_00677","GDOIKAKM_01145","MPAHEGDA_02728","PEGBKDIG_03743","EDAOGEGO_04057","KOJFNNPD_01118","MLOHFGPA_01986","EGKOAKEK_01421","MHLDJHJA_02699","","FHGKKJNF_00501","PKILBCIH_03858","EJOKNHIB_01889"
"yebE","","Inner membrane protein YebE",580,580,1,1,4712,NA,NA,"",659,659,659,"AIHABEGN_01146","JMHMHBON_02262","MOBEGOEH_00676","GDOIKAKM_01146","MPAHEGDA_02729","PEGBKDIG_03744","EDAOGEGO_04056","KOJFNNPD_01119","MLOHFGPA_01985","EGKOAKEK_01420","MHLDJHJA_02698","","FHGKKJNF_00502","PKILBCIH_03857","EJOKNHIB_01890"
"ptrB","","Protease 2",580,580,1,1,4713,NA,NA,"",2051,2051,2051,"AIHABEGN_01147","JMHMHBON_02263","MOBEGOEH_00675","GDOIKAKM_01147","MPAHEGDA_02730","PEGBKDIG_03745","EDAOGEGO_04055","KOJFNNPD_01120","MLOHFGPA_01984","EGKOAKEK_01419","MHLDJHJA_02697","","FHGKKJNF_00503","PKILBCIH_03856","EJOKNHIB_01891"
"exoX","","Exodeoxyribonuclease 10",580,580,1,1,4714,NA,NA,"",698,698,698,"AIHABEGN_01148","JMHMHBON_02264","MOBEGOEH_00674","GDOIKAKM_01148","MPAHEGDA_02731","PEGBKDIG_03746","EDAOGEGO_04054","KOJFNNPD_01121","MLOHFGPA_01983","EGKOAKEK_01418","MHLDJHJA_02696","","FHGKKJNF_00504","PKILBCIH_03855","EJOKNHIB_01892"
"group_3002","","hypothetical protein",580,580,1,1,4715,NA,NA,"",656,656,656,"AIHABEGN_01149","JMHMHBON_02265","MOBEGOEH_00673","GDOIKAKM_01149","MPAHEGDA_02732","PEGBKDIG_03747","EDAOGEGO_04053","KOJFNNPD_01122","MLOHFGPA_01982","EGKOAKEK_01417","MHLDJHJA_02695","","FHGKKJNF_00505","PKILBCIH_03854","EJOKNHIB_01893"
"holE","","DNA polymerase III subunit theta",580,580,1,1,4716,NA,NA,"",230,230,230,"AIHABEGN_01150","JMHMHBON_02266","MOBEGOEH_00672","GDOIKAKM_01150","MPAHEGDA_02733","PEGBKDIG_03748","EDAOGEGO_04052","KOJFNNPD_01123","MLOHFGPA_01981","EGKOAKEK_01416","MHLDJHJA_02694","","FHGKKJNF_00506","PKILBCIH_03853","EJOKNHIB_01894"
"yobA","","Protein YobA",580,580,1,1,4717,NA,NA,"",374,374,374,"AIHABEGN_01151","JMHMHBON_02267","MOBEGOEH_00671","GDOIKAKM_01151","MPAHEGDA_02734","PEGBKDIG_03749","EDAOGEGO_04051","KOJFNNPD_01124","MLOHFGPA_01980","EGKOAKEK_01415","MHLDJHJA_02693","","FHGKKJNF_00507","PKILBCIH_03852","EJOKNHIB_01895"
"yebZ","","Inner membrane protein YebZ",580,580,1,1,4718,NA,NA,"",875,875,875,"AIHABEGN_01152","JMHMHBON_02268","MOBEGOEH_00670","GDOIKAKM_01152","MPAHEGDA_02735","PEGBKDIG_03750","EDAOGEGO_04050","KOJFNNPD_01125","MLOHFGPA_01979","EGKOAKEK_01414","MHLDJHJA_02692","","FHGKKJNF_00508","PKILBCIH_03851","EJOKNHIB_01896"
"group_3006","","hypothetical protein",580,580,1,1,4719,NA,NA,"",353,353,353,"AIHABEGN_01153","JMHMHBON_02269","MOBEGOEH_00669","GDOIKAKM_01153","MPAHEGDA_02736","PEGBKDIG_03751","EDAOGEGO_04049","KOJFNNPD_01126","MLOHFGPA_01978","EGKOAKEK_01413","MHLDJHJA_02691","","FHGKKJNF_00509","PKILBCIH_03850","EJOKNHIB_01897"
