"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14272156","SRR14272154","SRR28323368","NDSU24","SRR19513358","SRR10037239","SRR28323382","SRR7041622","SRR27779120","SRR16506855","NDSU8","SRR5666360","SRR25926991","SRR4292607","SRR5905016"
"phnX","","Phosphonoacetaldehyde hydrolase",580,580,1,1,686,NA,NA,"",809,809,809,"HKKILDPC_02923","HAANCNKA_03659","FCMCIBEK_03172","DFEIMHLH_01891","NAFJMCME_03484","OOMIMPCI_03303","KOLBENFC_03248","KJAFDFOC_01855","BONMFOJB_03219","MMJAGEHG_02876","CDDPGOFG_00748","KHAGAGIB_01821","MAFDEBPG_00184","MKNEJKNF_01317","BIBHBEME_01127"
"group_2398","","hypothetical protein",580,580,1,1,670,NA,NA,"",491,491,491,"HKKILDPC_02918","HAANCNKA_03664","FCMCIBEK_03167","DFEIMHLH_01886","NAFJMCME_03479","OOMIMPCI_03308","KOLBENFC_03253","KJAFDFOC_01850","BONMFOJB_03214","MMJAGEHG_02871","CDDPGOFG_00753","KHAGAGIB_01824","MAFDEBPG_00189","MKNEJKNF_01312","BIBHBEME_01132"
"yajR","","Inner membrane transport protein YajR",580,580,1,1,669,NA,NA,"",1364,1364,1364,"HKKILDPC_02917","HAANCNKA_03665","FCMCIBEK_03166","DFEIMHLH_01885","NAFJMCME_03478","OOMIMPCI_03309","KOLBENFC_03254","KJAFDFOC_01849","BONMFOJB_03213","MMJAGEHG_02870","CDDPGOFG_00754","KHAGAGIB_01825","MAFDEBPG_00190","MKNEJKNF_01311","BIBHBEME_01133"
"group_2400","","hypothetical protein",580,580,1,1,666,NA,NA,"",1493,1493,1493,"HKKILDPC_02915","HAANCNKA_03667","FCMCIBEK_03164","DFEIMHLH_01883","NAFJMCME_03476","OOMIMPCI_03311","KOLBENFC_03256","KJAFDFOC_01847","BONMFOJB_03211","MMJAGEHG_02868","CDDPGOFG_00756","KHAGAGIB_01827","MAFDEBPG_00192","MKNEJKNF_01309","BIBHBEME_01135"
"cyoE","","Protoheme IX farnesyltransferase",580,580,1,1,665,NA,NA,"",890,890,890,"HKKILDPC_02914","HAANCNKA_03668","FCMCIBEK_03163","DFEIMHLH_01882","NAFJMCME_03475","OOMIMPCI_03312","KOLBENFC_03257","KJAFDFOC_01846","BONMFOJB_03210","MMJAGEHG_02867","CDDPGOFG_00757","KHAGAGIB_01828","MAFDEBPG_00193","MKNEJKNF_01308","BIBHBEME_01136"
"cyoD","","Cytochrome bo(3) ubiquinol oxidase subunit 4",580,580,1,1,664,NA,NA,"",329,329,329,"HKKILDPC_02913","HAANCNKA_03669","FCMCIBEK_03162","DFEIMHLH_01881","NAFJMCME_03474","OOMIMPCI_03313","KOLBENFC_03258","KJAFDFOC_01845","BONMFOJB_03209","MMJAGEHG_02866","CDDPGOFG_00758","KHAGAGIB_01829","MAFDEBPG_00194","MKNEJKNF_01307","BIBHBEME_01137"
"cyoC","","Cytochrome bo(3) ubiquinol oxidase subunit 3",580,580,1,1,663,NA,NA,"",614,614,614,"HKKILDPC_02912","HAANCNKA_03670","FCMCIBEK_03161","DFEIMHLH_01880","NAFJMCME_03473","OOMIMPCI_03314","KOLBENFC_03259","KJAFDFOC_01844","BONMFOJB_03208","MMJAGEHG_02865","CDDPGOFG_00759","KHAGAGIB_01830","MAFDEBPG_00195","MKNEJKNF_01306","BIBHBEME_01138"
"ybdK","","Putative glutamate--cysteine ligase 2",580,580,1,1,428,NA,NA,"",1118,1118,1118,"HKKILDPC_03959","HAANCNKA_03895","FCMCIBEK_03878","DFEIMHLH_01684","NAFJMCME_03686","OOMIMPCI_04124","KOLBENFC_04061","KJAFDFOC_01537","BONMFOJB_03847","MMJAGEHG_03887","CDDPGOFG_01288","KHAGAGIB_03356","MAFDEBPG_01980","MKNEJKNF_03972","BIBHBEME_00949"
"group_2540","","hypothetical protein",580,580,1,1,427,NA,NA,"",704,704,704,"HKKILDPC_03960","HAANCNKA_03894","FCMCIBEK_03879","DFEIMHLH_01683","NAFJMCME_03687","OOMIMPCI_04123","KOLBENFC_04060","KJAFDFOC_01538","BONMFOJB_03848","MMJAGEHG_03888","CDDPGOFG_01287","KHAGAGIB_03355","MAFDEBPG_01979","MKNEJKNF_03973","BIBHBEME_00948"
"fepA","","Ferrienterobactin receptor",580,580,1,1,426,NA,NA,"",2255,2255,2255,"HKKILDPC_03961","HAANCNKA_03893","FCMCIBEK_03880","DFEIMHLH_01682","NAFJMCME_03688","OOMIMPCI_04122","KOLBENFC_04059","KJAFDFOC_01539","BONMFOJB_03849","MMJAGEHG_03889","CDDPGOFG_01286","KHAGAGIB_03354","MAFDEBPG_01978","MKNEJKNF_03974","BIBHBEME_00947"
"ybdZ","","Enterobactin biosynthesis protein YbdZ",580,580,1,1,424,NA,NA,"",218,218,218,"HKKILDPC_03963","HAANCNKA_03891","FCMCIBEK_03882","DFEIMHLH_01680","NAFJMCME_03690","OOMIMPCI_04120","KOLBENFC_04057","KJAFDFOC_01541","BONMFOJB_03851","MMJAGEHG_03891","CDDPGOFG_01284","KHAGAGIB_03352","MAFDEBPG_01976","MKNEJKNF_03976","BIBHBEME_00945"
"fepC","","Ferric enterobactin transport ATP-binding protein FepC",580,580,1,1,420,NA,NA,"",794,794,794,"HKKILDPC_03966","HAANCNKA_03888","FCMCIBEK_03885","DFEIMHLH_01677","NAFJMCME_03693","OOMIMPCI_04117","KOLBENFC_04054","KJAFDFOC_01544","BONMFOJB_03854","MMJAGEHG_03894","CDDPGOFG_01281","KHAGAGIB_03349","MAFDEBPG_01973","MKNEJKNF_03979","BIBHBEME_00942"
"fepG","","Ferric enterobactin transport system permease protein FepG",580,580,1,1,419,NA,NA,"",989,989,989,"HKKILDPC_03967","HAANCNKA_03887","FCMCIBEK_03886","DFEIMHLH_01676","NAFJMCME_03694","OOMIMPCI_04116","KOLBENFC_04053","KJAFDFOC_01545","BONMFOJB_03855","MMJAGEHG_03895","CDDPGOFG_01280","KHAGAGIB_03348","MAFDEBPG_01972","MKNEJKNF_03980","BIBHBEME_00941"
"fepD","","Ferric enterobactin transport system permease protein FepD",580,580,1,1,418,NA,NA,"",1007,1007,1007,"HKKILDPC_03968","HAANCNKA_03886","FCMCIBEK_03887","DFEIMHLH_01675","NAFJMCME_03695","OOMIMPCI_04115","KOLBENFC_04052","KJAFDFOC_01546","BONMFOJB_03856","MMJAGEHG_03896","CDDPGOFG_01279","KHAGAGIB_03347","MAFDEBPG_01971","MKNEJKNF_03981","BIBHBEME_00940"
"entS","","Enterobactin exporter EntS",580,580,1,1,417,NA,NA,"",1244,1244,1244,"HKKILDPC_03969","HAANCNKA_03885","FCMCIBEK_03888","DFEIMHLH_01674","NAFJMCME_03696","OOMIMPCI_04114","KOLBENFC_04051","KJAFDFOC_01547","BONMFOJB_03857","MMJAGEHG_03897","CDDPGOFG_01278","KHAGAGIB_03346","MAFDEBPG_01970","MKNEJKNF_03982","BIBHBEME_00939"
"fepB","","Ferrienterobactin-binding periplasmic protein",580,580,1,1,416,NA,NA,"",956,956,956,"HKKILDPC_03970","HAANCNKA_03884","FCMCIBEK_03889","DFEIMHLH_01673","NAFJMCME_03697","OOMIMPCI_04113","KOLBENFC_04050","KJAFDFOC_01548","BONMFOJB_03858","MMJAGEHG_03898","CDDPGOFG_01277","KHAGAGIB_03345","MAFDEBPG_01969","MKNEJKNF_03983","BIBHBEME_00938"
"entC","","Isochorismate synthase EntC",580,580,1,1,415,NA,NA,"",1175,1175,1175,"HKKILDPC_03971","HAANCNKA_03883","FCMCIBEK_03890","DFEIMHLH_01672","NAFJMCME_03698","OOMIMPCI_04112","KOLBENFC_04049","KJAFDFOC_01549","BONMFOJB_03859","MMJAGEHG_03899","CDDPGOFG_01276","KHAGAGIB_03344","MAFDEBPG_01968","MKNEJKNF_03984","BIBHBEME_00937"
"entE","","Enterobactin synthase component E",580,580,1,1,414,NA,NA,"",1610,1610,1610,"HKKILDPC_03972","HAANCNKA_03882","FCMCIBEK_03891","DFEIMHLH_01671","NAFJMCME_03699","OOMIMPCI_04111","KOLBENFC_04048","KJAFDFOC_01550","BONMFOJB_03860","MMJAGEHG_03900","CDDPGOFG_01275","KHAGAGIB_03343","MAFDEBPG_01967","MKNEJKNF_03985","BIBHBEME_00936"
"entB","","Enterobactin synthase component B",580,580,1,1,413,NA,NA,"",857,857,857,"HKKILDPC_03973","HAANCNKA_03881","FCMCIBEK_03892","DFEIMHLH_01670","NAFJMCME_03700","OOMIMPCI_04110","KOLBENFC_04047","KJAFDFOC_01551","BONMFOJB_03861","MMJAGEHG_03901","CDDPGOFG_01274","KHAGAGIB_03342","MAFDEBPG_01966","MKNEJKNF_03986","BIBHBEME_00935"
"entA","","2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",580,580,1,1,412,NA,NA,"",755,755,755,"HKKILDPC_03974","HAANCNKA_03880","FCMCIBEK_03893","DFEIMHLH_01669","NAFJMCME_03701","OOMIMPCI_04109","KOLBENFC_04046","KJAFDFOC_01552","BONMFOJB_03862","MMJAGEHG_03902","CDDPGOFG_01273","KHAGAGIB_03341","MAFDEBPG_01965","MKNEJKNF_03987","BIBHBEME_00934"
"entH","","Proofreading thioesterase EntH",580,580,1,1,411,NA,NA,"",413,413,413,"HKKILDPC_03975","HAANCNKA_03879","FCMCIBEK_03894","DFEIMHLH_01668","NAFJMCME_03702","OOMIMPCI_04108","KOLBENFC_04045","KJAFDFOC_01553","BONMFOJB_03863","MMJAGEHG_03903","CDDPGOFG_01272","KHAGAGIB_03340","MAFDEBPG_01964","MKNEJKNF_03988","BIBHBEME_00933"
"group_2554","","hypothetical protein",580,580,1,1,409,NA,NA,"",197,197,197,"HKKILDPC_03977","HAANCNKA_03877","FCMCIBEK_03896","DFEIMHLH_01666","NAFJMCME_03704","OOMIMPCI_04106","KOLBENFC_04043","KJAFDFOC_01555","BONMFOJB_03865","MMJAGEHG_03905","CDDPGOFG_01270","KHAGAGIB_03338","MAFDEBPG_01962","MKNEJKNF_03990","BIBHBEME_00931"
"hcxA_2","","Hydroxycarboxylate dehydrogenase A",580,580,1,1,408,NA,NA,"",635,635,635,"HKKILDPC_03978","HAANCNKA_03876","FCMCIBEK_03897","DFEIMHLH_01665","NAFJMCME_03705","OOMIMPCI_04105","KOLBENFC_04042","KJAFDFOC_01556","BONMFOJB_03866","MMJAGEHG_03906","CDDPGOFG_01269","KHAGAGIB_03337","MAFDEBPG_01961","MKNEJKNF_03991","BIBHBEME_00930"
"hcxA_1","","Hydroxycarboxylate dehydrogenase A",580,580,1,1,407,NA,NA,"",398,398,398,"HKKILDPC_03979","HAANCNKA_03875","FCMCIBEK_03898","DFEIMHLH_01664","NAFJMCME_03706","OOMIMPCI_04104","KOLBENFC_04041","KJAFDFOC_01557","BONMFOJB_03867","MMJAGEHG_03907","CDDPGOFG_01268","KHAGAGIB_03336","MAFDEBPG_01960","MKNEJKNF_03992","BIBHBEME_00929"
"ybdL","","Methionine aminotransferase",580,580,1,1,406,NA,NA,"",1148,1160,1159,"HKKILDPC_03980","HAANCNKA_03874","FCMCIBEK_03899","DFEIMHLH_01663","NAFJMCME_03707","OOMIMPCI_04103","KOLBENFC_04040","KJAFDFOC_01558","BONMFOJB_03868","MMJAGEHG_03908","CDDPGOFG_01267","KHAGAGIB_03335","MAFDEBPG_01959","MKNEJKNF_03993","BIBHBEME_00928"
"dpiB","","Sensor histidine kinase DpiB",580,580,1,1,373,NA,NA,"",1220,1220,1220,"HKKILDPC_04004","HAANCNKA_03850","FCMCIBEK_03923","DFEIMHLH_01639","NAFJMCME_03731","OOMIMPCI_04079","KOLBENFC_04016","KJAFDFOC_01582","BONMFOJB_03892","MMJAGEHG_03932","CDDPGOFG_01243","KHAGAGIB_03311","MAFDEBPG_01935","MKNEJKNF_02997","BIBHBEME_00904"
"group_2572","","hypothetical protein",580,580,1,1,276,NA,NA,"",125,125,125,"HKKILDPC_04106","HAANCNKA_03748","FCMCIBEK_04025","DFEIMHLH_01537","NAFJMCME_03833","OOMIMPCI_03977","KOLBENFC_03914","KJAFDFOC_03967","BONMFOJB_03994","MMJAGEHG_04034","CDDPGOFG_01141","KHAGAGIB_04239","MAFDEBPG_04073","MKNEJKNF_04228","BIBHBEME_04201"
"citB","","Transcriptional regulatory protein CitB",580,580,1,1,9,NA,NA,"",686,686,686,"HKKILDPC_01595","HAANCNKA_02060","FCMCIBEK_02299","DFEIMHLH_02516","NAFJMCME_01237","OOMIMPCI_01902","KOLBENFC_01896","KJAFDFOC_01663","BONMFOJB_02340","MMJAGEHG_01594","","KHAGAGIB_03647","MAFDEBPG_04339","MKNEJKNF_04272","BIBHBEME_04246"
"rihC","","Non-specific ribonucleoside hydrolase RihC",580,580,1,1,10,NA,NA,"",920,920,920,"HKKILDPC_01594","HAANCNKA_02059","FCMCIBEK_02298","DFEIMHLH_02515","NAFJMCME_01238","OOMIMPCI_01903","KOLBENFC_01897","KJAFDFOC_01664","BONMFOJB_02339","MMJAGEHG_01593","","KHAGAGIB_03648","MAFDEBPG_04340","MKNEJKNF_04271","BIBHBEME_04245"
"group_2578","","hypothetical protein",580,580,1,1,33,NA,NA,"",287,287,287,"HKKILDPC_01571","HAANCNKA_02036","FCMCIBEK_02275","DFEIMHLH_02492","NAFJMCME_01261","OOMIMPCI_01926","KOLBENFC_01920","KJAFDFOC_01687","BONMFOJB_02316","MMJAGEHG_01570","CDDPGOFG_03984","KHAGAGIB_03671","MAFDEBPG_04598","MKNEJKNF_02787","BIBHBEME_04543"
"group_2580","","hypothetical protein",580,580,1,1,47,NA,NA,"",533,533,533,"HKKILDPC_01558","HAANCNKA_02023","FCMCIBEK_02262","DFEIMHLH_02479","NAFJMCME_01274","OOMIMPCI_01939","KOLBENFC_01933","KJAFDFOC_01700","BONMFOJB_02303","MMJAGEHG_01557","CDDPGOFG_03667","KHAGAGIB_03684","MAFDEBPG_02932","MKNEJKNF_02800","BIBHBEME_01930"
"group_2582","","hypothetical protein",580,580,1,1,77,NA,NA,"",107,107,107,"HKKILDPC_01528","HAANCNKA_01993","FCMCIBEK_02232","DFEIMHLH_02449","NAFJMCME_01304","OOMIMPCI_01969","KOLBENFC_01963","KJAFDFOC_01730","BONMFOJB_02273","MMJAGEHG_01527","CDDPGOFG_03697","KHAGAGIB_03714","MAFDEBPG_02902","MKNEJKNF_02830","BIBHBEME_01900"
"rsmC","","Ribosomal RNA small subunit methyltransferase C",580,580,1,1,6208,NA,NA,"",1028,1028,1028,"HKKILDPC_01501","HAANCNKA_01966","FCMCIBEK_02205","DFEIMHLH_02422","NAFJMCME_01331","OOMIMPCI_01996","KOLBENFC_01990","KJAFDFOC_01757","BONMFOJB_02246","MMJAGEHG_01500","CDDPGOFG_03724","KHAGAGIB_03741","MAFDEBPG_02875","MKNEJKNF_02857","BIBHBEME_01873"
"yjjQ","","Putative transcription factor YjjQ",580,580,1,1,6202,NA,NA,"",725,725,725,"HKKILDPC_01492","HAANCNKA_01957","FCMCIBEK_02196","DFEIMHLH_02413","NAFJMCME_01340","OOMIMPCI_02005","KOLBENFC_01999","KJAFDFOC_01766","BONMFOJB_02237","MMJAGEHG_01491","CDDPGOFG_04101","KHAGAGIB_03750","MAFDEBPG_02866","MKNEJKNF_02866","BIBHBEME_01864"
"group_2587","","hypothetical protein",580,580,1,1,6169,NA,NA,"",428,428,428,"HKKILDPC_01464","HAANCNKA_01929","FCMCIBEK_02168","DFEIMHLH_02385","NAFJMCME_01371","OOMIMPCI_02034","KOLBENFC_02027","KJAFDFOC_04256","BONMFOJB_02208","MMJAGEHG_01463","CDDPGOFG_04073","KHAGAGIB_04340","MAFDEBPG_04197","MKNEJKNF_04151","BIBHBEME_03839"
"group_2589","","hypothetical protein",580,580,1,1,6141,NA,NA,"",164,164,164,"HKKILDPC_01436","HAANCNKA_01901","FCMCIBEK_02140","DFEIMHLH_02357","NAFJMCME_01399","OOMIMPCI_02062","KOLBENFC_02055","KJAFDFOC_04284","BONMFOJB_02180","MMJAGEHG_01435","CDDPGOFG_04283","KHAGAGIB_04368","MAFDEBPG_04225","MKNEJKNF_04179","BIBHBEME_03867"
"group_2590","","IS3 family transposase IS1351",580,580,1,1,6139,NA,NA,"",335,335,335,"HKKILDPC_01435","HAANCNKA_01900","FCMCIBEK_02139","DFEIMHLH_02356","NAFJMCME_01400","OOMIMPCI_02063","KOLBENFC_02056","KJAFDFOC_04285","BONMFOJB_02179","MMJAGEHG_01434","CDDPGOFG_04282","KHAGAGIB_04369","MAFDEBPG_04226","MKNEJKNF_04180","BIBHBEME_03868"
"group_2591","","hypothetical protein",580,580,1,1,6138,NA,NA,"",248,248,248,"HKKILDPC_01434","HAANCNKA_01899","FCMCIBEK_02138","DFEIMHLH_02355","NAFJMCME_01401","OOMIMPCI_02064","KOLBENFC_02057","KJAFDFOC_04286","BONMFOJB_02178","MMJAGEHG_01433","CDDPGOFG_04281","KHAGAGIB_04370","MAFDEBPG_04227","MKNEJKNF_04181","BIBHBEME_03869"
"group_2592","","IS3 family transposase IS1400",580,580,1,1,6137,NA,NA,"",278,278,278,"HKKILDPC_01433","HAANCNKA_01898","FCMCIBEK_02137","DFEIMHLH_02354","NAFJMCME_01402","OOMIMPCI_02065","KOLBENFC_02058","KJAFDFOC_04287","BONMFOJB_02177","MMJAGEHG_01432","CDDPGOFG_04280","KHAGAGIB_04371","MAFDEBPG_04228","MKNEJKNF_04182","BIBHBEME_03870"
"group_2593","","hypothetical protein",580,580,1,1,6135,NA,NA,"",185,185,185,"HKKILDPC_01431","HAANCNKA_01896","FCMCIBEK_02135","DFEIMHLH_02352","NAFJMCME_01404","OOMIMPCI_02067","KOLBENFC_02060","KJAFDFOC_04289","BONMFOJB_02175","MMJAGEHG_01430","CDDPGOFG_04278","KHAGAGIB_04373","MAFDEBPG_04230","MKNEJKNF_04184","BIBHBEME_03872"
"group_2594","","hypothetical protein",580,580,1,1,6133,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",143,143,143,"HKKILDPC_01429","HAANCNKA_01894","FCMCIBEK_02133","DFEIMHLH_02350","NAFJMCME_01406","OOMIMPCI_02069","KOLBENFC_02062","KJAFDFOC_04291","BONMFOJB_02173","MMJAGEHG_01428","CDDPGOFG_04276","KHAGAGIB_04375","MAFDEBPG_04232","MKNEJKNF_04186","BIBHBEME_03874"
"rcsB_1","","Transcriptional regulatory protein RcsB",580,580,1,1,6132,NA,NA,"",350,350,350,"HKKILDPC_01428","HAANCNKA_01893","FCMCIBEK_02132","DFEIMHLH_02349","NAFJMCME_01407","OOMIMPCI_02070","KOLBENFC_02063","KJAFDFOC_04292","BONMFOJB_02172","MMJAGEHG_01427","CDDPGOFG_04275","KHAGAGIB_04376","MAFDEBPG_04233","MKNEJKNF_04187","BIBHBEME_03875"
"group_2596","","hypothetical protein",580,580,1,1,6131,NA,NA,"",209,209,209,"HKKILDPC_01427","HAANCNKA_01892","FCMCIBEK_02131","DFEIMHLH_02348","NAFJMCME_01408","OOMIMPCI_02071","KOLBENFC_02064","KJAFDFOC_04293","BONMFOJB_02171","MMJAGEHG_01426","CDDPGOFG_04274","KHAGAGIB_04377","MAFDEBPG_04234","MKNEJKNF_04188","BIBHBEME_03876"
"rraB","","Regulator of ribonuclease activity B",580,580,1,1,6100,NA,NA,"",416,416,416,"HKKILDPC_01398","HAANCNKA_01863","FCMCIBEK_02102","DFEIMHLH_02319","NAFJMCME_01439","OOMIMPCI_02100","KOLBENFC_02093","KJAFDFOC_03006","BONMFOJB_02142","MMJAGEHG_01397","CDDPGOFG_02298","KHAGAGIB_04535","MAFDEBPG_04518","MKNEJKNF_01791","BIBHBEME_04634"
"argI","","Ornithine carbamoyltransferase subunit I",580,580,1,1,6099,NA,NA,"",1004,1004,1004,"HKKILDPC_01397","HAANCNKA_01862","FCMCIBEK_02101","DFEIMHLH_02318","NAFJMCME_01440","OOMIMPCI_02101","KOLBENFC_02094","KJAFDFOC_03007","BONMFOJB_02141","MMJAGEHG_01396","CDDPGOFG_02299","KHAGAGIB_04534","MAFDEBPG_04517","MKNEJKNF_01792","BIBHBEME_04633"
"tabA_2","","Toxin-antitoxin biofilm protein TabA",580,580,1,1,6098,NA,NA,"",452,452,452,"HKKILDPC_01396","HAANCNKA_01861","FCMCIBEK_02100","DFEIMHLH_02317","NAFJMCME_01441","OOMIMPCI_02102","KOLBENFC_02095","KJAFDFOC_03008","BONMFOJB_02140","MMJAGEHG_01395","CDDPGOFG_02300","KHAGAGIB_04533","MAFDEBPG_04516","MKNEJKNF_01793","BIBHBEME_04632"
"group_2603","","hypothetical protein",580,580,1,1,6094,NA,NA,"",1403,1403,1403,"HKKILDPC_01392","HAANCNKA_01857","FCMCIBEK_02096","DFEIMHLH_02313","NAFJMCME_01445","OOMIMPCI_02106","KOLBENFC_02099","KJAFDFOC_03012","BONMFOJB_02136","MMJAGEHG_01391","CDDPGOFG_02304","KHAGAGIB_02437","MAFDEBPG_02147","MKNEJKNF_01797","BIBHBEME_04098"
"group_2604","","hypothetical protein",580,580,1,1,6075,NA,NA,"",644,644,644,"HKKILDPC_01373","HAANCNKA_01838","FCMCIBEK_02077","DFEIMHLH_02294","NAFJMCME_01464","OOMIMPCI_02125","KOLBENFC_02118","KJAFDFOC_03031","BONMFOJB_02117","MMJAGEHG_01372","CDDPGOFG_02323","KHAGAGIB_02418","MAFDEBPG_02166","MKNEJKNF_01816","BIBHBEME_04079"
"rlmB","","23S rRNA (guanosine-2'-O-)-methyltransferase RlmB",580,580,1,1,6015,NA,NA,"",731,731,731,"HKKILDPC_01317","HAANCNKA_01782","FCMCIBEK_02020","DFEIMHLH_02238","NAFJMCME_01520","OOMIMPCI_02181","KOLBENFC_02174","KJAFDFOC_03940","BONMFOJB_02061","MMJAGEHG_01316","CDDPGOFG_02379","KHAGAGIB_02362","MAFDEBPG_02222","MKNEJKNF_01872","BIBHBEME_01601"
"nsrR","","HTH-type transcriptional repressor NsrR",580,580,1,1,6013,NA,NA,"",425,425,425,"HKKILDPC_01315","HAANCNKA_01780","FCMCIBEK_02018","DFEIMHLH_02236","NAFJMCME_01522","OOMIMPCI_02183","KOLBENFC_02176","KJAFDFOC_03938","BONMFOJB_02059","MMJAGEHG_01314","CDDPGOFG_02381","KHAGAGIB_02360","MAFDEBPG_02224","MKNEJKNF_01874","BIBHBEME_01603"
"purA","","Adenylosuccinate synthetase",580,580,1,1,6008,NA,NA,"",1298,1298,1298,"HKKILDPC_01314","HAANCNKA_01779","FCMCIBEK_02017","DFEIMHLH_02235","NAFJMCME_01523","OOMIMPCI_02184","KOLBENFC_02177","KJAFDFOC_03937","BONMFOJB_02058","MMJAGEHG_01313","CDDPGOFG_02382","KHAGAGIB_02359","MAFDEBPG_02225","MKNEJKNF_01875","BIBHBEME_01604"
"group_2608","","hypothetical protein",580,580,1,1,6007,NA,NA,"",197,197,197,"HKKILDPC_01313","HAANCNKA_01778","FCMCIBEK_02016","DFEIMHLH_02234","NAFJMCME_01524","OOMIMPCI_02185","KOLBENFC_02178","KJAFDFOC_03936","BONMFOJB_02057","MMJAGEHG_01312","CDDPGOFG_02383","KHAGAGIB_02358","MAFDEBPG_02226","MKNEJKNF_01876","BIBHBEME_01605"
"hflK","","Modulator of FtsH protease HflK",580,580,1,1,6005,NA,NA,"",1259,1259,1259,"HKKILDPC_01311","HAANCNKA_01776","FCMCIBEK_02014","DFEIMHLH_02232","NAFJMCME_01526","OOMIMPCI_02187","KOLBENFC_02180","KJAFDFOC_03934","BONMFOJB_02055","MMJAGEHG_01310","CDDPGOFG_02385","KHAGAGIB_02356","MAFDEBPG_02228","MKNEJKNF_01878","BIBHBEME_01607"
"hflX","","GTPase HflX",580,580,1,1,6004,NA,NA,"",1280,1280,1280,"HKKILDPC_01310","HAANCNKA_01775","FCMCIBEK_02013","DFEIMHLH_02231","NAFJMCME_01527","OOMIMPCI_02188","KOLBENFC_02181","KJAFDFOC_03933","BONMFOJB_02054","MMJAGEHG_01309","CDDPGOFG_02386","KHAGAGIB_02355","MAFDEBPG_02229","MKNEJKNF_01879","BIBHBEME_01608"
"hfq","","RNA-binding protein Hfq",580,580,1,1,6003,NA,NA,"",308,308,308,"HKKILDPC_01309","HAANCNKA_01774","FCMCIBEK_02012","DFEIMHLH_02230","NAFJMCME_01528","OOMIMPCI_02189","KOLBENFC_02182","KJAFDFOC_03932","BONMFOJB_02053","MMJAGEHG_01308","CDDPGOFG_02387","KHAGAGIB_02354","MAFDEBPG_02230","MKNEJKNF_01880","BIBHBEME_01609"
"mutL","","DNA mismatch repair protein MutL",580,580,1,1,6001,NA,NA,"",1856,1856,1856,"HKKILDPC_01307","HAANCNKA_01772","FCMCIBEK_02010","DFEIMHLH_02228","NAFJMCME_01530","OOMIMPCI_02191","KOLBENFC_02184","KJAFDFOC_03930","BONMFOJB_02051","MMJAGEHG_01306","CDDPGOFG_02389","KHAGAGIB_02352","MAFDEBPG_02232","MKNEJKNF_01882","BIBHBEME_01611"
"tsaE","","tRNA threonylcarbamoyladenosine biosynthesis protein TsaE",580,580,1,1,5999,NA,NA,"",461,461,461,"HKKILDPC_01305","HAANCNKA_01770","FCMCIBEK_02008","DFEIMHLH_02226","NAFJMCME_01532","OOMIMPCI_02193","KOLBENFC_02186","KJAFDFOC_03928","BONMFOJB_02049","MMJAGEHG_01304","CDDPGOFG_02391","KHAGAGIB_02350","MAFDEBPG_02234","MKNEJKNF_01884","BIBHBEME_01613"
"nnr","","Bifunctional NAD(P)H-hydrate repair enzyme Nnr",580,580,1,1,5998,NA,NA,"",1544,1544,1544,"HKKILDPC_01304","HAANCNKA_01769","FCMCIBEK_02007","DFEIMHLH_02225","NAFJMCME_01533","OOMIMPCI_02194","KOLBENFC_02187","KJAFDFOC_03927","BONMFOJB_02048","MMJAGEHG_01303","CDDPGOFG_02392","KHAGAGIB_02349","MAFDEBPG_02235","MKNEJKNF_01885","BIBHBEME_01614"
"queG","","Epoxyqueuosine reductase",580,580,1,1,5997,NA,NA,"",1139,1139,1139,"HKKILDPC_01303","HAANCNKA_01768","FCMCIBEK_02006","DFEIMHLH_02224","NAFJMCME_01534","OOMIMPCI_02195","KOLBENFC_02188","KJAFDFOC_03926","BONMFOJB_02047","MMJAGEHG_01302","CDDPGOFG_02393","KHAGAGIB_02348","MAFDEBPG_02236","MKNEJKNF_01886","BIBHBEME_01615"
"orn","","Oligoribonuclease",580,580,1,1,5995,NA,NA,"",545,545,545,"HKKILDPC_01298","HAANCNKA_01763","FCMCIBEK_02001","DFEIMHLH_02219","NAFJMCME_01539","OOMIMPCI_02200","KOLBENFC_02193","KJAFDFOC_03921","BONMFOJB_02042","MMJAGEHG_01297","CDDPGOFG_02398","KHAGAGIB_02343","MAFDEBPG_02241","MKNEJKNF_01891","BIBHBEME_01620"
"rsgA","","Small ribosomal subunit biogenesis GTPase RsgA",580,580,1,1,5994,NA,NA,"",1052,1052,1052,"HKKILDPC_01297","HAANCNKA_01762","FCMCIBEK_02000","DFEIMHLH_02218","NAFJMCME_01540","OOMIMPCI_02201","KOLBENFC_02194","KJAFDFOC_03920","BONMFOJB_02041","MMJAGEHG_01296","CDDPGOFG_02399","KHAGAGIB_02342","MAFDEBPG_02242","MKNEJKNF_01892","BIBHBEME_01621"
