"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","NDSU7","SRR7010294","SRR14766451","SRR15146546","SRR28323382","SRR23043676","SRR14766379","SRR5905513","SRR14766388","SRR6310053","SRR14766438","SRR23043674","SRR14766396","SRR28830416","SRR16297816"
"glmU","","Bifunctional protein GlmU",580,580,1,1,1389,NA,NA,"",1370,1370,1370,"IGPMGEKP_04080","FNDKDPDO_02865","JKFJINKE_01355","NAPOKNNJ_04200","KOLBENFC_04353","MKCMHNPK_04339","LAONLALK_02667","JLGLOGEO_03383","NAOOLHEA_03009","DNOEEKHJ_04163","EJBBKOOG_02992","HLOGJBDP_04404","OHGNPAHP_04417","KJPJOPGC_04348","IIHPGJAB_04331"
"sgrR_4","","HTH-type transcriptional regulator SgrR",580,580,1,1,1391,NA,NA,"",1790,1790,1790,"IGPMGEKP_04078","FNDKDPDO_02863","JKFJINKE_01357","NAPOKNNJ_04198","KOLBENFC_04351","MKCMHNPK_04341","LAONLALK_02665","JLGLOGEO_03385","NAOOLHEA_03007","DNOEEKHJ_04165","EJBBKOOG_02990","HLOGJBDP_04402","OHGNPAHP_04415","KJPJOPGC_04350","IIHPGJAB_04329"
"torS","","Sensor protein TorS",580,580,1,1,1422,NA,NA,"",2735,2735,2735,"IGPMGEKP_04047","FNDKDPDO_02832","JKFJINKE_01388","NAPOKNNJ_04167","KOLBENFC_04320","MKCMHNPK_04372","LAONLALK_02634","JLGLOGEO_03416","NAOOLHEA_02976","DNOEEKHJ_04196","EJBBKOOG_02959","HLOGJBDP_04371","OHGNPAHP_04384","KJPJOPGC_04381","IIHPGJAB_04298"
"group_3271","","IS1595 family transposase ISSsu9",580,580,1,1,2514,NA,NA,"",479,479,479,"IGPMGEKP_03048","FNDKDPDO_01610","JKFJINKE_01906","NAPOKNNJ_03112","KOLBENFC_03861","MKCMHNPK_03724","LAONLALK_01079","JLGLOGEO_04109","NAOOLHEA_02278","DNOEEKHJ_03842","EJBBKOOG_03329","HLOGJBDP_03776","OHGNPAHP_04223","KJPJOPGC_03875","IIHPGJAB_03839"
"apaH","","Bis(5'-nucleosyl)-tetraphosphatase, symmetrical",580,580,1,1,2513,NA,NA,"",848,848,848,"IGPMGEKP_03049","FNDKDPDO_01609","JKFJINKE_01905","NAPOKNNJ_03113","KOLBENFC_03860","MKCMHNPK_03725","LAONLALK_01078","JLGLOGEO_04108","NAOOLHEA_02277","DNOEEKHJ_03841","EJBBKOOG_03328","HLOGJBDP_03777","OHGNPAHP_04224","KJPJOPGC_03874","IIHPGJAB_03838"
"acuI","","putative acrylyl-CoA reductase AcuI",580,580,1,1,1964,NA,NA,"",974,974,974,"IGPMGEKP_04498","FNDKDPDO_03497","JKFJINKE_03413","NAPOKNNJ_04430","KOLBENFC_04460","MKCMHNPK_04547","LAONLALK_03642","JLGLOGEO_04307","NAOOLHEA_02493","DNOEEKHJ_04280","EJBBKOOG_03962","HLOGJBDP_04565","OHGNPAHP_04573","KJPJOPGC_04554","IIHPGJAB_04380"
"argR_2","","Arginine repressor",580,580,1,1,1948,NA,NA,"",470,470,470,"IGPMGEKP_04482","FNDKDPDO_03481","JKFJINKE_03397","NAPOKNNJ_04446","KOLBENFC_04444","MKCMHNPK_04531","LAONLALK_03658","JLGLOGEO_04638","NAOOLHEA_02477","DNOEEKHJ_04264","EJBBKOOG_03978","HLOGJBDP_04549","OHGNPAHP_04557","KJPJOPGC_04570","IIHPGJAB_04364"
"group_3277","","hypothetical protein",580,580,1,1,3682,NA,NA,"",335,335,335,"IGPMGEKP_04607","FNDKDPDO_03470","JKFJINKE_03135","NAPOKNNJ_04359","KOLBENFC_04531","MKCMHNPK_04520","LAONLALK_00862","JLGLOGEO_02025","NAOOLHEA_04500","DNOEEKHJ_04302","EJBBKOOG_04571","HLOGJBDP_04538","OHGNPAHP_00493","KJPJOPGC_04483","IIHPGJAB_04456"
"group_3278","","hypothetical protein",580,580,1,1,3680,NA,NA,"",206,206,206,"IGPMGEKP_04606","FNDKDPDO_03469","JKFJINKE_03136","NAPOKNNJ_04360","KOLBENFC_04530","MKCMHNPK_04519","LAONLALK_00861","JLGLOGEO_02026","NAOOLHEA_04499","DNOEEKHJ_04303","EJBBKOOG_04572","HLOGJBDP_04537","OHGNPAHP_00494","KJPJOPGC_04484","IIHPGJAB_04457"
"group_3279","","hypothetical protein",580,580,1,1,3679,NA,NA,"",275,275,275,"IGPMGEKP_04605","FNDKDPDO_03468","JKFJINKE_03137","NAPOKNNJ_04361","KOLBENFC_04529","MKCMHNPK_04518","LAONLALK_00860","JLGLOGEO_02027","NAOOLHEA_04498","DNOEEKHJ_04304","EJBBKOOG_04573","HLOGJBDP_04536","OHGNPAHP_00495","KJPJOPGC_04485","IIHPGJAB_04458"
"ydfB","","putative protein YdfB",580,580,1,1,3677,NA,NA,"",107,107,107,"IGPMGEKP_04603","FNDKDPDO_03466","JKFJINKE_03139","NAPOKNNJ_04363","KOLBENFC_04527","MKCMHNPK_04516","LAONLALK_00858","JLGLOGEO_02029","NAOOLHEA_04496","DNOEEKHJ_04306","EJBBKOOG_04575","HLOGJBDP_04534","OHGNPAHP_00497","KJPJOPGC_04487","IIHPGJAB_04460"
"group_3282","","hypothetical protein",580,580,1,1,3676,NA,NA,"",332,332,332,"IGPMGEKP_04602","FNDKDPDO_03465","JKFJINKE_03140","NAPOKNNJ_04364","KOLBENFC_04526","MKCMHNPK_04515","LAONLALK_00857","JLGLOGEO_02030","NAOOLHEA_04495","DNOEEKHJ_04307","EJBBKOOG_04576","HLOGJBDP_04533","OHGNPAHP_00498","KJPJOPGC_04488","IIHPGJAB_04461"
"group_3283","","hypothetical protein",580,580,1,1,3675,NA,NA,"",254,254,254,"IGPMGEKP_04601","FNDKDPDO_03464","JKFJINKE_03141","NAPOKNNJ_04365","KOLBENFC_04525","MKCMHNPK_04514","LAONLALK_00856","JLGLOGEO_02031","NAOOLHEA_04494","DNOEEKHJ_04308","EJBBKOOG_04577","HLOGJBDP_04532","OHGNPAHP_00499","KJPJOPGC_04489","IIHPGJAB_04462"
"group_3284","","hypothetical protein",580,580,1,1,3674,NA,NA,"",494,494,494,"IGPMGEKP_04600","FNDKDPDO_03463","JKFJINKE_03142","NAPOKNNJ_04366","KOLBENFC_04524","MKCMHNPK_04513","LAONLALK_00855","JLGLOGEO_02032","NAOOLHEA_04493","DNOEEKHJ_04309","EJBBKOOG_04578","HLOGJBDP_04531","OHGNPAHP_00500","KJPJOPGC_04490","IIHPGJAB_04463"
"dnaT_2","","Primosomal protein 1",580,580,1,1,3673,NA,NA,"",986,998,997,"IGPMGEKP_04599","FNDKDPDO_03462","JKFJINKE_03143","NAPOKNNJ_04367","KOLBENFC_04523","MKCMHNPK_04512","LAONLALK_00854","JLGLOGEO_02033","NAOOLHEA_04492","DNOEEKHJ_04310","EJBBKOOG_04579","HLOGJBDP_04530","OHGNPAHP_00501","KJPJOPGC_04491","IIHPGJAB_04464"
"group_3286","","hypothetical protein",580,580,1,1,3672,NA,NA,"",461,461,461,"IGPMGEKP_04598","FNDKDPDO_03461","JKFJINKE_03144","NAPOKNNJ_04368","KOLBENFC_04522","MKCMHNPK_04511","LAONLALK_00853","JLGLOGEO_02034","NAOOLHEA_04491","DNOEEKHJ_04311","EJBBKOOG_04580","HLOGJBDP_04529","OHGNPAHP_00502","KJPJOPGC_04492","IIHPGJAB_04465"
"group_3287","","hypothetical protein",580,580,1,1,3671,NA,NA,"",395,395,395,"IGPMGEKP_04597","FNDKDPDO_03460","JKFJINKE_03145","NAPOKNNJ_04369","KOLBENFC_04521","MKCMHNPK_04510","LAONLALK_00852","JLGLOGEO_02035","NAOOLHEA_04490","DNOEEKHJ_04312","EJBBKOOG_04581","HLOGJBDP_04528","OHGNPAHP_00503","KJPJOPGC_04493","IIHPGJAB_04466"
"yjcS","","Putative alkyl/aryl-sulfatase YjcS",580,580,1,1,3669,NA,NA,"",1967,1979,1978,"IGPMGEKP_04595","FNDKDPDO_03458","JKFJINKE_03147","NAPOKNNJ_04371","KOLBENFC_04519","MKCMHNPK_04508","LAONLALK_00850","JLGLOGEO_02037","NAOOLHEA_04488","DNOEEKHJ_04314","EJBBKOOG_04583","HLOGJBDP_04526","OHGNPAHP_00505","KJPJOPGC_04495","IIHPGJAB_04468"
"group_3289","","hypothetical protein",580,580,1,1,3667,NA,NA,"",599,599,599,"IGPMGEKP_04593","FNDKDPDO_03456","JKFJINKE_03149","NAPOKNNJ_04373","KOLBENFC_04517","MKCMHNPK_04506","LAONLALK_00848","JLGLOGEO_02039","NAOOLHEA_04204","DNOEEKHJ_04316","EJBBKOOG_04143","HLOGJBDP_04524","OHGNPAHP_00507","KJPJOPGC_04497","IIHPGJAB_04470"
"group_3290","","hypothetical protein",580,580,1,1,3666,NA,NA,"",227,227,227,"IGPMGEKP_04592","FNDKDPDO_03455","JKFJINKE_03150","NAPOKNNJ_04374","KOLBENFC_04516","MKCMHNPK_04505","LAONLALK_00847","JLGLOGEO_02040","NAOOLHEA_04203","DNOEEKHJ_04317","EJBBKOOG_04142","HLOGJBDP_04523","OHGNPAHP_00508","KJPJOPGC_04498","IIHPGJAB_04471"
"group_3291","","hypothetical protein",580,580,1,1,3665,NA,NA,"",689,689,689,"IGPMGEKP_04591","FNDKDPDO_03454","JKFJINKE_03151","NAPOKNNJ_04375","KOLBENFC_04515","MKCMHNPK_04504","LAONLALK_00846","JLGLOGEO_02041","NAOOLHEA_04202","DNOEEKHJ_04318","EJBBKOOG_04141","HLOGJBDP_04522","OHGNPAHP_00509","KJPJOPGC_04499","IIHPGJAB_04472"
"group_3292","","hypothetical protein",580,580,1,1,3664,NA,NA,"",524,524,524,"IGPMGEKP_04590","FNDKDPDO_03453","JKFJINKE_03152","NAPOKNNJ_04376","KOLBENFC_04514","MKCMHNPK_04503","LAONLALK_00845","JLGLOGEO_02042","NAOOLHEA_04201","DNOEEKHJ_04319","EJBBKOOG_04140","HLOGJBDP_04521","OHGNPAHP_00510","KJPJOPGC_04500","IIHPGJAB_04473"
"group_3293","","hypothetical protein",580,580,1,1,3663,NA,NA,"",449,449,449,"IGPMGEKP_04589","FNDKDPDO_03452","JKFJINKE_03153","NAPOKNNJ_04377","KOLBENFC_04513","MKCMHNPK_04502","LAONLALK_00844","JLGLOGEO_02043","NAOOLHEA_04200","DNOEEKHJ_04320","EJBBKOOG_04139","HLOGJBDP_04520","OHGNPAHP_00511","KJPJOPGC_04501","IIHPGJAB_04474"
"group_3294","","hypothetical protein",580,580,1,1,3662,NA,NA,"",137,137,137,"IGPMGEKP_04588","FNDKDPDO_03451","JKFJINKE_03154","NAPOKNNJ_04378","KOLBENFC_04512","MKCMHNPK_04501","LAONLALK_00843","JLGLOGEO_02044","NAOOLHEA_04199","DNOEEKHJ_04321","EJBBKOOG_04138","HLOGJBDP_04519","OHGNPAHP_00512","KJPJOPGC_04502","IIHPGJAB_04475"
"group_3297","","hypothetical protein",580,580,1,1,3657,NA,NA,"",584,584,584,"IGPMGEKP_04583","FNDKDPDO_03446","JKFJINKE_03159","NAPOKNNJ_04383","KOLBENFC_04507","MKCMHNPK_04496","LAONLALK_00838","JLGLOGEO_02049","NAOOLHEA_04194","DNOEEKHJ_04326","EJBBKOOG_04133","HLOGJBDP_04514","OHGNPAHP_00517","KJPJOPGC_04507","IIHPGJAB_04480"
"rplL","","50S ribosomal protein L7/L12",580,580,1,1,1545,NA,NA,"",365,365,365,"IGPMGEKP_04679","FNDKDPDO_04331","JKFJINKE_04416","NAPOKNNJ_04476","KOLBENFC_04538","MKCMHNPK_04573","LAONLALK_03930","JLGLOGEO_04548","NAOOLHEA_04510","DNOEEKHJ_04472","EJBBKOOG_04586","HLOGJBDP_04609","OHGNPAHP_04607","KJPJOPGC_04582","IIHPGJAB_04512"
"rplA","","50S ribosomal protein L1",580,580,1,1,1547,NA,NA,"",704,704,704,"IGPMGEKP_04681","FNDKDPDO_04333","JKFJINKE_04414","NAPOKNNJ_04478","KOLBENFC_04536","MKCMHNPK_04571","LAONLALK_03928","JLGLOGEO_04546","NAOOLHEA_04508","DNOEEKHJ_04474","EJBBKOOG_04588","HLOGJBDP_04611","OHGNPAHP_04605","KJPJOPGC_04580","IIHPGJAB_04510"
"rplK","","50S ribosomal protein L11",580,580,1,1,1548,NA,NA,"",428,428,428,"IGPMGEKP_04682","FNDKDPDO_04334","JKFJINKE_04413","NAPOKNNJ_04479","KOLBENFC_04535","MKCMHNPK_04570","LAONLALK_03927","JLGLOGEO_04545","NAOOLHEA_04507","DNOEEKHJ_04475","EJBBKOOG_04589","HLOGJBDP_04612","OHGNPAHP_04604","KJPJOPGC_04579","IIHPGJAB_04509"
"nusG","","Transcription termination/antitermination protein NusG",580,580,1,1,1549,NA,NA,"",545,545,545,"IGPMGEKP_04683","FNDKDPDO_04335","JKFJINKE_04412","NAPOKNNJ_04480","KOLBENFC_04534","MKCMHNPK_04569","LAONLALK_03926","JLGLOGEO_04544","NAOOLHEA_04506","DNOEEKHJ_04476","EJBBKOOG_04590","HLOGJBDP_04613","OHGNPAHP_04603","KJPJOPGC_04578","IIHPGJAB_04508"
"secE","","Protein translocase subunit SecE",580,580,1,1,1555,NA,NA,"",383,383,383,"IGPMGEKP_04684","FNDKDPDO_04336","JKFJINKE_04411","NAPOKNNJ_04481","KOLBENFC_04533","MKCMHNPK_04568","LAONLALK_03925","JLGLOGEO_04543","NAOOLHEA_04505","DNOEEKHJ_04477","EJBBKOOG_04591","HLOGJBDP_04614","OHGNPAHP_04602","KJPJOPGC_04577","IIHPGJAB_04507"
"outO","","Type 4 prepilin-like proteins leader peptide-processing enzyme",580,580,1,1,1602,NA,NA,"",467,467,467,"IGPMGEKP_04726","FNDKDPDO_02447","JKFJINKE_03965","NAPOKNNJ_04484","KOLBENFC_04598","MKCMHNPK_04599","LAONLALK_04110","JLGLOGEO_00299","NAOOLHEA_04249","DNOEEKHJ_00712","EJBBKOOG_04367","HLOGJBDP_02392","OHGNPAHP_02435","KJPJOPGC_04608","IIHPGJAB_04538"
"rpsJ","","30S ribosomal protein S10",580,580,1,1,1601,NA,NA,"",311,311,311,"IGPMGEKP_04727","FNDKDPDO_02448","JKFJINKE_03964","NAPOKNNJ_04485","KOLBENFC_04599","MKCMHNPK_04600","LAONLALK_04109","JLGLOGEO_00300","NAOOLHEA_04248","DNOEEKHJ_00711","EJBBKOOG_04366","HLOGJBDP_02391","OHGNPAHP_02436","KJPJOPGC_04609","IIHPGJAB_04539"
"rplB","","50S ribosomal protein L2",580,580,1,1,1597,NA,NA,"",821,821,821,"IGPMGEKP_04731","FNDKDPDO_02452","JKFJINKE_03960","NAPOKNNJ_04489","KOLBENFC_04603","MKCMHNPK_04604","LAONLALK_04105","JLGLOGEO_00304","NAOOLHEA_04244","DNOEEKHJ_00707","EJBBKOOG_04362","HLOGJBDP_02387","OHGNPAHP_02440","KJPJOPGC_04613","IIHPGJAB_04543"
"rpsS","","30S ribosomal protein S19",580,580,1,1,1596,NA,NA,"",278,278,278,"IGPMGEKP_04732","FNDKDPDO_02453","JKFJINKE_03959","NAPOKNNJ_04490","KOLBENFC_04604","MKCMHNPK_04605","LAONLALK_04104","JLGLOGEO_00305","NAOOLHEA_04243","DNOEEKHJ_00706","EJBBKOOG_04361","HLOGJBDP_02386","OHGNPAHP_02441","KJPJOPGC_04614","IIHPGJAB_04544"
"rplV","","50S ribosomal protein L22",580,580,1,1,1595,NA,NA,"",332,332,332,"IGPMGEKP_04733","FNDKDPDO_02454","JKFJINKE_03958","NAPOKNNJ_04491","KOLBENFC_04605","MKCMHNPK_04606","LAONLALK_04103","JLGLOGEO_00306","NAOOLHEA_04242","DNOEEKHJ_00705","EJBBKOOG_04360","HLOGJBDP_02385","OHGNPAHP_02442","KJPJOPGC_04615","IIHPGJAB_04545"
"rpsC","","30S ribosomal protein S3",580,580,1,1,1594,NA,NA,"",701,701,701,"IGPMGEKP_04734","FNDKDPDO_02455","JKFJINKE_03957","NAPOKNNJ_04492","KOLBENFC_04606","MKCMHNPK_04607","LAONLALK_04102","JLGLOGEO_00307","NAOOLHEA_04241","DNOEEKHJ_00704","EJBBKOOG_04359","HLOGJBDP_02384","OHGNPAHP_02443","KJPJOPGC_04616","IIHPGJAB_04546"
"rplP","","50S ribosomal protein L16",580,580,1,1,1593,NA,NA,"",410,410,410,"IGPMGEKP_04735","FNDKDPDO_02456","JKFJINKE_03956","NAPOKNNJ_04493","KOLBENFC_04607","MKCMHNPK_04608","LAONLALK_04101","JLGLOGEO_00308","NAOOLHEA_04240","DNOEEKHJ_00703","EJBBKOOG_04358","HLOGJBDP_02383","OHGNPAHP_02444","KJPJOPGC_04617","IIHPGJAB_04547"
"secY","","Protein translocase subunit SecY",580,580,1,1,1580,NA,NA,"",1331,1331,1331,"IGPMGEKP_04748","FNDKDPDO_02469","JKFJINKE_03943","NAPOKNNJ_04506","KOLBENFC_04620","MKCMHNPK_04621","LAONLALK_04088","JLGLOGEO_00321","NAOOLHEA_04227","DNOEEKHJ_00690","EJBBKOOG_04345","HLOGJBDP_02370","OHGNPAHP_02457","KJPJOPGC_04630","IIHPGJAB_04560"
"rpmJ","","50S ribosomal protein L36",580,580,1,1,1579,NA,NA,"",116,116,116,"IGPMGEKP_04749","FNDKDPDO_02470","JKFJINKE_03942","NAPOKNNJ_04507","KOLBENFC_04621","MKCMHNPK_04622","LAONLALK_04087","JLGLOGEO_00322","NAOOLHEA_04226","DNOEEKHJ_00689","EJBBKOOG_04344","HLOGJBDP_02369","OHGNPAHP_02458","KJPJOPGC_04631","IIHPGJAB_04561"
"rpsM","","30S ribosomal protein S13",580,580,1,1,1578,NA,NA,"",356,356,356,"IGPMGEKP_04750","FNDKDPDO_02471","JKFJINKE_03941","NAPOKNNJ_04508","KOLBENFC_04622","MKCMHNPK_04623","LAONLALK_04086","JLGLOGEO_00323","NAOOLHEA_04225","DNOEEKHJ_00688","EJBBKOOG_04343","HLOGJBDP_02368","OHGNPAHP_02459","KJPJOPGC_04632","IIHPGJAB_04562"
"group_3368","","hypothetical protein",580,580,1,1,1572,NA,NA,"",368,368,368,"IGPMGEKP_04755","FNDKDPDO_02476","JKFJINKE_03936","NAPOKNNJ_04513","KOLBENFC_04627","MKCMHNPK_04628","LAONLALK_04081","JLGLOGEO_00328","NAOOLHEA_04220","DNOEEKHJ_00683","EJBBKOOG_04338","HLOGJBDP_02363","OHGNPAHP_02464","KJPJOPGC_04637","IIHPGJAB_04567"
"zntR","","HTH-type transcriptional regulator ZntR",580,580,1,1,1571,NA,NA,"",425,425,425,"IGPMGEKP_04756","FNDKDPDO_02477","JKFJINKE_03935","NAPOKNNJ_04514","KOLBENFC_04628","MKCMHNPK_04629","LAONLALK_04080","JLGLOGEO_00329","NAOOLHEA_04219","DNOEEKHJ_00682","EJBBKOOG_04337","HLOGJBDP_02362","OHGNPAHP_02465","KJPJOPGC_04638","IIHPGJAB_04568"
"group_3370","","hypothetical protein",580,580,1,1,1570,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",269,269,269,"IGPMGEKP_04757","FNDKDPDO_02478","JKFJINKE_03934","NAPOKNNJ_04515","KOLBENFC_04629","MKCMHNPK_04630","LAONLALK_04079","JLGLOGEO_00330","NAOOLHEA_04218","DNOEEKHJ_00681","EJBBKOOG_04336","HLOGJBDP_02361","OHGNPAHP_02466","KJPJOPGC_04639","IIHPGJAB_04569"
"mscL","","Large-conductance mechanosensitive channel",580,580,1,1,1569,NA,NA,"",413,413,413,"IGPMGEKP_04758","FNDKDPDO_02479","JKFJINKE_03933","NAPOKNNJ_04516","KOLBENFC_04630","MKCMHNPK_04631","LAONLALK_04078","JLGLOGEO_00331","NAOOLHEA_04217","DNOEEKHJ_00680","EJBBKOOG_04335","HLOGJBDP_02360","OHGNPAHP_02467","KJPJOPGC_04640","IIHPGJAB_04570"
"trkA","","Trk system potassium uptake protein TrkA",580,580,1,1,1568,NA,NA,"",1376,1376,1376,"IGPMGEKP_04759","FNDKDPDO_02480","JKFJINKE_03932","NAPOKNNJ_04517","KOLBENFC_04631","MKCMHNPK_04632","LAONLALK_04077","JLGLOGEO_00332","NAOOLHEA_04216","DNOEEKHJ_00679","EJBBKOOG_04334","HLOGJBDP_02359","OHGNPAHP_02468","KJPJOPGC_04641","IIHPGJAB_04571"
"rsmB","","Ribosomal RNA small subunit methyltransferase B",580,580,1,1,1567,NA,NA,"",1289,1289,1289,"IGPMGEKP_04760","FNDKDPDO_02481","JKFJINKE_03931","NAPOKNNJ_04518","KOLBENFC_04632","MKCMHNPK_04633","LAONLALK_04076","JLGLOGEO_00333","NAOOLHEA_04215","DNOEEKHJ_00678","EJBBKOOG_04333","HLOGJBDP_02358","OHGNPAHP_02469","KJPJOPGC_04642","IIHPGJAB_04572"
"fmt","","Methionyl-tRNA formyltransferase",580,580,1,1,1566,NA,NA,"",947,947,947,"IGPMGEKP_04761","FNDKDPDO_02482","JKFJINKE_03930","NAPOKNNJ_04519","KOLBENFC_04633","MKCMHNPK_04634","LAONLALK_04075","JLGLOGEO_00334","NAOOLHEA_04214","DNOEEKHJ_00677","EJBBKOOG_04332","HLOGJBDP_02357","OHGNPAHP_02470","KJPJOPGC_04643","IIHPGJAB_04573"
"def","","Peptide deformylase",580,580,1,1,1565,NA,NA,"",509,509,509,"IGPMGEKP_04762","FNDKDPDO_02483","JKFJINKE_03929","NAPOKNNJ_04520","KOLBENFC_04634","MKCMHNPK_04635","LAONLALK_04074","JLGLOGEO_00335","NAOOLHEA_04213","DNOEEKHJ_00676","EJBBKOOG_04331","HLOGJBDP_02356","OHGNPAHP_02471","KJPJOPGC_04644","IIHPGJAB_04574"
"topA_2","","DNA topoisomerase 1",580,580,1,1,1561,NA,NA,"",542,542,542,"IGPMGEKP_04765","FNDKDPDO_02486","JKFJINKE_03926","NAPOKNNJ_04523","KOLBENFC_04637","MKCMHNPK_04638","LAONLALK_04071","JLGLOGEO_00338","NAOOLHEA_04210","DNOEEKHJ_00673","EJBBKOOG_04328","HLOGJBDP_02353","OHGNPAHP_02474","KJPJOPGC_04647","IIHPGJAB_04577"
"tsaC","","Threonylcarbamoyl-AMP synthase",580,580,1,1,1560,NA,NA,"",572,572,572,"IGPMGEKP_04766","FNDKDPDO_02487","JKFJINKE_03925","NAPOKNNJ_04524","KOLBENFC_04638","MKCMHNPK_04639","LAONLALK_04070","JLGLOGEO_00339","NAOOLHEA_04209","DNOEEKHJ_00672","EJBBKOOG_04327","HLOGJBDP_02352","OHGNPAHP_02475","KJPJOPGC_04648","IIHPGJAB_04578"
"aroE","","Shikimate dehydrogenase (NADP(+))",580,580,1,1,1559,NA,NA,"",821,821,821,"IGPMGEKP_04767","FNDKDPDO_02488","JKFJINKE_03924","NAPOKNNJ_04525","KOLBENFC_04639","MKCMHNPK_04640","LAONLALK_04069","JLGLOGEO_00340","NAOOLHEA_04208","DNOEEKHJ_00671","EJBBKOOG_04326","HLOGJBDP_02351","OHGNPAHP_02476","KJPJOPGC_04649","IIHPGJAB_04579"
"group_3379","","hypothetical protein",580,580,1,1,1558,NA,NA,"",257,257,257,"IGPMGEKP_04768","FNDKDPDO_02489","JKFJINKE_03923","NAPOKNNJ_04526","KOLBENFC_04640","MKCMHNPK_04641","LAONLALK_04068","JLGLOGEO_00341","NAOOLHEA_04207","DNOEEKHJ_00670","EJBBKOOG_04325","HLOGJBDP_02350","OHGNPAHP_02477","KJPJOPGC_04650","IIHPGJAB_04580"
"yrdA","","Protein YrdA",580,580,1,1,1557,NA,NA,"",554,554,554,"IGPMGEKP_04769","FNDKDPDO_02490","JKFJINKE_03922","NAPOKNNJ_04527","KOLBENFC_04641","MKCMHNPK_04642","LAONLALK_04067","JLGLOGEO_00342","NAOOLHEA_04206","DNOEEKHJ_00669","EJBBKOOG_04324","HLOGJBDP_02349","OHGNPAHP_02478","KJPJOPGC_04651","IIHPGJAB_04581"
"amiB","","N-acetylmuramoyl-L-alanine amidase AmiB",580,580,1,1,6000,NA,NA,"",1322,1328,1322,"IGPMGEKP_00153","FNDKDPDO_01420","JKFJINKE_00947","NAPOKNNJ_02662","KOLBENFC_02185","MKCMHNPK_01445","LAONLALK_01469","JLGLOGEO_01846","NAOOLHEA_01376","DNOEEKHJ_01779","EJBBKOOG_02026","HLOGJBDP_02057","OHGNPAHP_01913","KJPJOPGC_01450","IIHPGJAB_02190"
"dgcJ","","putative diguanylate cyclase DgcJ",580,580,1,1,5374,NA,NA,"",92,1493,1478,"IGPMGEKP_02592","FNDKDPDO_00676","JKFJINKE_01150","NAPOKNNJ_00149","KOLBENFC_00148","MKCMHNPK_03210","LAONLALK_00445","JLGLOGEO_01225","NAOOLHEA_00953","DNOEEKHJ_02652","EJBBKOOG_00638","HLOGJBDP_00596","OHGNPAHP_03353","KJPJOPGC_03255","IIHPGJAB_00595"
"flgI","","Flagellar P-ring protein",580,580,1,1,5477,NA,NA,"",533,1097,1094,"IGPMGEKP_02693","FNDKDPDO_01901","JKFJINKE_03100","NAPOKNNJ_00048","KOLBENFC_00048","MKCMHNPK_03109","LAONLALK_02096","JLGLOGEO_03127","NAOOLHEA_03138","DNOEEKHJ_02551","EJBBKOOG_02594","HLOGJBDP_00697","OHGNPAHP_03454","KJPJOPGC_03356","IIHPGJAB_00696"
"ptrA","","Protease 3",580,580,1,1,2912,NA,NA,"",827,2888,2883,"IGPMGEKP_03018","FNDKDPDO_01987","JKFJINKE_00843","NAPOKNNJ_00991","KOLBENFC_01097","MKCMHNPK_00357","LAONLALK_02269","JLGLOGEO_00834","NAOOLHEA_02754","DNOEEKHJ_00357","EJBBKOOG_00312","HLOGJBDP_01063","OHGNPAHP_01308","KJPJOPGC_00312","IIHPGJAB_01055"
"group_398","","hypothetical protein",580,580,1,1,1743,NA,NA,"",344,557,556,"IGPMGEKP_01991","FNDKDPDO_00075","JKFJINKE_00133","NAPOKNNJ_02066","KOLBENFC_02471","MKCMHNPK_02236","LAONLALK_00367","JLGLOGEO_00163","NAOOLHEA_00133","DNOEEKHJ_00848","EJBBKOOG_01065","HLOGJBDP_02528","OHGNPAHP_02299","KJPJOPGC_02141","IIHPGJAB_02475"
"blc","","Outer membrane lipoprotein Blc",580,580,1,1,5983,NA,NA,"",281,533,530,"IGPMGEKP_00134","FNDKDPDO_01401","JKFJINKE_00966","NAPOKNNJ_02681","KOLBENFC_02204","MKCMHNPK_01464","LAONLALK_01488","JLGLOGEO_01827","NAOOLHEA_01357","DNOEEKHJ_01798","EJBBKOOG_02045","HLOGJBDP_02038","OHGNPAHP_01932","KJPJOPGC_01469","IIHPGJAB_02209"
"group_413","","hypothetical protein",580,580,1,1,5752,NA,NA,"",386,944,893,"IGPMGEKP_03423","FNDKDPDO_04641","JKFJINKE_03987","NAPOKNNJ_02971","KOLBENFC_03537","MKCMHNPK_03542","LAONLALK_04581","JLGLOGEO_04401","NAOOLHEA_04650","DNOEEKHJ_04048","EJBBKOOG_04640","HLOGJBDP_03605","OHGNPAHP_03661","KJPJOPGC_03560","IIHPGJAB_03556"
"pitA","","Low-affinity inorganic phosphate transporter 1",580,580,1,1,1753,NA,NA,"",548,1496,1493,"IGPMGEKP_02001","FNDKDPDO_00085","JKFJINKE_00143","NAPOKNNJ_02056","KOLBENFC_02481","MKCMHNPK_02226","LAONLALK_00377","JLGLOGEO_00153","NAOOLHEA_00143","DNOEEKHJ_00858","EJBBKOOG_01075","HLOGJBDP_02538","OHGNPAHP_02289","KJPJOPGC_02151","IIHPGJAB_02485"
