"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR1461785","SRR3097426","SRR5877170","SRR14766359","SRR8728065","SRR11068404","NDSU1","SRR14766419","SRR12075372","SRR14766452","SRR11101167","SRR1333873","SRR14766421","SRR14766430","SRR12418434"
"lysA_2","","Diaminopimelate decarboxylase",581,581,1,1,3918,NA,NA,"",1397,1397,1397,"JAFODMFN_02620","PBDKJOHP_02730","GJPDLPPO_01667","PLKMKOCD_01625","OMPAEEHE_01676","NHHFDHOA_01851","GEPIEMCB_02891","JCGPGLCM_02418","OHGDDBEJ_04307","APEDILLO_01747","ELELPFCC_02422","DCMJPIDO_02760","HEDGDFAA_02031","GHDKDIHM_02744","FECNONKH_02275"
"group_6513","","hypothetical protein",581,581,1,1,5780,NA,NA,"",746,746,746,"JAFODMFN_02909","PBDKJOHP_03360","GJPDLPPO_01881","PLKMKOCD_00238","OMPAEEHE_03225","NHHFDHOA_03487","GEPIEMCB_03491","JCGPGLCM_02063","OHGDDBEJ_03330","APEDILLO_02251","ELELPFCC_02221","DCMJPIDO_03035","HEDGDFAA_01832","GHDKDIHM_03299","FECNONKH_01952"
"tilS","","tRNA(Ile)-lysidine synthase",581,581,1,1,2352,NA,NA,"",1292,1292,1292,"JAFODMFN_04356","PBDKJOHP_01981","GJPDLPPO_04194","PLKMKOCD_02719","OMPAEEHE_04281","NHHFDHOA_04274","GEPIEMCB_03863","JCGPGLCM_03483","OHGDDBEJ_03188","APEDILLO_02392","ELELPFCC_02596","DCMJPIDO_03590","HEDGDFAA_02523","GHDKDIHM_04060","FECNONKH_03978"
"hscB","","Co-chaperone protein HscB",581,581,1,1,4115,NA,NA,"",515,515,515,"JAFODMFN_02428","PBDKJOHP_01070","GJPDLPPO_03693","PLKMKOCD_01080","OMPAEEHE_03577","NHHFDHOA_03653","GEPIEMCB_03085","JCGPGLCM_04183","OHGDDBEJ_02850","APEDILLO_01555","ELELPFCC_03720","DCMJPIDO_02568","HEDGDFAA_03085","GHDKDIHM_03668","FECNONKH_02978"
"yhhW","","Quercetin 2,3-dioxygenase",581,581,1,1,1707,NA,NA,"",695,695,695,"JAFODMFN_02270","PBDKJOHP_01475","GJPDLPPO_02117","PLKMKOCD_00039","OMPAEEHE_02228","NHHFDHOA_01507","GEPIEMCB_02690","JCGPGLCM_01056","OHGDDBEJ_01619","APEDILLO_01397","ELELPFCC_01047","DCMJPIDO_02410","HEDGDFAA_00319","GHDKDIHM_01113","FECNONKH_00448"
"soxS","","Regulatory protein SoxS",581,581,1,1,2071,NA,NA,"",323,323,323,"JAFODMFN_01218","PBDKJOHP_03058","GJPDLPPO_00858","PLKMKOCD_02862","OMPAEEHE_02021","NHHFDHOA_00381","GEPIEMCB_02357","JCGPGLCM_02970","OHGDDBEJ_01053","APEDILLO_01914","ELELPFCC_00381","DCMJPIDO_01757","HEDGDFAA_02585","GHDKDIHM_00464","FECNONKH_00729"
"oxyR_2","","Hydrogen peroxide-inducible genes activator",581,581,1,1,3992,NA,NA,"",926,926,926,"JAFODMFN_02547","PBDKJOHP_02658","GJPDLPPO_01594","PLKMKOCD_00597","OMPAEEHE_01749","NHHFDHOA_01778","GEPIEMCB_02965","JCGPGLCM_02183","OHGDDBEJ_02969","APEDILLO_01674","ELELPFCC_02495","DCMJPIDO_02687","HEDGDFAA_00916","GHDKDIHM_02671","FECNONKH_02880"
"gntR_2","","HTH-type transcriptional regulator GntR",581,581,1,1,1706,NA,NA,"",995,995,995,"JAFODMFN_02271","PBDKJOHP_01476","GJPDLPPO_02118","PLKMKOCD_00038","OMPAEEHE_02227","NHHFDHOA_01506","GEPIEMCB_02691","JCGPGLCM_01057","OHGDDBEJ_01618","APEDILLO_01398","ELELPFCC_01048","DCMJPIDO_02411","HEDGDFAA_00318","GHDKDIHM_01114","FECNONKH_00449"
"mlaC","","Intermembrane phospholipid transport system binding protein MlaC",581,581,1,1,2587,NA,NA,"",635,635,635,"JAFODMFN_00043","PBDKJOHP_01755","GJPDLPPO_03110","PLKMKOCD_00409","OMPAEEHE_02883","NHHFDHOA_03059","GEPIEMCB_01369","JCGPGLCM_00362","OHGDDBEJ_00630","APEDILLO_00043","ELELPFCC_03146","DCMJPIDO_00043","HEDGDFAA_01303","GHDKDIHM_02535","FECNONKH_02195"
"group_6521","","hypothetical protein",581,581,1,1,3993,NA,NA,"",998,998,998,"JAFODMFN_02546","PBDKJOHP_02657","GJPDLPPO_01593","PLKMKOCD_00596","OMPAEEHE_01750","NHHFDHOA_01777","GEPIEMCB_02966","JCGPGLCM_02182","OHGDDBEJ_02968","APEDILLO_01673","ELELPFCC_02496","DCMJPIDO_02686","HEDGDFAA_00915","GHDKDIHM_02670","FECNONKH_02879"
"ubiF","","3-demethoxyubiquinol 3-hydroxylase",581,581,1,1,326,NA,NA,"",1175,1175,1175,"JAFODMFN_03395","PBDKJOHP_03710","GJPDLPPO_02864","PLKMKOCD_01493","OMPAEEHE_03501","NHHFDHOA_02565","GEPIEMCB_01896","JCGPGLCM_02485","OHGDDBEJ_03530","APEDILLO_03063","ELELPFCC_03549","DCMJPIDO_03985","HEDGDFAA_01413","GHDKDIHM_03026","FECNONKH_02637"
"lacC","","Tagatose-6-phosphate kinase",581,581,1,1,5934,NA,NA,"",938,938,938,"JAFODMFN_03007","PBDKJOHP_04312","GJPDLPPO_01783","PLKMKOCD_00336","OMPAEEHE_03127","NHHFDHOA_03389","GEPIEMCB_03589","JCGPGLCM_01965","OHGDDBEJ_03232","APEDILLO_02349","ELELPFCC_02319","DCMJPIDO_03133","HEDGDFAA_02412","GHDKDIHM_03089","FECNONKH_02050"
"rbsD","","D-ribose pyranase",581,581,1,1,1369,NA,NA,"",419,419,419,"JAFODMFN_04199","PBDKJOHP_01139","GJPDLPPO_03864","PLKMKOCD_04272","OMPAEEHE_04107","NHHFDHOA_04026","GEPIEMCB_04338","JCGPGLCM_03164","OHGDDBEJ_04092","APEDILLO_04139","ELELPFCC_04072","DCMJPIDO_04194","HEDGDFAA_01914","GHDKDIHM_03914","FECNONKH_03701"
"osmY_3","","Osmotically-inducible protein Y",581,581,1,1,6213,NA,NA,"",617,617,617,"JAFODMFN_01508","PBDKJOHP_03185","GJPDLPPO_01147","PLKMKOCD_02469","OMPAEEHE_02634","NHHFDHOA_00092","GEPIEMCB_02068","JCGPGLCM_03276","OHGDDBEJ_00764","APEDILLO_03440","ELELPFCC_00092","DCMJPIDO_02048","HEDGDFAA_01210","GHDKDIHM_00752","FECNONKH_03162"
"gtfA","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit",581,581,1,1,5769,NA,NA,"",1220,1220,1220,"JAFODMFN_02898","PBDKJOHP_03371","GJPDLPPO_01892","PLKMKOCD_00227","OMPAEEHE_03236","NHHFDHOA_03498","GEPIEMCB_03480","JCGPGLCM_02074","OHGDDBEJ_03341","APEDILLO_02240","ELELPFCC_02210","DCMJPIDO_03024","HEDGDFAA_01843","GHDKDIHM_03288","FECNONKH_01941"
"yeeA","","Inner membrane protein YeeA",581,581,1,1,5724,NA,NA,"",1058,1058,1058,"JAFODMFN_02857","PBDKJOHP_03412","GJPDLPPO_01933","PLKMKOCD_01984","OMPAEEHE_03670","NHHFDHOA_03538","GEPIEMCB_03439","JCGPGLCM_03379","OHGDDBEJ_03671","APEDILLO_02199","ELELPFCC_02169","DCMJPIDO_02983","HEDGDFAA_01763","GHDKDIHM_03247","FECNONKH_03458"
"eutD","","Ethanolamine utilization protein EutD",581,581,1,1,4034,NA,NA,"",1016,1016,1016,"JAFODMFN_02505","PBDKJOHP_02616","GJPDLPPO_01552","PLKMKOCD_00555","OMPAEEHE_01791","NHHFDHOA_01736","GEPIEMCB_03007","JCGPGLCM_02141","OHGDDBEJ_02927","APEDILLO_01632","ELELPFCC_02537","DCMJPIDO_02645","HEDGDFAA_00874","GHDKDIHM_02629","FECNONKH_02838"
"group_6529","","hypothetical protein",581,581,1,1,2353,NA,NA,"",389,389,389,"JAFODMFN_04357","PBDKJOHP_01980","GJPDLPPO_04193","PLKMKOCD_02718","OMPAEEHE_04282","NHHFDHOA_04275","GEPIEMCB_03864","JCGPGLCM_03482","OHGDDBEJ_03187","APEDILLO_02393","ELELPFCC_02597","DCMJPIDO_03589","HEDGDFAA_02522","GHDKDIHM_04061","FECNONKH_03979"
"eae","","Invasin",581,581,1,1,4831,NA,NA,"",734,1424,1422,"JAFODMFN_01704","PBDKJOHP_00296","GJPDLPPO_00751","PLKMKOCD_04081","OMPAEEHE_02345","NHHFDHOA_00746","GEPIEMCB_00105","JCGPGLCM_03573","OHGDDBEJ_01418","APEDILLO_02945","ELELPFCC_00745","DCMJPIDO_01102","HEDGDFAA_03946","GHDKDIHM_02341","FECNONKH_01433"
"mdoB","","Phosphoglycerol transferase I",581,581,1,1,6196,NA,NA,"",2291,2291,2291,"JAFODMFN_01488","PBDKJOHP_03167","GJPDLPPO_01127","PLKMKOCD_02489","OMPAEEHE_02654","NHHFDHOA_00112","GEPIEMCB_02088","JCGPGLCM_03296","OHGDDBEJ_00784","APEDILLO_03420","ELELPFCC_00112","DCMJPIDO_02028","HEDGDFAA_01230","GHDKDIHM_00732","FECNONKH_03142"
"cpxA","","Sensor histidine kinase CpxA",581,581,1,1,2277,NA,NA,"",1373,1373,1373,"JAFODMFN_03682","PBDKJOHP_03526","GJPDLPPO_02682","PLKMKOCD_02807","OMPAEEHE_03707","NHHFDHOA_03177","GEPIEMCB_04076","JCGPGLCM_02886","OHGDDBEJ_03423","APEDILLO_03746","ELELPFCC_03450","DCMJPIDO_03886","HEDGDFAA_03142","GHDKDIHM_03485","FECNONKH_02447"
"aroG","","Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",581,581,1,1,260,NA,NA,"",1052,1052,1052,"JAFODMFN_03470","PBDKJOHP_04126","GJPDLPPO_04261","PLKMKOCD_03129","OMPAEEHE_04391","NHHFDHOA_02640","GEPIEMCB_01970","JCGPGLCM_04408","OHGDDBEJ_04228","APEDILLO_02988","ELELPFCC_04407","DCMJPIDO_04432","HEDGDFAA_04215","GHDKDIHM_04272","FECNONKH_04152"
"hyaB_2","","Hydrogenase-1 large chain",581,581,1,1,4809,NA,NA,"",1793,1793,1793,"JAFODMFN_01684","PBDKJOHP_00276","GJPDLPPO_00771","PLKMKOCD_02369","OMPAEEHE_04046","NHHFDHOA_00766","GEPIEMCB_00085","JCGPGLCM_03022","OHGDDBEJ_01438","APEDILLO_02965","ELELPFCC_00765","DCMJPIDO_01123","HEDGDFAA_02958","GHDKDIHM_00453","FECNONKH_01453"
"cbiE","","Cobalt-precorrin-7 C(5)-methyltransferase",581,581,1,1,5691,NA,NA,"",605,605,605,"JAFODMFN_02827","PBDKJOHP_03442","GJPDLPPO_01963","PLKMKOCD_02014","OMPAEEHE_03640","NHHFDHOA_03568","GEPIEMCB_03409","JCGPGLCM_03349","OHGDDBEJ_03701","APEDILLO_02169","ELELPFCC_02139","DCMJPIDO_02954","HEDGDFAA_01733","GHDKDIHM_03217","FECNONKH_03428"
"dmlR_3","","HTH-type transcriptional regulator DmlR",581,581,1,1,1772,NA,NA,"",899,899,899,"JAFODMFN_02206","PBDKJOHP_01411","GJPDLPPO_02053","PLKMKOCD_00103","OMPAEEHE_02292","NHHFDHOA_01571","GEPIEMCB_02626","JCGPGLCM_00992","OHGDDBEJ_01683","APEDILLO_01333","ELELPFCC_00983","DCMJPIDO_02346","HEDGDFAA_00384","GHDKDIHM_01049","FECNONKH_00384"
"carB","","Carbamoyl-phosphate synthase large chain",581,581,1,1,2530,NA,NA,"",3227,3227,3227,"JAFODMFN_03604","PBDKJOHP_01808","GJPDLPPO_02596","PLKMKOCD_03389","OMPAEEHE_03376","NHHFDHOA_02934","GEPIEMCB_04498","JCGPGLCM_02222","OHGDDBEJ_03016","APEDILLO_02564","ELELPFCC_02768","DCMJPIDO_03418","HEDGDFAA_03919","GHDKDIHM_02901","FECNONKH_03824"
"chbR","","HTH-type transcriptional regulator ChbR",581,581,1,1,5331,NA,NA,"",839,839,839,"JAFODMFN_04089","PBDKJOHP_02140","GJPDLPPO_02453","PLKMKOCD_00684","OMPAEEHE_01379","NHHFDHOA_01230","GEPIEMCB_00554","JCGPGLCM_01234","OHGDDBEJ_02355","APEDILLO_02644","ELELPFCC_02926","DCMJPIDO_03795","HEDGDFAA_00718","GHDKDIHM_01711","FECNONKH_00869"
"oprM","","Outer membrane protein OprM",581,581,1,1,777,NA,NA,"",1457,1457,1457,"JAFODMFN_03137","PBDKJOHP_02561","GJPDLPPO_01442","PLKMKOCD_01935","OMPAEEHE_01002","NHHFDHOA_02429","GEPIEMCB_01510","JCGPGLCM_01439","OHGDDBEJ_02560","APEDILLO_03311","ELELPFCC_01395","DCMJPIDO_03263","HEDGDFAA_00473","GHDKDIHM_02088","FECNONKH_02692"
"casC","","CRISPR system Cascade subunit CasC",581,581,1,1,2972,NA,NA,"",1058,1058,1058,"JAFODMFN_00420","PBDKJOHP_00781","GJPDLPPO_00200","PLKMKOCD_00770","OMPAEEHE_00237","NHHFDHOA_01950","GEPIEMCB_00993","JCGPGLCM_00942","OHGDDBEJ_00252","APEDILLO_00419","ELELPFCC_01733","DCMJPIDO_00419","HEDGDFAA_00250","GHDKDIHM_01433","FECNONKH_01063"
"group_654","","hypothetical protein",581,581,1,1,4849,NA,NA,"",632,686,647,"JAFODMFN_01723","PBDKJOHP_00315","GJPDLPPO_00732","PLKMKOCD_04148","OMPAEEHE_02364","NHHFDHOA_00727","GEPIEMCB_00124","JCGPGLCM_03592","OHGDDBEJ_01399","APEDILLO_02926","ELELPFCC_00726","DCMJPIDO_01083","HEDGDFAA_04019","GHDKDIHM_02322","FECNONKH_01414"
"pduW","","putative propionate kinase",581,581,1,1,5721,NA,NA,"",1199,1199,1199,"JAFODMFN_02854","PBDKJOHP_03415","GJPDLPPO_01936","PLKMKOCD_01987","OMPAEEHE_03667","NHHFDHOA_03541","GEPIEMCB_03436","JCGPGLCM_03376","OHGDDBEJ_03674","APEDILLO_02196","ELELPFCC_02166","DCMJPIDO_02980","HEDGDFAA_01760","GHDKDIHM_03244","FECNONKH_03455"
"ispE","","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase",581,581,1,1,4820,NA,NA,"",851,851,851,"JAFODMFN_01693","PBDKJOHP_00285","GJPDLPPO_00762","PLKMKOCD_04092","OMPAEEHE_02334","NHHFDHOA_00757","GEPIEMCB_00094","JCGPGLCM_03562","OHGDDBEJ_01429","APEDILLO_02956","ELELPFCC_00756","DCMJPIDO_01113","HEDGDFAA_03935","GHDKDIHM_02352","FECNONKH_01444"
"lysP","","Lysine-specific permease",581,581,1,1,5926,NA,NA,"",1469,1469,1469,"JAFODMFN_03002","PBDKJOHP_04307","GJPDLPPO_01788","PLKMKOCD_00331","OMPAEEHE_03132","NHHFDHOA_03394","GEPIEMCB_03584","JCGPGLCM_01970","OHGDDBEJ_03237","APEDILLO_02344","ELELPFCC_02314","DCMJPIDO_03128","HEDGDFAA_02407","GHDKDIHM_03094","FECNONKH_02045"
"eutQ","","Ethanolamine utilization protein EutQ",581,581,1,1,4036,NA,NA,"",689,689,689,"JAFODMFN_02503","PBDKJOHP_02614","GJPDLPPO_01550","PLKMKOCD_00553","OMPAEEHE_01793","NHHFDHOA_01734","GEPIEMCB_03009","JCGPGLCM_02139","OHGDDBEJ_02925","APEDILLO_01630","ELELPFCC_02539","DCMJPIDO_02643","HEDGDFAA_00872","GHDKDIHM_02627","FECNONKH_02836"
"secB","","Protein-export protein SecB",581,581,1,1,1876,NA,NA,"",467,467,467,"JAFODMFN_02109","PBDKJOHP_01315","GJPDLPPO_03163","PLKMKOCD_00199","OMPAEEHE_02986","NHHFDHOA_01668","GEPIEMCB_02529","JCGPGLCM_04202","OHGDDBEJ_01780","APEDILLO_01237","ELELPFCC_00887","DCMJPIDO_02249","HEDGDFAA_03561","GHDKDIHM_00953","FECNONKH_03580"
"yihQ","","Sulfoquinovosidase",581,581,1,1,2233,NA,NA,"",2036,2036,2036,"JAFODMFN_03640","PBDKJOHP_03484","GJPDLPPO_02724","PLKMKOCD_03306","OMPAEEHE_04350","NHHFDHOA_03219","GEPIEMCB_04118","JCGPGLCM_03521","OHGDDBEJ_03381","APEDILLO_03704","ELELPFCC_03492","DCMJPIDO_03928","HEDGDFAA_02930","GHDKDIHM_04203","FECNONKH_02405"
"mnmE","","tRNA modification GTPase MnmE",581,581,1,1,1406,NA,NA,"",1403,1403,1403,"JAFODMFN_04235","PBDKJOHP_01175","GJPDLPPO_03828","PLKMKOCD_02990","OMPAEEHE_04071","NHHFDHOA_03990","GEPIEMCB_04374","JCGPGLCM_03128","OHGDDBEJ_04128","APEDILLO_04175","ELELPFCC_04108","DCMJPIDO_04230","HEDGDFAA_01878","GHDKDIHM_03878","FECNONKH_03665"
"group_6547","","hypothetical protein",581,581,1,1,4028,NA,NA,"",1226,1226,1226,"JAFODMFN_02511","PBDKJOHP_02622","GJPDLPPO_01558","PLKMKOCD_00561","OMPAEEHE_01785","NHHFDHOA_01742","GEPIEMCB_03001","JCGPGLCM_02147","OHGDDBEJ_02933","APEDILLO_01638","ELELPFCC_02531","DCMJPIDO_02651","HEDGDFAA_00880","GHDKDIHM_02635","FECNONKH_02844"
"group_6548","","IS3 family transposase IS1351",581,581,1,1,3094,NA,NA,"",623,623,623,"JAFODMFN_00593","PBDKJOHP_00610","GJPDLPPO_00373","PLKMKOCD_01374","OMPAEEHE_00410","NHHFDHOA_02123","GEPIEMCB_00820","JCGPGLCM_00768","OHGDDBEJ_00078","APEDILLO_00592","ELELPFCC_03298","DCMJPIDO_00592","HEDGDFAA_00077","GHDKDIHM_01260","FECNONKH_01236"
"astA","","Arginine N-succinyltransferase",581,581,1,1,5343,NA,NA,"",1034,1034,1034,"JAFODMFN_04077","PBDKJOHP_02152","GJPDLPPO_02441","PLKMKOCD_00696","OMPAEEHE_01391","NHHFDHOA_01242","GEPIEMCB_00566","JCGPGLCM_01222","OHGDDBEJ_02343","APEDILLO_02632","ELELPFCC_02938","DCMJPIDO_03783","HEDGDFAA_00706","GHDKDIHM_01699","FECNONKH_00881"
"cdaR_1","","Carbohydrate diacid regulator",581,581,1,1,4169,NA,NA,"",1181,1181,1181,"JAFODMFN_02478","PBDKJOHP_01019","GJPDLPPO_01525","PLKMKOCD_00528","OMPAEEHE_01818","NHHFDHOA_01709","GEPIEMCB_03034","JCGPGLCM_02114","OHGDDBEJ_02900","APEDILLO_01605","ELELPFCC_02564","DCMJPIDO_02618","HEDGDFAA_00847","GHDKDIHM_02602","FECNONKH_02811"
"ilvD_1","","Dihydroxy-acid dehydratase",581,581,1,1,1694,NA,NA,"",1715,1715,1715,"JAFODMFN_02282","PBDKJOHP_01487","GJPDLPPO_02129","PLKMKOCD_00027","OMPAEEHE_02216","NHHFDHOA_01495","GEPIEMCB_02702","JCGPGLCM_01068","OHGDDBEJ_01607","APEDILLO_01409","ELELPFCC_01059","DCMJPIDO_02422","HEDGDFAA_00307","GHDKDIHM_01125","FECNONKH_00460"
"thrA","","Bifunctional aspartokinase/homoserine dehydrogenase 1",581,581,1,1,62,NA,NA,"",2462,2462,2462,"JAFODMFN_01545","PBDKJOHP_03222","GJPDLPPO_01184","PLKMKOCD_03678","OMPAEEHE_02597","NHHFDHOA_00055","GEPIEMCB_02031","JCGPGLCM_04444","OHGDDBEJ_00727","APEDILLO_03477","ELELPFCC_00055","DCMJPIDO_02085","HEDGDFAA_01173","GHDKDIHM_00789","FECNONKH_03199"
"rplD","","50S ribosomal protein L4",581,581,1,1,1599,NA,NA,"",605,605,605,"JAFODMFN_04607","PBDKJOHP_04516","GJPDLPPO_02220","PLKMKOCD_01737","OMPAEEHE_02125","NHHFDHOA_04438","GEPIEMCB_04751","JCGPGLCM_04339","OHGDDBEJ_04535","APEDILLO_04488","ELELPFCC_01150","DCMJPIDO_04640","HEDGDFAA_03779","GHDKDIHM_04572","FECNONKH_04470"
"yfiH","","Polyphenol oxidase",581,581,1,1,3008,NA,NA,"",731,731,731,"JAFODMFN_00668","PBDKJOHP_04296","GJPDLPPO_00448","PLKMKOCD_03908","OMPAEEHE_00485","NHHFDHOA_02198","GEPIEMCB_00745","JCGPGLCM_00693","OHGDDBEJ_00002","APEDILLO_04530","ELELPFCC_03373","DCMJPIDO_00667","HEDGDFAA_00002","GHDKDIHM_04602","FECNONKH_01311"
"livH","","High-affinity branched-chain amino acid transport system permease protein LivH",581,581,1,1,1727,NA,NA,"",926,926,926,"JAFODMFN_02250","PBDKJOHP_01455","GJPDLPPO_02097","PLKMKOCD_00059","OMPAEEHE_02248","NHHFDHOA_01527","GEPIEMCB_02670","JCGPGLCM_01036","OHGDDBEJ_01639","APEDILLO_01377","ELELPFCC_01027","DCMJPIDO_02390","HEDGDFAA_00339","GHDKDIHM_01093","FECNONKH_00428"
"gatA","","PTS system galactitol-specific EIIA component",581,581,1,1,2642,NA,NA,"",464,464,464,"JAFODMFN_00097","PBDKJOHP_01702","GJPDLPPO_03057","PLKMKOCD_00462","OMPAEEHE_02830","NHHFDHOA_03006","GEPIEMCB_01316","JCGPGLCM_00309","OHGDDBEJ_00577","APEDILLO_00096","ELELPFCC_03093","DCMJPIDO_00096","HEDGDFAA_01250","GHDKDIHM_02482","FECNONKH_02142"
"btsR","","Transcriptional regulatory protein BtsR",581,581,1,1,5883,NA,NA,"",719,719,719,"JAFODMFN_02959","PBDKJOHP_03310","GJPDLPPO_01831","PLKMKOCD_00288","OMPAEEHE_03175","NHHFDHOA_03437","GEPIEMCB_03541","JCGPGLCM_02013","OHGDDBEJ_03280","APEDILLO_02301","ELELPFCC_02271","DCMJPIDO_03085","HEDGDFAA_02364","GHDKDIHM_03137","FECNONKH_02002"
"mrcA","","Penicillin-binding protein 1A",581,581,1,1,1653,NA,NA,"",2552,2552,2552,"JAFODMFN_02320","PBDKJOHP_01525","GJPDLPPO_02167","PLKMKOCD_01790","OMPAEEHE_02178","NHHFDHOA_01457","GEPIEMCB_02740","JCGPGLCM_01106","OHGDDBEJ_01569","APEDILLO_01447","ELELPFCC_01097","DCMJPIDO_02460","HEDGDFAA_00268","GHDKDIHM_01163","FECNONKH_00498"
"bioC","","Malonyl-[acyl-carrier protein] O-methyltransferase",581,581,1,1,4224,NA,NA,"",755,755,755,"JAFODMFN_01126","PBDKJOHP_04033","GJPDLPPO_04006","PLKMKOCD_02598","OMPAEEHE_04234","NHHFDHOA_04219","GEPIEMCB_03365","JCGPGLCM_03214","OHGDDBEJ_04179","APEDILLO_00671","ELELPFCC_04321","DCMJPIDO_01235","HEDGDFAA_02266","GHDKDIHM_03964","FECNONKH_03751"
"yfgD","","putative protein YfgD",581,581,1,1,4166,NA,NA,"",359,359,359,"JAFODMFN_02475","PBDKJOHP_01022","GJPDLPPO_01522","PLKMKOCD_00525","OMPAEEHE_01821","NHHFDHOA_01706","GEPIEMCB_03037","JCGPGLCM_02111","OHGDDBEJ_02897","APEDILLO_01602","ELELPFCC_02567","DCMJPIDO_02615","HEDGDFAA_00844","GHDKDIHM_02599","FECNONKH_02808"
"recG","","ATP-dependent DNA helicase RecG",581,581,1,1,1924,NA,NA,"",2081,2081,2081,"JAFODMFN_02065","PBDKJOHP_01271","GJPDLPPO_03207","PLKMKOCD_03554","OMPAEEHE_03030","NHHFDHOA_03741","GEPIEMCB_02485","JCGPGLCM_04055","OHGDDBEJ_01824","APEDILLO_01193","ELELPFCC_04196","DCMJPIDO_02205","HEDGDFAA_01593","GHDKDIHM_00909","FECNONKH_03624"
"group_6562","","hypothetical protein",581,581,1,1,5908,NA,NA,"",719,719,719,"JAFODMFN_02984","PBDKJOHP_03285","GJPDLPPO_01806","PLKMKOCD_00313","OMPAEEHE_03150","NHHFDHOA_03412","GEPIEMCB_03566","JCGPGLCM_01988","OHGDDBEJ_03255","APEDILLO_02326","ELELPFCC_02296","DCMJPIDO_03110","HEDGDFAA_02389","GHDKDIHM_03112","FECNONKH_02027"
"betB","","NAD/NADP-dependent betaine aldehyde dehydrogenase",581,581,1,1,4518,NA,NA,"",1466,1466,1466,"JAFODMFN_00857","PBDKJOHP_00005","GJPDLPPO_03588","PLKMKOCD_02912","OMPAEEHE_00714","NHHFDHOA_01039","GEPIEMCB_03663","JCGPGLCM_00648","OHGDDBEJ_01960","APEDILLO_00940","ELELPFCC_01867","DCMJPIDO_01505","HEDGDFAA_01949","GHDKDIHM_00179","FECNONKH_00228"
"group_6564","","hypothetical protein",581,581,1,1,6173,NA,NA,"",440,440,440,"JAFODMFN_01469","PBDKJOHP_03149","GJPDLPPO_01109","PLKMKOCD_03798","OMPAEEHE_02672","NHHFDHOA_00130","GEPIEMCB_02106","JCGPGLCM_04156","OHGDDBEJ_00803","APEDILLO_03402","ELELPFCC_00130","DCMJPIDO_02009","HEDGDFAA_03399","GHDKDIHM_00714","FECNONKH_03901"
"pyrD","","Dihydroorotate dehydrogenase (quinone)",581,581,1,1,4477,NA,NA,"",1010,1010,1010,"JAFODMFN_00898","PBDKJOHP_04348","GJPDLPPO_03629","PLKMKOCD_03499","OMPAEEHE_00673","NHHFDHOA_01080","GEPIEMCB_03622","JCGPGLCM_00689","OHGDDBEJ_02001","APEDILLO_00899","ELELPFCC_01908","DCMJPIDO_01464","HEDGDFAA_01990","GHDKDIHM_00138","FECNONKH_00187"
"group_6566","","hypothetical protein",581,581,1,1,5390,NA,NA,"",593,593,593,"JAFODMFN_04031","PBDKJOHP_02198","GJPDLPPO_02395","PLKMKOCD_00742","OMPAEEHE_01437","NHHFDHOA_01288","GEPIEMCB_00612","JCGPGLCM_01176","OHGDDBEJ_02297","APEDILLO_02586","ELELPFCC_02984","DCMJPIDO_03737","HEDGDFAA_03728","GHDKDIHM_01653","FECNONKH_00927"
"kdgK","","2-dehydro-3-deoxygluconokinase",581,581,1,1,1777,NA,NA,"",929,929,929,"JAFODMFN_02201","PBDKJOHP_01406","GJPDLPPO_02048","PLKMKOCD_00108","OMPAEEHE_02297","NHHFDHOA_01576","GEPIEMCB_02621","JCGPGLCM_00987","OHGDDBEJ_01688","APEDILLO_01328","ELELPFCC_00978","DCMJPIDO_02341","HEDGDFAA_00389","GHDKDIHM_01044","FECNONKH_00379"
"hemL","","Glutamate-1-semialdehyde 2,1-aminomutase",581,581,1,1,2389,NA,NA,"",1280,1280,1280,"JAFODMFN_04392","PBDKJOHP_01945","GJPDLPPO_04158","PLKMKOCD_02683","OMPAEEHE_04317","NHHFDHOA_04310","GEPIEMCB_03899","JCGPGLCM_03447","OHGDDBEJ_03152","APEDILLO_02428","ELELPFCC_02632","DCMJPIDO_03554","HEDGDFAA_02487","GHDKDIHM_04096","FECNONKH_04014"
"cpxR","","Transcriptional regulatory protein CpxR",581,581,1,1,2278,NA,NA,"",698,698,698,"JAFODMFN_03683","PBDKJOHP_03527","GJPDLPPO_02681","PLKMKOCD_02808","OMPAEEHE_03708","NHHFDHOA_03176","GEPIEMCB_04075","JCGPGLCM_02887","OHGDDBEJ_03424","APEDILLO_03747","ELELPFCC_03449","DCMJPIDO_03885","HEDGDFAA_03141","GHDKDIHM_03484","FECNONKH_02448"
