"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","NDSU10","SRR6310053","SRR3037435","SRR3097528","SRR15146546","SRR980326","SRR15146530","SRR8137073","SRR14766361","SRR14766414","SRR17585407","SRR5905513","NDSU12","SRR14766337","SRR27708427"
"kdpB","","Potassium-transporting ATPase ATP-binding subunit",581,581,1,1,296,NA,NA,"",2045,2048,2047,"PGKCJFEA_03453","DNOEEKHJ_04581","CKPEMOEN_04434","ALLEBCBP_04251","NAPOKNNJ_03620","ICDMIJBP_03669","MNLBAKIA_03908","JJPGFOPI_04191","MGNDMLEC_04245","CBFLKJKM_04463","MAIOMPIG_03744","JLGLOGEO_04094","KMJDPIGG_02030","FHGKKJNF_03475","LBMEENEJ_03840"
"group_6456","","hypothetical protein",581,581,1,1,6074,NA,NA,"",776,776,776,"PGKCJFEA_02263","DNOEEKHJ_01713","CKPEMOEN_01389","ALLEBCBP_01937","NAPOKNNJ_02596","ICDMIJBP_03379","MNLBAKIA_01373","JJPGFOPI_01678","MGNDMLEC_01056","CBFLKJKM_02056","MAIOMPIG_01379","JLGLOGEO_04269","KMJDPIGG_02303","FHGKKJNF_01561","LBMEENEJ_01965"
"lplA","","Lipoate-protein ligase A",581,581,1,1,6224,NA,NA,"",1016,1016,1016,"PGKCJFEA_03182","DNOEEKHJ_01568","CKPEMOEN_01534","ALLEBCBP_03329","NAPOKNNJ_03993","ICDMIJBP_03915","MNLBAKIA_01517","JJPGFOPI_02546","MGNDMLEC_01201","CBFLKJKM_01911","MAIOMPIG_01234","JLGLOGEO_01346","KMJDPIGG_02158","FHGKKJNF_01058","LBMEENEJ_01778"
"sapC","","Peptide transport system permease protein SapC",581,581,1,1,4909,NA,NA,"",890,890,890,"PGKCJFEA_00680","DNOEEKHJ_01261","CKPEMOEN_00180","ALLEBCBP_00421","NAPOKNNJ_00565","ICDMIJBP_01309","MNLBAKIA_01825","JJPGFOPI_02207","MGNDMLEC_00665","CBFLKJKM_00180","MAIOMPIG_01827","JLGLOGEO_00433","KMJDPIGG_00179","FHGKKJNF_03709","LBMEENEJ_00927"
"fes_1","","Enterochelin esterase",581,581,1,1,3101,NA,NA,"",1244,1244,1244,"PGKCJFEA_03384","DNOEEKHJ_00587","CKPEMOEN_03053","ALLEBCBP_01425","NAPOKNNJ_00761","ICDMIJBP_00082","MNLBAKIA_00082","JJPGFOPI_03049","MGNDMLEC_02087","CBFLKJKM_01396","MAIOMPIG_00587","JLGLOGEO_02758","KMJDPIGG_01429","FHGKKJNF_00777","LBMEENEJ_01494"
"dusA","","tRNA-dihydrouridine(20/20a) synthase",581,581,1,1,2049,NA,NA,"",998,998,998,"PGKCJFEA_03560","DNOEEKHJ_04245","CKPEMOEN_04345","ALLEBCBP_04149","NAPOKNNJ_02772","ICDMIJBP_03203","MNLBAKIA_01197","JJPGFOPI_03527","MGNDMLEC_04114","CBFLKJKM_03831","MAIOMPIG_01555","JLGLOGEO_03730","KMJDPIGG_02479","FHGKKJNF_02989","LBMEENEJ_03306"
"rplU","","50S ribosomal protein L21",581,581,1,1,2593,NA,NA,"",311,311,311,"PGKCJFEA_00891","DNOEEKHJ_00048","CKPEMOEN_00870","ALLEBCBP_02774","NAPOKNNJ_01299","ICDMIJBP_00620","MNLBAKIA_00621","JJPGFOPI_00617","MGNDMLEC_02394","CBFLKJKM_02774","MAIOMPIG_00049","JLGLOGEO_03040","KMJDPIGG_00891","FHGKKJNF_00875","LBMEENEJ_00356"
"ybeM","","Deaminated glutathione amidase",581,581,1,1,367,NA,NA,"",788,788,788,"PGKCJFEA_03059","DNOEEKHJ_03483","CKPEMOEN_03798","ALLEBCBP_03736","NAPOKNNJ_03544","ICDMIJBP_03745","MNLBAKIA_03984","JJPGFOPI_01459","MGNDMLEC_03760","CBFLKJKM_03946","MAIOMPIG_03820","JLGLOGEO_02142","KMJDPIGG_01954","FHGKKJNF_03763","LBMEENEJ_01661"
"rstA","","Transcriptional regulatory protein RstA",581,581,1,1,5161,NA,NA,"",731,731,731,"PGKCJFEA_03124","DNOEEKHJ_01476","CKPEMOEN_00396","ALLEBCBP_04419","NAPOKNNJ_00349","ICDMIJBP_01093","MNLBAKIA_01609","JJPGFOPI_02613","MGNDMLEC_00881","CBFLKJKM_00396","MAIOMPIG_01609","JLGLOGEO_03490","KMJDPIGG_00395","FHGKKJNF_01182","LBMEENEJ_02970"
"mdtC","","Multidrug resistance protein MdtC",581,581,1,1,5800,NA,NA,"",3080,3080,3080,"PGKCJFEA_01005","DNOEEKHJ_03221","CKPEMOEN_03474","ALLEBCBP_02377","NAPOKNNJ_02924","ICDMIJBP_03052","MNLBAKIA_03503","JJPGFOPI_00905","MGNDMLEC_03111","CBFLKJKM_03230","MAIOMPIG_03506","JLGLOGEO_01646","KMJDPIGG_03365","FHGKKJNF_02244","LBMEENEJ_03203"
"mdoG","","Glucans biosynthesis protein G",581,581,1,1,5512,NA,NA,"",1553,1553,1553,"PGKCJFEA_01272","DNOEEKHJ_02520","CKPEMOEN_02360","ALLEBCBP_01458","NAPOKNNJ_00017","ICDMIJBP_02520","MNLBAKIA_03378","JJPGFOPI_02794","MGNDMLEC_02681","CBFLKJKM_02181","MAIOMPIG_03076","JLGLOGEO_03096","KMJDPIGG_00727","FHGKKJNF_01831","LBMEENEJ_02616"
"dmsC_4","","Anaerobic dimethyl sulfoxide reductase chain C",581,581,1,1,4131,NA,NA,"",809,809,809,"PGKCJFEA_00470","DNOEEKHJ_03879","CKPEMOEN_02264","ALLEBCBP_03461","NAPOKNNJ_03393","ICDMIJBP_01769","MNLBAKIA_02652","JJPGFOPI_02889","MGNDMLEC_01929","CBFLKJKM_00849","MAIOMPIG_02651","JLGLOGEO_00722","KMJDPIGG_02965","FHGKKJNF_03151","LBMEENEJ_03271"
"ftsH","","ATP-dependent zinc metalloprotease FtsH",581,581,1,1,2603,NA,NA,"",1934,1943,1942,"PGKCJFEA_00882","DNOEEKHJ_00057","CKPEMOEN_00879","ALLEBCBP_02783","NAPOKNNJ_01290","ICDMIJBP_00611","MNLBAKIA_00612","JJPGFOPI_00626","MGNDMLEC_02403","CBFLKJKM_02765","MAIOMPIG_00058","JLGLOGEO_03031","KMJDPIGG_00900","FHGKKJNF_00866","LBMEENEJ_00347"
"rne","","Ribonuclease E",581,581,1,1,5473,NA,NA,"",3206,3206,3206,"PGKCJFEA_01237","DNOEEKHJ_02555","CKPEMOEN_02395","ALLEBCBP_01493","NAPOKNNJ_00052","ICDMIJBP_02555","MNLBAKIA_03343","JJPGFOPI_02759","MGNDMLEC_02716","CBFLKJKM_02216","MAIOMPIG_03111","JLGLOGEO_03131","KMJDPIGG_00692","FHGKKJNF_01796","LBMEENEJ_02581"
"nagK_2","","Fumarylpyruvate hydrolase",581,581,1,1,5901,NA,NA,"",701,701,701,"PGKCJFEA_01053","DNOEEKHJ_03173","CKPEMOEN_03522","ALLEBCBP_02329","NAPOKNNJ_02876","ICDMIJBP_03100","MNLBAKIA_03455","JJPGFOPI_00857","MGNDMLEC_03063","CBFLKJKM_03182","MAIOMPIG_03458","JLGLOGEO_01694","KMJDPIGG_03413","FHGKKJNF_01137","LBMEENEJ_04259"
"creC","","Sensor protein CreC",581,581,1,1,74,NA,NA,"",1424,1424,1424,"PGKCJFEA_03196","DNOEEKHJ_01554","CKPEMOEN_01548","ALLEBCBP_03343","NAPOKNNJ_04007","ICDMIJBP_03929","MNLBAKIA_01531","JJPGFOPI_02560","MGNDMLEC_01215","CBFLKJKM_01897","MAIOMPIG_01220","JLGLOGEO_01332","KMJDPIGG_02144","FHGKKJNF_01072","LBMEENEJ_01792"
"yqiK","","Inner membrane protein YqiK",581,581,1,1,2698,NA,NA,"",1679,1679,1679,"PGKCJFEA_00790","DNOEEKHJ_00150","CKPEMOEN_00971","ALLEBCBP_02875","NAPOKNNJ_01198","ICDMIJBP_00519","MNLBAKIA_00520","JJPGFOPI_00718","MGNDMLEC_02495","CBFLKJKM_02673","MAIOMPIG_00150","JLGLOGEO_03896","KMJDPIGG_00992","FHGKKJNF_03668","LBMEENEJ_00255"
"gltI","","Glutamate/aspartate import solute-binding protein",581,581,1,1,332,NA,NA,"",908,908,908,"PGKCJFEA_03094","DNOEEKHJ_03518","CKPEMOEN_03763","ALLEBCBP_03701","NAPOKNNJ_03579","ICDMIJBP_03710","MNLBAKIA_03949","JJPGFOPI_01494","MGNDMLEC_03725","CBFLKJKM_03911","MAIOMPIG_03785","JLGLOGEO_02177","KMJDPIGG_01989","FHGKKJNF_02590","LBMEENEJ_01626"
"aas","","Bifunctional protein Aas",581,581,1,1,2897,NA,NA,"",2159,2159,2159,"PGKCJFEA_04279","DNOEEKHJ_00342","CKPEMOEN_01163","ALLEBCBP_01181","NAPOKNNJ_01006","ICDMIJBP_00327","MNLBAKIA_00328","JJPGFOPI_02325","MGNDMLEC_02332","CBFLKJKM_01151","MAIOMPIG_00342","JLGLOGEO_00819","KMJDPIGG_01184","FHGKKJNF_01328","LBMEENEJ_00063"
"degS","","Serine endoprotease DegS",581,581,1,1,2545,NA,NA,"",1070,1070,1070,"PGKCJFEA_00937","DNOEEKHJ_00003","CKPEMOEN_00824","ALLEBCBP_02729","NAPOKNNJ_01345","ICDMIJBP_00666","MNLBAKIA_00667","JJPGFOPI_00571","MGNDMLEC_02348","CBFLKJKM_02820","MAIOMPIG_00003","JLGLOGEO_03086","KMJDPIGG_00845","FHGKKJNF_00920","LBMEENEJ_00402"
"group_6475","","hypothetical protein",581,581,1,1,779,NA,NA,"",527,527,527,"PGKCJFEA_00271","DNOEEKHJ_01974","CKPEMOEN_02741","ALLEBCBP_02245","NAPOKNNJ_02430","ICDMIJBP_02402","MNLBAKIA_02959","JJPGFOPI_00339","MGNDMLEC_03400","CBFLKJKM_01732","MAIOMPIG_02825","JLGLOGEO_02312","KMJDPIGG_01608","FHGKKJNF_00592","LBMEENEJ_01122"
"rlmG","","Ribosomal RNA large subunit methyltransferase G",581,581,1,1,2678,NA,NA,"",1136,1136,1136,"PGKCJFEA_00811","DNOEEKHJ_00129","CKPEMOEN_00950","ALLEBCBP_02854","NAPOKNNJ_01219","ICDMIJBP_00540","MNLBAKIA_00541","JJPGFOPI_00697","MGNDMLEC_02474","CBFLKJKM_02694","MAIOMPIG_00129","JLGLOGEO_03917","KMJDPIGG_00971","FHGKKJNF_04013","LBMEENEJ_00276"
"dgcQ","","putative diguanylate cyclase DgcQ",581,581,1,1,4608,NA,NA,"",1712,1712,1712,"PGKCJFEA_01596","DNOEEKHJ_03666","CKPEMOEN_00712","ALLEBCBP_00127","NAPOKNNJ_01457","ICDMIJBP_04189","MNLBAKIA_01045","JJPGFOPI_02480","MGNDMLEC_00376","CBFLKJKM_04129","MAIOMPIG_00778","JLGLOGEO_01910","KMJDPIGG_04008","FHGKKJNF_00400","LBMEENEJ_00587"
"mreB","","Cell shape-determining protein MreB",581,581,1,1,1962,NA,NA,"",1043,1043,1043,"PGKCJFEA_03681","DNOEEKHJ_04278","CKPEMOEN_04513","ALLEBCBP_04387","NAPOKNNJ_04432","ICDMIJBP_04528","MNLBAKIA_04490","JJPGFOPI_03988","MGNDMLEC_04453","CBFLKJKM_04544","MAIOMPIG_04489","JLGLOGEO_04309","KMJDPIGG_04470","FHGKKJNF_03086","LBMEENEJ_03902"
"amiA","","N-acetylmuramoyl-L-alanine amidase AmiA",581,581,1,1,4018,NA,NA,"",869,869,869,"PGKCJFEA_01479","DNOEEKHJ_02908","CKPEMOEN_02184","ALLEBCBP_02699","NAPOKNNJ_03314","ICDMIJBP_01691","MNLBAKIA_02573","JJPGFOPI_01592","MGNDMLEC_01851","CBFLKJKM_00927","MAIOMPIG_02573","JLGLOGEO_00643","KMJDPIGG_03043","FHGKKJNF_00264","LBMEENEJ_02154"
"yrbL","","putative protein YrbL",581,581,1,1,2571,NA,NA,"",632,632,632,"PGKCJFEA_00913","DNOEEKHJ_00027","CKPEMOEN_00848","ALLEBCBP_02753","NAPOKNNJ_01321","ICDMIJBP_00642","MNLBAKIA_00643","JJPGFOPI_00595","MGNDMLEC_02372","CBFLKJKM_02796","MAIOMPIG_00027","JLGLOGEO_03062","KMJDPIGG_00869","FHGKKJNF_00896","LBMEENEJ_00378"
"group_6481","","hypothetical protein",581,581,1,1,143,NA,NA,"",494,494,494,"PGKCJFEA_00354","DNOEEKHJ_01892","CKPEMOEN_04551","ALLEBCBP_03913","NAPOKNNJ_02513","ICDMIJBP_02485","MNLBAKIA_03042","JJPGFOPI_03952","MGNDMLEC_03318","CBFLKJKM_01815","MAIOMPIG_02743","JLGLOGEO_02230","KMJDPIGG_01526","FHGKKJNF_04262","LBMEENEJ_03679"
"group_6482","","hypothetical protein",581,581,1,1,4007,NA,NA,"",539,539,539,"PGKCJFEA_01468","DNOEEKHJ_02919","CKPEMOEN_02173","ALLEBCBP_02688","NAPOKNNJ_03303","ICDMIJBP_01680","MNLBAKIA_02562","JJPGFOPI_01581","MGNDMLEC_01840","CBFLKJKM_00938","MAIOMPIG_02562","JLGLOGEO_00632","KMJDPIGG_03054","FHGKKJNF_00275","LBMEENEJ_02165"
"acs_2","","Acetyl-coenzyme A synthetase",581,581,1,1,753,NA,NA,"",1796,1796,1796,"PGKCJFEA_00247","DNOEEKHJ_01998","CKPEMOEN_02765","ALLEBCBP_02221","NAPOKNNJ_02406","ICDMIJBP_02378","MNLBAKIA_02935","JJPGFOPI_00363","MGNDMLEC_03424","CBFLKJKM_01708","MAIOMPIG_02849","JLGLOGEO_02336","KMJDPIGG_01632","FHGKKJNF_00616","LBMEENEJ_01146"
"yhjB","","Putative HTH-type transcriptional regulator YhjB",581,581,1,1,1771,NA,NA,"",602,602,602,"PGKCJFEA_02935","DNOEEKHJ_00875","CKPEMOEN_01774","ALLEBCBP_00828","NAPOKNNJ_02039","ICDMIJBP_00875","MNLBAKIA_02210","JJPGFOPI_00111","MGNDMLEC_01488","CBFLKJKM_00614","MAIOMPIG_02212","JLGLOGEO_00136","KMJDPIGG_02681","FHGKKJNF_00037","LBMEENEJ_00733"
"mog","","Molybdopterin adenylyltransferase",581,581,1,1,56,NA,NA,"",590,590,590,"PGKCJFEA_03214","DNOEEKHJ_01536","CKPEMOEN_01566","ALLEBCBP_03361","NAPOKNNJ_04025","ICDMIJBP_03947","MNLBAKIA_01549","JJPGFOPI_02578","MGNDMLEC_01233","CBFLKJKM_01879","MAIOMPIG_01202","JLGLOGEO_01314","KMJDPIGG_02126","FHGKKJNF_01090","LBMEENEJ_01810"
"gltD","","Glutamate synthase [NADPH] small chain",581,581,1,1,2565,NA,NA,"",1418,1418,1418,"PGKCJFEA_00919","DNOEEKHJ_00021","CKPEMOEN_00842","ALLEBCBP_02747","NAPOKNNJ_01327","ICDMIJBP_00648","MNLBAKIA_00649","JJPGFOPI_00589","MGNDMLEC_02366","CBFLKJKM_02802","MAIOMPIG_00021","JLGLOGEO_03068","KMJDPIGG_00863","FHGKKJNF_00902","LBMEENEJ_00384"
"ribF","","Bifunctional riboflavin kinase/FMN adenylyltransferase",581,581,1,1,16,NA,NA,"",938,938,938,"PGKCJFEA_03587","DNOEEKHJ_01497","CKPEMOEN_01605","ALLEBCBP_03400","NAPOKNNJ_04064","ICDMIJBP_03986","MNLBAKIA_01588","JJPGFOPI_04208","MGNDMLEC_01272","CBFLKJKM_01840","MAIOMPIG_01163","JLGLOGEO_01275","KMJDPIGG_02087","FHGKKJNF_03516","LBMEENEJ_01849"
"rarA","","Replication-associated recombination protein A",581,581,1,1,4365,NA,NA,"",1343,1343,1343,"PGKCJFEA_04616","DNOEEKHJ_02364","CKPEMOEN_00494","ALLEBCBP_03007","NAPOKNNJ_01675","ICDMIJBP_02013","MNLBAKIA_00827","JJPGFOPI_03758","MGNDMLEC_00158","CBFLKJKM_02909","MAIOMPIG_00996","JLGLOGEO_01533","KMJDPIGG_03560","FHGKKJNF_02056","LBMEENEJ_02254"
"asrC","","Anaerobic sulfite reductase subunit C",581,581,1,1,4105,NA,NA,"",1013,1013,1013,"PGKCJFEA_00495","DNOEEKHJ_03904","CKPEMOEN_02289","ALLEBCBP_03486","NAPOKNNJ_03418","ICDMIJBP_01794","MNLBAKIA_02677","JJPGFOPI_02864","MGNDMLEC_01954","CBFLKJKM_00824","MAIOMPIG_02676","JLGLOGEO_00747","KMJDPIGG_02940","FHGKKJNF_04418","LBMEENEJ_03531"
"bamA","","Outer membrane protein assembly factor BamA",581,581,1,1,2365,NA,NA,"",2414,2414,2414,"PGKCJFEA_02581","DNOEEKHJ_03580","CKPEMOEN_03260","ALLEBCBP_03128","NAPOKNNJ_03256","ICDMIJBP_03598","MNLBAKIA_03689","JJPGFOPI_03594","MGNDMLEC_04158","CBFLKJKM_03447","MAIOMPIG_04108","JLGLOGEO_03797","KMJDPIGG_03728","FHGKKJNF_01926","LBMEENEJ_03448"
"oppC","","Oligopeptide transport system permease protein OppC",581,581,1,1,4852,NA,NA,"",908,908,908,"PGKCJFEA_00732","DNOEEKHJ_01209","CKPEMOEN_00128","ALLEBCBP_00369","NAPOKNNJ_00617","ICDMIJBP_01361","MNLBAKIA_01877","JJPGFOPI_02260","MGNDMLEC_00613","CBFLKJKM_00128","MAIOMPIG_01879","JLGLOGEO_00381","KMJDPIGG_00127","FHGKKJNF_02201","LBMEENEJ_04277"
"nanT_1","","Sialic acid transporter NanT",581,581,1,1,2558,NA,NA,"",1490,1490,1490,"PGKCJFEA_00926","DNOEEKHJ_00014","CKPEMOEN_00835","ALLEBCBP_02740","NAPOKNNJ_01334","ICDMIJBP_00655","MNLBAKIA_00656","JJPGFOPI_00582","MGNDMLEC_02359","CBFLKJKM_02809","MAIOMPIG_00014","JLGLOGEO_03075","KMJDPIGG_00856","FHGKKJNF_00909","LBMEENEJ_00391"
"dnaE","","DNA polymerase III subunit alpha",581,581,1,1,2358,NA,NA,"",3482,3482,3482,"PGKCJFEA_02574","DNOEEKHJ_03573","CKPEMOEN_03253","ALLEBCBP_03121","NAPOKNNJ_03263","ICDMIJBP_03605","MNLBAKIA_03682","JJPGFOPI_03587","MGNDMLEC_04165","CBFLKJKM_03440","MAIOMPIG_04115","JLGLOGEO_03790","KMJDPIGG_03721","FHGKKJNF_01919","LBMEENEJ_03441"
"yibN","","putative protein YibN",581,581,1,1,1879,NA,NA,"",431,431,431,"PGKCJFEA_01395","DNOEEKHJ_00975","CKPEMOEN_01873","ALLEBCBP_00729","NAPOKNNJ_01940","ICDMIJBP_00776","MNLBAKIA_02111","JJPGFOPI_00012","MGNDMLEC_01389","CBFLKJKM_00515","MAIOMPIG_02112","JLGLOGEO_00036","KMJDPIGG_02781","FHGKKJNF_03490","LBMEENEJ_04219"
"group_6495","","hypothetical protein",581,581,1,1,5491,NA,NA,"",647,647,647,"PGKCJFEA_01254","DNOEEKHJ_02538","CKPEMOEN_02378","ALLEBCBP_01476","NAPOKNNJ_00035","ICDMIJBP_02538","MNLBAKIA_03360","JJPGFOPI_02776","MGNDMLEC_02699","CBFLKJKM_02199","MAIOMPIG_03094","JLGLOGEO_03114","KMJDPIGG_00709","FHGKKJNF_01813","LBMEENEJ_02598"
"fhuF","","Ferric iron reductase protein FhuF",581,581,1,1,6205,NA,NA,"",788,788,788,"PGKCJFEA_03033","DNOEEKHJ_01590","CKPEMOEN_01512","ALLEBCBP_03307","NAPOKNNJ_04297","ICDMIJBP_03893","MNLBAKIA_01496","JJPGFOPI_02524","MGNDMLEC_01179","CBFLKJKM_01933","MAIOMPIG_01256","JLGLOGEO_01368","KMJDPIGG_02180","FHGKKJNF_01036","LBMEENEJ_01756"
"dcd","","dCTP deaminase",581,581,1,1,5790,NA,NA,"",581,581,581,"PGKCJFEA_00995","DNOEEKHJ_03231","CKPEMOEN_03464","ALLEBCBP_02387","NAPOKNNJ_02934","ICDMIJBP_03042","MNLBAKIA_03513","JJPGFOPI_00915","MGNDMLEC_03121","CBFLKJKM_03241","MAIOMPIG_03516","JLGLOGEO_01636","KMJDPIGG_03355","FHGKKJNF_02254","LBMEENEJ_03193"
"citF_1","","Citrate lyase alpha chain",581,581,1,1,2535,NA,NA,"",1520,1520,1520,"PGKCJFEA_04609","DNOEEKHJ_03863","CKPEMOEN_03425","ALLEBCBP_02009","NAPOKNNJ_03091","ICDMIJBP_03433","MNLBAKIA_03856","JJPGFOPI_00953","MGNDMLEC_03554","CBFLKJKM_03612","MAIOMPIG_04138","JLGLOGEO_04130","KMJDPIGG_03893","FHGKKJNF_02959","LBMEENEJ_02437"
"group_6499","","hypothetical protein",581,581,1,1,4631,NA,NA,"",413,413,413,"PGKCJFEA_01618","DNOEEKHJ_03688","CKPEMOEN_00734","ALLEBCBP_00149","NAPOKNNJ_01435","ICDMIJBP_04210","MNLBAKIA_01067","JJPGFOPI_02458","MGNDMLEC_00398","CBFLKJKM_04107","MAIOMPIG_00756","JLGLOGEO_01932","KMJDPIGG_03986","FHGKKJNF_00422","LBMEENEJ_00609"
"oleD","","2-alkyl-3-oxoalkanoate reductase",581,581,1,1,4334,NA,NA,"",1013,1013,1013,"PGKCJFEA_03888","DNOEEKHJ_02337","CKPEMOEN_00467","ALLEBCBP_02980","NAPOKNNJ_01702","ICDMIJBP_02040","MNLBAKIA_00800","JJPGFOPI_03785","MGNDMLEC_00131","CBFLKJKM_02882","MAIOMPIG_01023","JLGLOGEO_01560","KMJDPIGG_03533","FHGKKJNF_02029","LBMEENEJ_02281"
"grxD","","Glutaredoxin 4",581,581,1,1,5205,NA,NA,"",347,347,347,"PGKCJFEA_03165","DNOEEKHJ_02811","CKPEMOEN_02651","ALLEBCBP_01748","NAPOKNNJ_00308","ICDMIJBP_02812","MNLBAKIA_03087","JJPGFOPI_03667","MGNDMLEC_02972","CBFLKJKM_02472","MAIOMPIG_03367","JLGLOGEO_01066","KMJDPIGG_00436","FHGKKJNF_02159","LBMEENEJ_01281"
"cysW","","Sulfate transport system permease protein CysW",581,581,1,1,4010,NA,NA,"",875,878,875,"PGKCJFEA_01471","DNOEEKHJ_02916","CKPEMOEN_02176","ALLEBCBP_02691","NAPOKNNJ_03306","ICDMIJBP_01683","MNLBAKIA_02565","JJPGFOPI_01584","MGNDMLEC_01843","CBFLKJKM_00935","MAIOMPIG_02565","JLGLOGEO_00635","KMJDPIGG_03051","FHGKKJNF_00272","LBMEENEJ_02162"
"group_6503","","hypothetical protein",581,581,1,1,769,NA,NA,"",1958,1958,1958,"PGKCJFEA_00262","DNOEEKHJ_01983","CKPEMOEN_02750","ALLEBCBP_02236","NAPOKNNJ_02421","ICDMIJBP_02393","MNLBAKIA_02950","JJPGFOPI_00348","MGNDMLEC_03409","CBFLKJKM_01723","MAIOMPIG_02834","JLGLOGEO_02321","KMJDPIGG_01617","FHGKKJNF_00601","LBMEENEJ_01131"
"gsiA","","Glutathione import ATP-binding protein GsiA",581,581,1,1,4282,NA,NA,"",1871,1871,1871,"PGKCJFEA_00408","DNOEEKHJ_02288","CKPEMOEN_00418","ALLEBCBP_02931","NAPOKNNJ_01751","ICDMIJBP_02089","MNLBAKIA_00751","JJPGFOPI_03834","MGNDMLEC_00082","CBFLKJKM_02833","MAIOMPIG_01072","JLGLOGEO_04510","KMJDPIGG_03484","FHGKKJNF_04159","LBMEENEJ_04494"
"lptC","","Lipopolysaccharide export system protein LptC",581,581,1,1,2580,NA,NA,"",575,575,575,"PGKCJFEA_00904","DNOEEKHJ_00035","CKPEMOEN_00857","ALLEBCBP_02761","NAPOKNNJ_01312","ICDMIJBP_00633","MNLBAKIA_00634","JJPGFOPI_00604","MGNDMLEC_02381","CBFLKJKM_02787","MAIOMPIG_00036","JLGLOGEO_03053","KMJDPIGG_00878","FHGKKJNF_00888","LBMEENEJ_00369"
"group_6506","","hypothetical protein",581,581,1,1,5881,NA,NA,"",530,530,530,"PGKCJFEA_01033","DNOEEKHJ_03193","CKPEMOEN_03502","ALLEBCBP_02349","NAPOKNNJ_02896","ICDMIJBP_03080","MNLBAKIA_03475","JJPGFOPI_00877","MGNDMLEC_03083","CBFLKJKM_03202","MAIOMPIG_03478","JLGLOGEO_01674","KMJDPIGG_03393","FHGKKJNF_01157","LBMEENEJ_03231"
"glaH_1","","Glutarate 2-hydroxylase",581,581,1,1,3117,NA,NA,"",590,590,590,"PGKCJFEA_03400","DNOEEKHJ_00571","CKPEMOEN_03069","ALLEBCBP_01409","NAPOKNNJ_00777","ICDMIJBP_00098","MNLBAKIA_00098","JJPGFOPI_02133","MGNDMLEC_02103","CBFLKJKM_01380","MAIOMPIG_00571","JLGLOGEO_02774","KMJDPIGG_01413","FHGKKJNF_00793","LBMEENEJ_01510"
"lysA_2","","Diaminopimelate decarboxylase",581,581,1,1,3918,NA,NA,"",1397,1397,1397,"PGKCJFEA_03766","DNOEEKHJ_03007","CKPEMOEN_02085","ALLEBCBP_02600","NAPOKNNJ_03771","ICDMIJBP_01592","MNLBAKIA_02474","JJPGFOPI_03415","MGNDMLEC_01752","CBFLKJKM_01026","MAIOMPIG_02475","JLGLOGEO_02374","KMJDPIGG_03142","FHGKKJNF_00363","LBMEENEJ_02009"
"group_6513","","hypothetical protein",581,581,1,1,5780,NA,NA,"",746,746,746,"PGKCJFEA_00985","DNOEEKHJ_03241","CKPEMOEN_03454","ALLEBCBP_02397","NAPOKNNJ_02944","ICDMIJBP_03032","MNLBAKIA_03523","JJPGFOPI_00925","MGNDMLEC_03131","CBFLKJKM_03251","MAIOMPIG_03526","JLGLOGEO_01626","KMJDPIGG_03345","FHGKKJNF_02264","LBMEENEJ_04045"
"tilS","","tRNA(Ile)-lysidine synthase",581,581,1,1,2352,NA,NA,"",1292,1292,1292,"PGKCJFEA_02569","DNOEEKHJ_03568","CKPEMOEN_03248","ALLEBCBP_03116","NAPOKNNJ_03268","ICDMIJBP_03610","MNLBAKIA_03677","JJPGFOPI_03582","MGNDMLEC_04170","CBFLKJKM_03435","MAIOMPIG_04120","JLGLOGEO_03785","KMJDPIGG_03716","FHGKKJNF_01914","LBMEENEJ_03436"
"hscB","","Co-chaperone protein HscB",581,581,1,1,4115,NA,NA,"",515,515,515,"PGKCJFEA_00485","DNOEEKHJ_03894","CKPEMOEN_02279","ALLEBCBP_03476","NAPOKNNJ_03408","ICDMIJBP_01784","MNLBAKIA_02667","JJPGFOPI_02874","MGNDMLEC_01944","CBFLKJKM_00834","MAIOMPIG_02666","JLGLOGEO_00737","KMJDPIGG_02950","FHGKKJNF_03166","LBMEENEJ_03286"
"yhhW","","Quercetin 2,3-dioxygenase",581,581,1,1,1707,NA,NA,"",695,695,695,"PGKCJFEA_02555","DNOEEKHJ_00812","CKPEMOEN_01711","ALLEBCBP_00891","NAPOKNNJ_02102","ICDMIJBP_00938","MNLBAKIA_02273","JJPGFOPI_00174","MGNDMLEC_01551","CBFLKJKM_00676","MAIOMPIG_02274","JLGLOGEO_00199","KMJDPIGG_02618","FHGKKJNF_00100","LBMEENEJ_00796"
"soxS","","Regulatory protein SoxS",581,581,1,1,2071,NA,NA,"",323,323,323,"PGKCJFEA_02131","DNOEEKHJ_01868","CKPEMOEN_01234","ALLEBCBP_01782","NAPOKNNJ_02751","ICDMIJBP_03224","MNLBAKIA_01218","JJPGFOPI_03189","MGNDMLEC_00901","CBFLKJKM_03810","MAIOMPIG_01534","JLGLOGEO_01758","KMJDPIGG_02458","FHGKKJNF_02116","LBMEENEJ_03537"
