"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR28262169","SRR14766389","SRR10257879","SRR1299304","NDSU1","SRR28323368","SRR3000888","SRR9016907","SRR14766457","SRR14766402","SRR14766350","SRR19512134","NDSU22","SRR3037436","SRR27779118"
"dgaF_2","","2-dehydro-3-deoxy-phosphogluconate aldolase",581,581,1,1,1477,NA,NA,"",743,743,743,"ANCOLAMI_02380","JNEDFIJH_01517","OBCHFKCE_03189","NEANDPFB_02418","GEPIEMCB_02459","FCMCIBEK_02628","HAJGLMEJ_04074","BONMBINM_00374","GIBMOCCN_04057","IEMKGCAE_00710","KNJLKBEO_00439","NHCEEELK_01636","DLEGJOHP_02185","PEJBPJLM_02333","KJDDDPDM_02117"
"group_6577","","hypothetical protein",581,581,1,1,4657,NA,NA,"",335,335,335,"ANCOLAMI_01471","JNEDFIJH_02475","OBCHFKCE_01584","NEANDPFB_00841","GEPIEMCB_03790","FCMCIBEK_01432","HAJGLMEJ_03009","BONMBINM_02946","GIBMOCCN_03740","IEMKGCAE_03785","KNJLKBEO_03378","NHCEEELK_01093","DLEGJOHP_03745","PEJBPJLM_00730","KJDDDPDM_03183"
"ispB","","Octaprenyl diphosphate synthase",581,581,1,1,2592,NA,NA,"",1112,1112,1112,"ANCOLAMI_01363","JNEDFIJH_00930","OBCHFKCE_02700","NEANDPFB_01313","GEPIEMCB_01364","FCMCIBEK_00792","HAJGLMEJ_00367","BONMBINM_00460","GIBMOCCN_01583","IEMKGCAE_00623","KNJLKBEO_03012","NHCEEELK_00048","DLEGJOHP_01367","PEJBPJLM_00048","KJDDDPDM_00789"
"hypBA1","","Non-reducing end beta-L-arabinofuranosidase",581,581,1,1,1854,NA,NA,"",1955,1955,1955,"ANCOLAMI_02472","JNEDFIJH_00203","OBCHFKCE_00037","NEANDPFB_02510","GEPIEMCB_02551","FCMCIBEK_02536","HAJGLMEJ_00499","BONMBINM_00282","GIBMOCCN_02987","IEMKGCAE_00802","KNJLKBEO_00531","NHCEEELK_01728","DLEGJOHP_02093","PEJBPJLM_02241","KJDDDPDM_02025"
"group_6580","","hypothetical protein",581,581,1,1,5775,NA,NA,"",1223,1223,1223,"ANCOLAMI_03561","JNEDFIJH_03592","OBCHFKCE_01999","NEANDPFB_03608","GEPIEMCB_03486","FCMCIBEK_03523","HAJGLMEJ_02134","BONMBINM_01455","GIBMOCCN_02346","IEMKGCAE_02724","KNJLKBEO_03248","NHCEEELK_03612","DLEGJOHP_03590","PEJBPJLM_03237","KJDDDPDM_02603"
"rseA","","Anti-sigma-E factor RseA",581,581,1,1,4069,NA,NA,"",650,650,650,"ANCOLAMI_03050","JNEDFIJH_01461","OBCHFKCE_00335","NEANDPFB_03135","GEPIEMCB_03130","FCMCIBEK_03010","HAJGLMEJ_01000","BONMBINM_01329","GIBMOCCN_03979","IEMKGCAE_01374","KNJLKBEO_03926","NHCEEELK_02759","DLEGJOHP_02566","PEJBPJLM_02715","KJDDDPDM_03606"
"ulaG","","putative L-ascorbate-6-phosphate lactonase UlaG",581,581,1,1,6029,NA,NA,"",1064,1064,1064,"ANCOLAMI_02165","JNEDFIJH_01761","OBCHFKCE_02552","NEANDPFB_02202","GEPIEMCB_02244","FCMCIBEK_02033","HAJGLMEJ_03445","BONMBINM_01906","GIBMOCCN_01054","IEMKGCAE_02151","KNJLKBEO_03164","NHCEEELK_01421","DLEGJOHP_01682","PEJBPJLM_01333","KJDDDPDM_01614"
"rapZ","","RNase adapter protein RapZ",581,581,1,1,2574,NA,NA,"",854,854,854,"ANCOLAMI_01381","JNEDFIJH_00948","OBCHFKCE_02718","NEANDPFB_01295","GEPIEMCB_01382","FCMCIBEK_00774","HAJGLMEJ_00385","BONMBINM_00442","GIBMOCCN_01565","IEMKGCAE_00641","KNJLKBEO_02994","NHCEEELK_00030","DLEGJOHP_01385","PEJBPJLM_00030","KJDDDPDM_00771"
"rfbF","","Glucose-1-phosphate cytidylyltransferase",581,581,1,1,5761,NA,NA,"",773,773,773,"ANCOLAMI_03547","JNEDFIJH_03578","OBCHFKCE_02013","NEANDPFB_03622","GEPIEMCB_03472","FCMCIBEK_03509","HAJGLMEJ_02148","BONMBINM_01441","GIBMOCCN_02332","IEMKGCAE_02710","KNJLKBEO_03262","NHCEEELK_03598","DLEGJOHP_03604","PEJBPJLM_03223","KJDDDPDM_02589"
"mmgC","","Acyl-CoA dehydrogenase",581,581,1,1,4292,NA,NA,"",1163,1163,1163,"ANCOLAMI_01806","JNEDFIJH_04613","OBCHFKCE_04417","NEANDPFB_01174","GEPIEMCB_03302","FCMCIBEK_01765","HAJGLMEJ_01318","BONMBINM_02385","GIBMOCCN_00333","IEMKGCAE_02961","KNJLKBEO_00786","NHCEEELK_00760","DLEGJOHP_03025","PEJBPJLM_01065","KJDDDPDM_03786"
"gfcB","","putative lipoprotein GfcB",581,581,1,1,2028,NA,NA,"",638,638,638,"ANCOLAMI_02318","JNEDFIJH_03356","OBCHFKCE_03338","NEANDPFB_02356","GEPIEMCB_02397","FCMCIBEK_01879","HAJGLMEJ_04003","BONMBINM_03986","GIBMOCCN_04290","IEMKGCAE_02305","KNJLKBEO_03822","NHCEEELK_01574","DLEGJOHP_01835","PEJBPJLM_01179","KJDDDPDM_01767"
"group_6587","","hypothetical protein",581,581,1,1,44,NA,NA,"",2996,2996,2996,"ANCOLAMI_01934","JNEDFIJH_03160","OBCHFKCE_02856","NEANDPFB_01971","GEPIEMCB_02013","FCMCIBEK_02265","HAJGLMEJ_02623","BONMBINM_02714","GIBMOCCN_02517","IEMKGCAE_03389","KNJLKBEO_02695","NHCEEELK_01190","DLEGJOHP_01451","PEJBPJLM_01564","KJDDDPDM_01383"
"fliC","","Flagellin",581,581,1,1,4636,NA,NA,"",1517,1517,1517,"ANCOLAMI_01493","JNEDFIJH_02497","OBCHFKCE_01606","NEANDPFB_00863","GEPIEMCB_03768","FCMCIBEK_01454","HAJGLMEJ_02987","BONMBINM_02924","GIBMOCCN_00022","IEMKGCAE_03807","KNJLKBEO_03400","NHCEEELK_01071","DLEGJOHP_03767","PEJBPJLM_00752","KJDDDPDM_03205"
"folC","","Dihydrofolate synthase/folylpolyglutamate synthase",581,581,1,1,3923,NA,NA,"",1268,1268,1268,"ANCOLAMI_02817","JNEDFIJH_02372","OBCHFKCE_00567","NEANDPFB_02902","GEPIEMCB_02896","FCMCIBEK_02777","HAJGLMEJ_00768","BONMBINM_01096","GIBMOCCN_00770","IEMKGCAE_01138","KNJLKBEO_02439","NHCEEELK_02527","DLEGJOHP_02334","PEJBPJLM_02482","KJDDDPDM_03437"
"group_6590","","hypothetical protein",581,581,1,1,2243,NA,NA,"",941,941,941,"ANCOLAMI_04196","JNEDFIJH_03054","OBCHFKCE_03922","NEANDPFB_04287","GEPIEMCB_04108","FCMCIBEK_04087","HAJGLMEJ_02187","BONMBINM_04297","GIBMOCCN_03837","IEMKGCAE_04297","KNJLKBEO_02301","NHCEEELK_04166","DLEGJOHP_03912","PEJBPJLM_04118","KJDDDPDM_03730"
"mhbT","","3-hydroxybenzoate transporter MhbT",581,581,1,1,5903,NA,NA,"",1358,1358,1358,"ANCOLAMI_03636","JNEDFIJH_02734","OBCHFKCE_01924","NEANDPFB_03533","GEPIEMCB_03561","FCMCIBEK_03598","HAJGLMEJ_02059","BONMBINM_01530","GIBMOCCN_02421","IEMKGCAE_02799","KNJLKBEO_03741","NHCEEELK_03687","DLEGJOHP_03515","PEJBPJLM_03312","KJDDDPDM_02678"
"group_6592","","hypothetical protein",581,581,1,1,789,NA,NA,"",1325,1325,1325,"ANCOLAMI_03154","JNEDFIJH_01253","OBCHFKCE_00842","NEANDPFB_03239","GEPIEMCB_01498","FCMCIBEK_03269","HAJGLMEJ_01258","BONMBINM_03300","GIBMOCCN_03408","IEMKGCAE_01632","KNJLKBEO_01305","NHCEEELK_03017","DLEGJOHP_02670","PEJBPJLM_03531","KJDDDPDM_02245"
"ilvB","","Acetolactate synthase isozyme 1 large subunit",581,581,1,1,1454,NA,NA,"",1688,1688,1688,"ANCOLAMI_02357","JNEDFIJH_01494","OBCHFKCE_03212","NEANDPFB_02395","GEPIEMCB_02436","FCMCIBEK_02651","HAJGLMEJ_04051","BONMBINM_00397","GIBMOCCN_04080","IEMKGCAE_00687","KNJLKBEO_00416","NHCEEELK_01613","DLEGJOHP_02208","PEJBPJLM_02356","KJDDDPDM_02140"
"metN_2","","Methionine import ATP-binding protein MetN",581,581,1,1,2341,NA,NA,"",1031,1031,1031,"ANCOLAMI_03891","JNEDFIJH_02656","OBCHFKCE_03680","NEANDPFB_03979","GEPIEMCB_03852","FCMCIBEK_03854","HAJGLMEJ_03431","BONMBINM_04260","GIBMOCCN_01342","IEMKGCAE_04271","KNJLKBEO_02127","NHCEEELK_03747","DLEGJOHP_03310","PEJBPJLM_03620","KJDDDPDM_02925"
"nepI","","Purine ribonucleoside efflux pump NepI",581,581,1,1,1467,NA,NA,"",1193,1193,1193,"ANCOLAMI_02370","JNEDFIJH_01507","OBCHFKCE_03199","NEANDPFB_02408","GEPIEMCB_02449","FCMCIBEK_02638","HAJGLMEJ_04064","BONMBINM_00384","GIBMOCCN_04067","IEMKGCAE_00700","KNJLKBEO_00429","NHCEEELK_01626","DLEGJOHP_02195","PEJBPJLM_02343","KJDDDPDM_02127"
"group_6596","","hypothetical protein",581,581,1,1,1927,NA,NA,"",1709,1709,1709,"ANCOLAMI_02403","JNEDFIJH_01540","OBCHFKCE_03166","NEANDPFB_02441","GEPIEMCB_02482","FCMCIBEK_02605","HAJGLMEJ_00430","BONMBINM_00351","GIBMOCCN_03056","IEMKGCAE_00733","KNJLKBEO_00462","NHCEEELK_01659","DLEGJOHP_02162","PEJBPJLM_02310","KJDDDPDM_02094"
"prfC","","Peptide chain release factor RF3",581,581,1,1,6212,NA,NA,"",1589,1589,1589,"ANCOLAMI_01990","JNEDFIJH_01867","OBCHFKCE_02912","NEANDPFB_02027","GEPIEMCB_02069","FCMCIBEK_02209","HAJGLMEJ_02679","BONMBINM_02658","GIBMOCCN_02573","IEMKGCAE_03333","KNJLKBEO_02751","NHCEEELK_01246","DLEGJOHP_01507","PEJBPJLM_01508","KJDDDPDM_01439"
"glmS_1","","Glutamine--fructose-6-phosphate aminotransferase [isomerizing]",581,581,1,1,6194,NA,NA,"",1058,1058,1058,"ANCOLAMI_02011","JNEDFIJH_01888","OBCHFKCE_02933","NEANDPFB_02048","GEPIEMCB_02090","FCMCIBEK_02188","HAJGLMEJ_02700","BONMBINM_02637","GIBMOCCN_02594","IEMKGCAE_03312","KNJLKBEO_02772","NHCEEELK_01267","DLEGJOHP_01528","PEJBPJLM_01487","KJDDDPDM_01460"
"qseE","","Sensor histidine kinase QseE",581,581,1,1,4090,NA,NA,"",1385,1385,1385,"ANCOLAMI_03029","JNEDFIJH_01440","OBCHFKCE_00356","NEANDPFB_03114","GEPIEMCB_03109","FCMCIBEK_02989","HAJGLMEJ_00979","BONMBINM_01308","GIBMOCCN_04000","IEMKGCAE_01353","KNJLKBEO_03947","NHCEEELK_02738","DLEGJOHP_02545","PEJBPJLM_02694","KJDDDPDM_03585"
"pspD","","Phage shock protein D",581,581,1,1,4916,NA,NA,"",218,1232,219,"ANCOLAMI_00557","JNEDFIJH_03837","OBCHFKCE_02236","NEANDPFB_00538","GEPIEMCB_00186","FCMCIBEK_00187","HAJGLMEJ_02749","BONMBINM_03587","GIBMOCCN_02740","IEMKGCAE_02548","KNJLKBEO_00221","NHCEEELK_02196","DLEGJOHP_00186","PEJBPJLM_01821","KJDDDPDM_00557"
"qseC_1","","Sensor protein QseC",581,581,1,1,3110,NA,NA,"",1415,1415,1415,"ANCOLAMI_00833","JNEDFIJH_00377","OBCHFKCE_00977","NEANDPFB_01844","GEPIEMCB_00834","FCMCIBEK_01322","HAJGLMEJ_01724","BONMBINM_03426","GIBMOCCN_01928","IEMKGCAE_00091","KNJLKBEO_01530","NHCEEELK_00578","DLEGJOHP_00837","PEJBPJLM_00579","KJDDDPDM_01319"
"group_6601","","hypothetical protein",581,581,1,1,1713,NA,NA,"",971,971,971,"ANCOLAMI_02605","JNEDFIJH_00071","OBCHFKCE_00169","NEANDPFB_02643","GEPIEMCB_02684","FCMCIBEK_02404","HAJGLMEJ_00631","BONMBINM_00150","GIBMOCCN_01238","IEMKGCAE_00934","KNJLKBEO_00663","NHCEEELK_01861","DLEGJOHP_01960","PEJBPJLM_02108","KJDDDPDM_01892"
"kbl","","2-amino-3-ketobutyrate coenzyme A ligase",581,581,1,1,1885,NA,NA,"",1196,1196,1196,"ANCOLAMI_02442","JNEDFIJH_03781","OBCHFKCE_00007","NEANDPFB_02480","GEPIEMCB_02521","FCMCIBEK_02566","HAJGLMEJ_00469","BONMBINM_00312","GIBMOCCN_03017","IEMKGCAE_00772","KNJLKBEO_00501","NHCEEELK_01698","DLEGJOHP_02123","PEJBPJLM_02271","KJDDDPDM_02055"
"group_6603","","hypothetical protein",581,581,1,1,3064,NA,NA,"",377,377,377,"ANCOLAMI_00791","JNEDFIJH_00419","OBCHFKCE_00935","NEANDPFB_01886","GEPIEMCB_00792","FCMCIBEK_01364","HAJGLMEJ_01766","BONMBINM_03384","GIBMOCCN_01970","IEMKGCAE_00049","KNJLKBEO_01572","NHCEEELK_00620","DLEGJOHP_00795","PEJBPJLM_00621","KJDDDPDM_04264"
"wzc","","Tyrosine-protein kinase wzc",581,581,1,1,5785,NA,NA,"",2159,2159,2159,"ANCOLAMI_03571","JNEDFIJH_03602","OBCHFKCE_01989","NEANDPFB_03598","GEPIEMCB_03496","FCMCIBEK_03533","HAJGLMEJ_02124","BONMBINM_01465","GIBMOCCN_02356","IEMKGCAE_02734","KNJLKBEO_03238","NHCEEELK_03622","DLEGJOHP_03580","PEJBPJLM_03247","KJDDDPDM_02613"
"gcvA","","Glycine cleavage system transcriptional activator",581,581,1,1,2924,NA,NA,"",917,917,917,"ANCOLAMI_01040","JNEDFIJH_01695","OBCHFKCE_01184","NEANDPFB_01636","GEPIEMCB_01041","FCMCIBEK_01115","HAJGLMEJ_00044","BONMBINM_01638","GIBMOCCN_02012","IEMKGCAE_00300","KNJLKBEO_02582","NHCEEELK_00371","DLEGJOHP_01044","PEJBPJLM_00372","KJDDDPDM_01112"
"nrdF","","Ribonucleoside-diphosphate reductase 2 subunit beta",581,581,1,1,3140,NA,NA,"",959,959,959,"ANCOLAMI_00860","JNEDFIJH_00350","OBCHFKCE_01004","NEANDPFB_01817","GEPIEMCB_00861","FCMCIBEK_01295","HAJGLMEJ_01697","BONMBINM_03453","GIBMOCCN_01901","IEMKGCAE_00118","KNJLKBEO_01503","NHCEEELK_00551","DLEGJOHP_00864","PEJBPJLM_00552","KJDDDPDM_01292"
"gntT_2","","High-affinity gluconate transporter",581,581,1,1,1675,NA,NA,"",1316,1316,1316,"ANCOLAMI_02642","JNEDFIJH_00034","OBCHFKCE_00206","NEANDPFB_02680","GEPIEMCB_02721","FCMCIBEK_02367","HAJGLMEJ_00668","BONMBINM_00113","GIBMOCCN_01275","IEMKGCAE_00971","KNJLKBEO_00700","NHCEEELK_01898","DLEGJOHP_01923","PEJBPJLM_02071","KJDDDPDM_01855"
"trmD","","tRNA (guanine-N(1)-)-methyltransferase",581,581,1,1,3019,NA,NA,"",767,767,767,"ANCOLAMI_00755","JNEDFIJH_00455","OBCHFKCE_00899","NEANDPFB_01922","GEPIEMCB_00756","FCMCIBEK_04451","HAJGLMEJ_01802","BONMBINM_03348","GIBMOCCN_03934","IEMKGCAE_00013","KNJLKBEO_04482","NHCEEELK_00656","DLEGJOHP_00759","PEJBPJLM_00657","KJDDDPDM_04228"
"plsB","","Glycerol-3-phosphate acyltransferase",581,581,1,1,2040,NA,NA,"",2420,2420,2420,"ANCOLAMI_02306","JNEDFIJH_03368","OBCHFKCE_03350","NEANDPFB_02344","GEPIEMCB_02385","FCMCIBEK_01891","HAJGLMEJ_04015","BONMBINM_03974","GIBMOCCN_04278","IEMKGCAE_02293","KNJLKBEO_03834","NHCEEELK_01562","DLEGJOHP_01823","PEJBPJLM_01191","KJDDDPDM_01755"
"emrB","","Multidrug export protein EmrB",581,581,1,1,3147,NA,NA,"",1538,1538,1538,"ANCOLAMI_00867","JNEDFIJH_00343","OBCHFKCE_01011","NEANDPFB_01810","GEPIEMCB_00868","FCMCIBEK_01288","HAJGLMEJ_01690","BONMBINM_03460","GIBMOCCN_01894","IEMKGCAE_00125","KNJLKBEO_01496","NHCEEELK_00544","DLEGJOHP_00871","PEJBPJLM_00545","KJDDDPDM_01285"
"pbpG","","D-alanyl-D-alanine endopeptidase",581,581,1,1,5893,NA,NA,"",908,908,908,"ANCOLAMI_03626","JNEDFIJH_02724","OBCHFKCE_01934","NEANDPFB_03543","GEPIEMCB_03551","FCMCIBEK_03588","HAJGLMEJ_02069","BONMBINM_01520","GIBMOCCN_02411","IEMKGCAE_02789","KNJLKBEO_04226","NHCEEELK_03677","DLEGJOHP_03525","PEJBPJLM_03302","KJDDDPDM_02668"
"group_6614","","Manganese catalase",581,581,1,1,4867,NA,NA,"",878,878,878,"ANCOLAMI_00602","JNEDFIJH_03542","OBCHFKCE_02281","NEANDPFB_00583","GEPIEMCB_00141","FCMCIBEK_00142","HAJGLMEJ_02794","BONMBINM_02546","GIBMOCCN_02695","IEMKGCAE_02593","KNJLKBEO_00266","NHCEEELK_02151","DLEGJOHP_00141","PEJBPJLM_01866","KJDDDPDM_00602"
"oppD","","Oligopeptide transport ATP-binding protein OppD",581,581,1,1,4853,NA,NA,"",1007,1007,1007,"ANCOLAMI_00615","JNEDFIJH_04437","OBCHFKCE_02294","NEANDPFB_00596","GEPIEMCB_00128","FCMCIBEK_00129","HAJGLMEJ_02807","BONMBINM_02533","GIBMOCCN_02682","IEMKGCAE_02606","KNJLKBEO_00279","NHCEEELK_02138","DLEGJOHP_00128","PEJBPJLM_01879","KJDDDPDM_00615"
"group_6616","","hypothetical protein",581,581,1,1,5854,NA,NA,"",716,716,716,"ANCOLAMI_03592","JNEDFIJH_04584","OBCHFKCE_01968","NEANDPFB_03577","GEPIEMCB_03517","FCMCIBEK_03554","HAJGLMEJ_02103","BONMBINM_01486","GIBMOCCN_02377","IEMKGCAE_02755","KNJLKBEO_04260","NHCEEELK_03643","DLEGJOHP_03559","PEJBPJLM_03268","KJDDDPDM_02634"
"yhjE","","Inner membrane metabolite transport protein YhjE",581,581,1,1,1774,NA,NA,"",1322,1322,1322,"ANCOLAMI_02545","JNEDFIJH_00131","OBCHFKCE_00109","NEANDPFB_02583","GEPIEMCB_02624","FCMCIBEK_02464","HAJGLMEJ_00571","BONMBINM_00210","GIBMOCCN_01178","IEMKGCAE_00874","KNJLKBEO_00603","NHCEEELK_01801","DLEGJOHP_02020","PEJBPJLM_02168","KJDDDPDM_01952"
"ybhF","","putative multidrug ABC transporter ATP-binding protein YbhF",581,581,1,1,4246,NA,NA,"",1736,1736,1736,"ANCOLAMI_01848","JNEDFIJH_02248","OBCHFKCE_03556","NEANDPFB_01216","GEPIEMCB_03344","FCMCIBEK_01807","HAJGLMEJ_03782","BONMBINM_04124","GIBMOCCN_03538","IEMKGCAE_03003","KNJLKBEO_03686","NHCEEELK_00718","DLEGJOHP_03067","PEJBPJLM_01107","KJDDDPDM_04194"
"uhpA","","Transcriptional regulatory protein UhpA",581,581,1,1,1460,NA,NA,"",590,590,590,"ANCOLAMI_02363","JNEDFIJH_01500","OBCHFKCE_03206","NEANDPFB_02401","GEPIEMCB_02442","FCMCIBEK_02645","HAJGLMEJ_04057","BONMBINM_00391","GIBMOCCN_04074","IEMKGCAE_00693","KNJLKBEO_00422","NHCEEELK_01619","DLEGJOHP_02202","PEJBPJLM_02350","KJDDDPDM_02134"
"fliG","","Flagellar motor switch protein FliG",581,581,1,1,4625,NA,NA,"",995,995,995,"ANCOLAMI_01504","JNEDFIJH_02507","OBCHFKCE_01617","NEANDPFB_00874","GEPIEMCB_03757","FCMCIBEK_01465","HAJGLMEJ_02977","BONMBINM_02913","GIBMOCCN_00033","IEMKGCAE_03818","KNJLKBEO_03411","NHCEEELK_01060","DLEGJOHP_03778","PEJBPJLM_00763","KJDDDPDM_03216"
"group_6621","","hypothetical protein",581,581,1,1,4102,NA,NA,"",1277,1277,1277,"ANCOLAMI_03018","JNEDFIJH_01429","OBCHFKCE_00367","NEANDPFB_03103","GEPIEMCB_03098","FCMCIBEK_02978","HAJGLMEJ_00968","BONMBINM_01297","GIBMOCCN_04011","IEMKGCAE_01342","KNJLKBEO_03958","NHCEEELK_02727","DLEGJOHP_02534","PEJBPJLM_02683","KJDDDPDM_03574"
"iaaA","","Isoaspartyl peptidase",581,581,1,1,4278,NA,NA,"",941,941,941,"ANCOLAMI_01817","JNEDFIJH_04296","OBCHFKCE_04428","NEANDPFB_01185","GEPIEMCB_03313","FCMCIBEK_01776","HAJGLMEJ_01307","BONMBINM_02396","GIBMOCCN_00344","IEMKGCAE_02972","KNJLKBEO_00775","NHCEEELK_00749","DLEGJOHP_03036","PEJBPJLM_01076","KJDDDPDM_03775"
"tyrR","","Transcriptional regulatory protein TyrR",581,581,1,1,4920,NA,NA,"",1541,1541,1541,"ANCOLAMI_00553","JNEDFIJH_03833","OBCHFKCE_02232","NEANDPFB_00534","GEPIEMCB_00190","FCMCIBEK_00191","HAJGLMEJ_02745","BONMBINM_03591","GIBMOCCN_02744","IEMKGCAE_02544","KNJLKBEO_00217","NHCEEELK_02200","DLEGJOHP_00190","PEJBPJLM_01817","KJDDDPDM_00553"
"sapB","","Peptide transport system permease protein SapB",581,581,1,1,4910,NA,NA,"",965,965,965,"ANCOLAMI_00563","JNEDFIJH_03843","OBCHFKCE_02242","NEANDPFB_00544","GEPIEMCB_00180","FCMCIBEK_00181","HAJGLMEJ_02755","BONMBINM_03581","GIBMOCCN_02734","IEMKGCAE_02554","KNJLKBEO_00227","NHCEEELK_02190","DLEGJOHP_00180","PEJBPJLM_01827","KJDDDPDM_00563"
"asnA","","Aspartate--ammonia ligase",581,581,1,1,1373,NA,NA,"",992,992,992,"ANCOLAMI_04330","JNEDFIJH_02108","OBCHFKCE_03389","NEANDPFB_04421","GEPIEMCB_04342","FCMCIBEK_04336","HAJGLMEJ_03528","BONMBINM_04020","GIBMOCCN_03505","IEMKGCAE_04150","KNJLKBEO_03653","NHCEEELK_04372","DLEGJOHP_04118","PEJBPJLM_04295","KJDDDPDM_03998"
"cfxP","","Phosphoribulokinase, plasmid",581,581,1,1,1623,NA,NA,"",869,869,869,"ANCOLAMI_02690","JNEDFIJH_03801","OBCHFKCE_00254","NEANDPFB_02728","GEPIEMCB_02769","FCMCIBEK_02319","HAJGLMEJ_00716","BONMBINM_00065","GIBMOCCN_01323","IEMKGCAE_01019","KNJLKBEO_00748","NHCEEELK_01946","DLEGJOHP_01875","PEJBPJLM_02023","KJDDDPDM_01807"
"group_6627","","hypothetical protein",581,581,1,1,4841,NA,NA,"",458,458,458,"ANCOLAMI_00626","JNEDFIJH_04429","OBCHFKCE_02305","NEANDPFB_00607","GEPIEMCB_00117","FCMCIBEK_00118","HAJGLMEJ_02818","BONMBINM_02522","GIBMOCCN_02671","IEMKGCAE_03717","KNJLKBEO_00290","NHCEEELK_02127","DLEGJOHP_00117","PEJBPJLM_01890","KJDDDPDM_00626"
"ygbT","","CRISPR-associated endonuclease Cas1",581,581,1,1,2976,NA,NA,"",920,920,920,"ANCOLAMI_00989","JNEDFIJH_00221","OBCHFKCE_01133","NEANDPFB_01688","GEPIEMCB_00990","FCMCIBEK_01166","HAJGLMEJ_01568","BONMBINM_01689","GIBMOCCN_01772","IEMKGCAE_00249","KNJLKBEO_01374","NHCEEELK_00422","DLEGJOHP_00993","PEJBPJLM_00423","KJDDDPDM_01163"
"group_6629","","hypothetical protein",581,581,1,1,4027,NA,NA,"",1403,1403,1403,"ANCOLAMI_02920","JNEDFIJH_01047","OBCHFKCE_00464","NEANDPFB_03006","GEPIEMCB_03000","FCMCIBEK_02880","HAJGLMEJ_00871","BONMBINM_01199","GIBMOCCN_00873","IEMKGCAE_01241","KNJLKBEO_01871","NHCEEELK_02630","DLEGJOHP_02437","PEJBPJLM_02585","KJDDDPDM_03333"
"group_6630","","hypothetical protein",581,581,1,1,5788,NA,NA,"",1580,1580,1580,"ANCOLAMI_03574","JNEDFIJH_04168","OBCHFKCE_01986","NEANDPFB_03595","GEPIEMCB_03499","FCMCIBEK_03536","HAJGLMEJ_02121","BONMBINM_01468","GIBMOCCN_02359","IEMKGCAE_02737","KNJLKBEO_03235","NHCEEELK_03625","DLEGJOHP_03577","PEJBPJLM_03250","KJDDDPDM_02616"
"ilvN","","Acetolactate synthase isozyme 1 small subunit",581,581,1,1,1455,NA,NA,"",290,290,290,"ANCOLAMI_02358","JNEDFIJH_01495","OBCHFKCE_03211","NEANDPFB_02396","GEPIEMCB_02437","FCMCIBEK_02650","HAJGLMEJ_04052","BONMBINM_00396","GIBMOCCN_04079","IEMKGCAE_00688","KNJLKBEO_00417","NHCEEELK_01614","DLEGJOHP_02207","PEJBPJLM_02355","KJDDDPDM_02139"
"mlaB","","Intermembrane phospholipid transport system binding protein MlaB",581,581,1,1,2588,NA,NA,"",296,296,296,"ANCOLAMI_01367","JNEDFIJH_00934","OBCHFKCE_02704","NEANDPFB_01309","GEPIEMCB_01368","FCMCIBEK_00788","HAJGLMEJ_00371","BONMBINM_00456","GIBMOCCN_01579","IEMKGCAE_00627","KNJLKBEO_03008","NHCEEELK_00044","DLEGJOHP_01371","PEJBPJLM_00044","KJDDDPDM_00785"
"pspG","","Phage shock protein G",581,581,1,1,2050,NA,NA,"",242,242,242,"ANCOLAMI_02298","JNEDFIJH_03376","OBCHFKCE_03359","NEANDPFB_02335","GEPIEMCB_02377","FCMCIBEK_01900","HAJGLMEJ_04023","BONMBINM_03965","GIBMOCCN_04269","IEMKGCAE_02284","KNJLKBEO_03843","NHCEEELK_01553","DLEGJOHP_01814","PEJBPJLM_01200","KJDDDPDM_01747"
"atpH","","ATP synthase subunit delta",581,581,1,1,1382,NA,NA,"",533,533,533,"ANCOLAMI_04339","JNEDFIJH_02099","OBCHFKCE_03398","NEANDPFB_04430","GEPIEMCB_04351","FCMCIBEK_04327","HAJGLMEJ_03537","BONMBINM_04029","GIBMOCCN_03496","IEMKGCAE_04141","KNJLKBEO_03644","NHCEEELK_04381","DLEGJOHP_04127","PEJBPJLM_04286","KJDDDPDM_04007"
"group_6635","","hypothetical protein",581,581,1,1,1982,NA,NA,"",221,221,221,"ANCOLAMI_04573","JNEDFIJH_03257","OBCHFKCE_04160","NEANDPFB_04516","GEPIEMCB_04535","FCMCIBEK_04575","HAJGLMEJ_04223","BONMBINM_04395","GIBMOCCN_04591","IEMKGCAE_04428","KNJLKBEO_04171","NHCEEELK_04467","DLEGJOHP_04344","PEJBPJLM_04522","KJDDDPDM_04402"
"malT_2","","HTH-type transcriptional regulator MalT",581,581,1,1,1678,NA,NA,"",2672,2705,2704,"ANCOLAMI_02639","JNEDFIJH_00037","OBCHFKCE_00203","NEANDPFB_02677","GEPIEMCB_02718","FCMCIBEK_02370","HAJGLMEJ_00665","BONMBINM_00116","GIBMOCCN_01272","IEMKGCAE_00968","KNJLKBEO_00697","NHCEEELK_01895","DLEGJOHP_01926","PEJBPJLM_02074","KJDDDPDM_01858"
