"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR7010294","SRR5905016","SRR14766362","SRR18233382","SRR2911768","SRR14766451","SRR9017024","SRR14766433","SRR5905275","SRR14766368","SRR18233388","SRR1461785","NDSU16","SRR6308366","SRR14766393"
"yiaO","","2,3-diketo-L-gulonate-binding periplasmic protein YiaO",581,581,1,1,1848,NA,NA,"",725,986,985,"FNDKDPDO_00171","BIBHBEME_00238","ADMPKBAP_01598","GMDHGEDP_02942","HFBCCMPJ_01330","JKFJINKE_02592","HFHLPAEB_01364","JOCLDNKJ_00045","MIPDHJCF_01305","DLDIJGFH_01492","ACOJFAEA_02192","JAFODMFN_02137","PJHKJHDN_01641","ABOIEABI_00138","FFKIDJGC_02440"
"yhjJ","","Protein YhjJ",581,581,1,1,1778,NA,NA,"",836,1487,1485,"FNDKDPDO_00109","BIBHBEME_00300","ADMPKBAP_01661","GMDHGEDP_01569","HFBCCMPJ_02902","JKFJINKE_00167","HFHLPAEB_01427","JOCLDNKJ_00109","MIPDHJCF_01367","DLDIJGFH_01429","ACOJFAEA_02129","JAFODMFN_02200","PJHKJHDN_01579","ABOIEABI_00200","FFKIDJGC_00749"
"yhjD","","Inner membrane protein YhjD",581,581,1,1,1773,NA,NA,"",773,1028,1027,"FNDKDPDO_00104","BIBHBEME_00305","ADMPKBAP_01666","GMDHGEDP_01564","HFBCCMPJ_02897","JKFJINKE_00162","HFHLPAEB_01432","JOCLDNKJ_00114","MIPDHJCF_01372","DLDIJGFH_01424","ACOJFAEA_02124","JAFODMFN_02205","PJHKJHDN_01574","ABOIEABI_00205","FFKIDJGC_00754"
"group_920","","hypothetical protein",581,581,1,1,1760,NA,NA,"",971,1271,1270,"FNDKDPDO_00091","BIBHBEME_00318","ADMPKBAP_01679","GMDHGEDP_01551","HFBCCMPJ_02884","JKFJINKE_00149","HFHLPAEB_01445","JOCLDNKJ_00127","MIPDHJCF_01385","DLDIJGFH_01411","ACOJFAEA_02111","JAFODMFN_02218","PJHKJHDN_01561","ABOIEABI_00218","FFKIDJGC_00767"
"rpe_2","","Ribulose-phosphate 3-epimerase",581,581,1,1,1643,NA,NA,"",203,677,676,"FNDKDPDO_02407","BIBHBEME_01758","ADMPKBAP_01791","GMDHGEDP_01439","HFBCCMPJ_02667","JKFJINKE_00037","HFHLPAEB_01557","JOCLDNKJ_00239","MIPDHJCF_01497","DLDIJGFH_01300","ACOJFAEA_01999","JAFODMFN_02330","PJHKJHDN_01449","ABOIEABI_00330","FFKIDJGC_00530"
"pdeA","","putative cyclic di-GMP phosphodiesterase PdeA",581,581,1,1,3983,NA,NA,"",1460,2189,2186,"FNDKDPDO_00874","BIBHBEME_00806","ADMPKBAP_02609","GMDHGEDP_01206","HFBCCMPJ_00578","JKFJINKE_02779","HFHLPAEB_02422","JOCLDNKJ_00356","MIPDHJCF_01005","DLDIJGFH_01825","ACOJFAEA_02525","JAFODMFN_02562","PJHKJHDN_01974","ABOIEABI_01214","FFKIDJGC_00300"
"ppk","","Polyphosphate kinase",581,581,1,1,4160,NA,NA,"",1502,2066,2065,"FNDKDPDO_00967","BIBHBEME_00713","ADMPKBAP_02516","GMDHGEDP_01299","HFBCCMPJ_00486","JKFJINKE_00745","HFHLPAEB_02515","JOCLDNKJ_00449","MIPDHJCF_00912","DLDIJGFH_01732","ACOJFAEA_02432","JAFODMFN_02469","PJHKJHDN_01881","ABOIEABI_01121","FFKIDJGC_00207"
"group_949","","hypothetical protein",581,581,1,1,4144,NA,NA,"",323,959,957,"FNDKDPDO_00982","BIBHBEME_00699","ADMPKBAP_02502","GMDHGEDP_01314","HFBCCMPJ_01594","JKFJINKE_00730","HFHLPAEB_02530","JOCLDNKJ_00464","MIPDHJCF_00898","DLDIJGFH_01718","ACOJFAEA_02418","JAFODMFN_02455","PJHKJHDN_01867","ABOIEABI_01107","FFKIDJGC_03639"
"hscA","","Chaperone protein HscA",581,581,1,1,4116,NA,NA,"",995,1850,1848,"FNDKDPDO_02047","BIBHBEME_04007","ADMPKBAP_03872","GMDHGEDP_01340","HFBCCMPJ_01620","JKFJINKE_03578","HFHLPAEB_03963","JOCLDNKJ_00490","MIPDHJCF_00872","DLDIJGFH_01692","ACOJFAEA_02392","JAFODMFN_02429","PJHKJHDN_01841","ABOIEABI_03304","FFKIDJGC_03969"
"asrA","","Anaerobic sulfite reductase subunit A",581,581,1,1,4107,NA,NA,"",866,1043,1039,"FNDKDPDO_02056","BIBHBEME_03140","ADMPKBAP_03881","GMDHGEDP_01349","HFBCCMPJ_01629","JKFJINKE_04442","HFHLPAEB_03972","JOCLDNKJ_00499","MIPDHJCF_00863","DLDIJGFH_01683","ACOJFAEA_02383","JAFODMFN_02420","PJHKJHDN_01832","ABOIEABI_03313","FFKIDJGC_01727"
"dmsC_2","","Anaerobic dimethyl sulfoxide reductase chain C",581,581,1,1,4369,NA,NA,"",770,863,862,"FNDKDPDO_02677","BIBHBEME_02028","ADMPKBAP_02152","GMDHGEDP_01878","HFBCCMPJ_01417","JKFJINKE_02325","HFHLPAEB_00498","JOCLDNKJ_03450","MIPDHJCF_03979","DLDIJGFH_00768","ACOJFAEA_00789","JAFODMFN_00993","PJHKJHDN_03943","ABOIEABI_00690","FFKIDJGC_02083"
"group_965","","Electron transfer flavoprotein-ubiquinone oxidoreductase",581,581,1,1,4294,NA,NA,"",1184,1685,1681,"FNDKDPDO_02745","BIBHBEME_02096","ADMPKBAP_03514","GMDHGEDP_01946","HFBCCMPJ_01349","JKFJINKE_03834","HFHLPAEB_00430","JOCLDNKJ_03518","MIPDHJCF_03911","DLDIJGFH_00836","ACOJFAEA_00721","JAFODMFN_01061","PJHKJHDN_04011","ABOIEABI_00758","FFKIDJGC_03715"
"ybiV_2","","Sugar phosphatase YbiV",581,581,1,1,4273,NA,NA,"",434,809,808,"FNDKDPDO_04194","BIBHBEME_04485","ADMPKBAP_03532","GMDHGEDP_01964","HFBCCMPJ_04503","JKFJINKE_04250","HFHLPAEB_00412","JOCLDNKJ_04551","MIPDHJCF_03893","DLDIJGFH_00854","ACOJFAEA_00703","JAFODMFN_01079","PJHKJHDN_04029","ABOIEABI_04605","FFKIDJGC_04075"
"group_973","","hypothetical protein",581,581,1,1,4237,NA,NA,"",323,602,601,"FNDKDPDO_02976","BIBHBEME_02438","ADMPKBAP_03567","GMDHGEDP_03656","HFBCCMPJ_03921","JKFJINKE_01491","HFHLPAEB_04285","JOCLDNKJ_03691","MIPDHJCF_04285","DLDIJGFH_04163","ACOJFAEA_00668","JAFODMFN_01114","PJHKJHDN_04227","ABOIEABI_03902","FFKIDJGC_01231"
"group_979","","hypothetical protein",581,581,1,1,4204,NA,NA,"",515,908,907,"FNDKDPDO_03007","BIBHBEME_02469","ADMPKBAP_03598","GMDHGEDP_03625","HFBCCMPJ_04239","JKFJINKE_01522","HFHLPAEB_04316","JOCLDNKJ_03722","MIPDHJCF_04316","DLDIJGFH_04132","ACOJFAEA_00637","JAFODMFN_01145","PJHKJHDN_04196","ABOIEABI_03871","FFKIDJGC_01262"
"cbiH","","putative cobalt-factor III C(17)-methyltransferase",581,581,1,1,5686,NA,NA,"",401,725,723,"FNDKDPDO_04266","BIBHBEME_02944","ADMPKBAP_02988","GMDHGEDP_03402","HFBCCMPJ_04469","JKFJINKE_02142","HFHLPAEB_02557","JOCLDNKJ_03177","MIPDHJCF_03828","DLDIJGFH_03211","ACOJFAEA_03571","JAFODMFN_02823","PJHKJHDN_03211","ABOIEABI_03487","FFKIDJGC_01926"
"mdtA","","Multidrug resistance protein MdtA",581,581,1,1,5798,NA,NA,"",785,1241,1239,"FNDKDPDO_01341","BIBHBEME_03073","ADMPKBAP_02884","GMDHGEDP_02010","HFBCCMPJ_02277","JKFJINKE_00613","HFHLPAEB_02661","JOCLDNKJ_01601","MIPDHJCF_03393","DLDIJGFH_03107","ACOJFAEA_03467","JAFODMFN_02927","PJHKJHDN_03107","ABOIEABI_02985","FFKIDJGC_01492"
"group_997","","hypothetical protein",581,581,1,1,5923,NA,NA,"",707,887,886,"FNDKDPDO_01269","BIBHBEME_02306","ADMPKBAP_02812","GMDHGEDP_02082","HFBCCMPJ_03536","JKFJINKE_00541","HFHLPAEB_02733","JOCLDNKJ_01529","MIPDHJCF_03321","DLDIJGFH_03035","ACOJFAEA_03395","JAFODMFN_02999","PJHKJHDN_03035","ABOIEABI_03057","FFKIDJGC_01456"
"group_998","","hypothetical protein",581,581,1,1,5928,NA,NA,"",887,1049,1048,"FNDKDPDO_01264","BIBHBEME_02311","ADMPKBAP_02807","GMDHGEDP_02087","HFBCCMPJ_03541","JKFJINKE_00536","HFHLPAEB_02738","JOCLDNKJ_01524","MIPDHJCF_03316","DLDIJGFH_03030","ACOJFAEA_03390","JAFODMFN_03004","PJHKJHDN_03030","ABOIEABI_03062","FFKIDJGC_01451"
"hprR","","Transcriptional regulatory protein HprR",580,580,1,1,4512,NA,NA,"",605,737,736,"FNDKDPDO_04539","BIBHBEME_03283","ADMPKBAP_02022","GMDHGEDP_03247","HFBCCMPJ_04020","JKFJINKE_04191","HFHLPAEB_00628","JOCLDNKJ_03823","MIPDHJCF_02211","DLDIJGFH_00638","ACOJFAEA_00919","JAFODMFN_00863","PJHKJHDN_02907","ABOIEABI_00560","FFKIDJGC_04374"
"group_1008","","hypothetical protein",580,580,1,1,4573,NA,NA,"",641,1286,1283,"FNDKDPDO_03234","BIBHBEME_03887","ADMPKBAP_01967","GMDHGEDP_03192","HFBCCMPJ_04023","JKFJINKE_04091","HFHLPAEB_00683","JOCLDNKJ_04053","MIPDHJCF_02266","DLDIJGFH_00583","ACOJFAEA_00974","JAFODMFN_00808","PJHKJHDN_02852","ABOIEABI_00505","FFKIDJGC_03938"
"group_1010","","hypothetical protein",580,580,1,1,4574,NA,NA,"",176,1088,1086,"FNDKDPDO_03235","BIBHBEME_03888","ADMPKBAP_01966","GMDHGEDP_03191","HFBCCMPJ_04022","JKFJINKE_04092","HFHLPAEB_00684","JOCLDNKJ_04052","MIPDHJCF_02267","DLDIJGFH_00582","ACOJFAEA_00975","JAFODMFN_00807","PJHKJHDN_02851","ABOIEABI_00504","FFKIDJGC_03939"
"group_1016","","hypothetical protein",580,580,1,1,4596,NA,NA,"",284,377,376,"FNDKDPDO_00552","BIBHBEME_03906","ADMPKBAP_01948","GMDHGEDP_04591","HFBCCMPJ_01803","JKFJINKE_04560","HFHLPAEB_00701","JOCLDNKJ_04035","MIPDHJCF_02284","DLDIJGFH_00565","ACOJFAEA_00992","JAFODMFN_00790","PJHKJHDN_02834","ABOIEABI_00487","FFKIDJGC_02301"
"group_1017","ompC_3","Outer membrane porin C",580,580,1,1,4599,NA,NA,"",350,557,553,"FNDKDPDO_00549","BIBHBEME_03909","ADMPKBAP_01945","GMDHGEDP_04588","HFBCCMPJ_01800","JKFJINKE_04557","HFHLPAEB_00704","JOCLDNKJ_04032","MIPDHJCF_02287","DLDIJGFH_00562","ACOJFAEA_00995","JAFODMFN_00787","PJHKJHDN_02831","ABOIEABI_00484","FFKIDJGC_02298"
"mepM","","Murein DD-endopeptidase MepM",580,580,1,1,4700,NA,NA,"",1100,1319,1318,"FNDKDPDO_00449","BIBHBEME_04062","ADMPKBAP_01845","GMDHGEDP_03075","HFBCCMPJ_01700","JKFJINKE_02366","HFHLPAEB_00804","JOCLDNKJ_02825","MIPDHJCF_02387","DLDIJGFH_00462","ACOJFAEA_01095","JAFODMFN_00687","PJHKJHDN_02731","ABOIEABI_00384","FFKIDJGC_01003"
"group_1025","","hypothetical protein",580,580,1,1,2356,NA,NA,"",1028,1763,1761,"FNDKDPDO_03115","BIBHBEME_03124","ADMPKBAP_04186","GMDHGEDP_03909","HFBCCMPJ_03381","JKFJINKE_02035","HFHLPAEB_02787","JOCLDNKJ_04016","MIPDHJCF_04423","DLDIJGFH_04317","ACOJFAEA_03806","JAFODMFN_04359","PJHKJHDN_03624","ABOIEABI_03973","FFKIDJGC_01686"
"scrK","","Fructokinase",580,580,1,1,2286,NA,NA,"",683,959,958,"FNDKDPDO_02276","BIBHBEME_00476","ADMPKBAP_03388","GMDHGEDP_02504","HFBCCMPJ_01528","JKFJINKE_02993","HFHLPAEB_03596","JOCLDNKJ_02175","MIPDHJCF_03643","DLDIJGFH_03756","ACOJFAEA_04093","JAFODMFN_03691","PJHKJHDN_03832","ABOIEABI_03615","FFKIDJGC_02716"
"metE","","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase",580,580,1,1,3295,NA,NA,"",1277,2264,2260,"FNDKDPDO_02811","BIBHBEME_03987","ADMPKBAP_03956","GMDHGEDP_04406","HFBCCMPJ_02580","JKFJINKE_03548","HFHLPAEB_04047","JOCLDNKJ_03232","MIPDHJCF_04077","DLDIJGFH_03991","ACOJFAEA_04182","JAFODMFN_04126","PJHKJHDN_04055","ABOIEABI_03696","FFKIDJGC_03235"
"group_1060","","hypothetical protein",580,580,1,1,1428,NA,NA,"",1079,1400,1399,"FNDKDPDO_02826","BIBHBEME_02244","ADMPKBAP_04022","GMDHGEDP_03550","HFBCCMPJ_02908","JKFJINKE_01394","HFHLPAEB_04254","JOCLDNKJ_03660","MIPDHJCF_04099","DLDIJGFH_04122","ACOJFAEA_04313","JAFODMFN_04257","PJHKJHDN_04122","ABOIEABI_03796","FFKIDJGC_02029"
"csrD","","RNase E specificity factor CsrD",580,580,1,1,1963,NA,NA,"",1463,1940,1939,"FNDKDPDO_03496","BIBHBEME_03565","ADMPKBAP_04390","GMDHGEDP_04186","HFBCCMPJ_03869","JKFJINKE_03412","HFHLPAEB_04461","JOCLDNKJ_04156","MIPDHJCF_04564","DLDIJGFH_04404","ACOJFAEA_04519","JAFODMFN_04421","PJHKJHDN_04396","ABOIEABI_04271","FFKIDJGC_02769"
"ybhA_1","","Pyridoxal phosphate phosphatase YbhA",580,580,1,1,4212,NA,NA,"",767,824,817,"FNDKDPDO_03000","BIBHBEME_02462","ADMPKBAP_03591","GMDHGEDP_03632","HFBCCMPJ_04232","JKFJINKE_01515","HFHLPAEB_04309","JOCLDNKJ_03715","MIPDHJCF_04309","DLDIJGFH_04139","ACOJFAEA_00644","JAFODMFN_01138","PJHKJHDN_04203","ABOIEABI_03878","FFKIDJGC_01255"
"group_1149","","hypothetical protein",580,580,1,1,4736,NA,NA,"",176,419,418,"FNDKDPDO_00416","BIBHBEME_04608","ADMPKBAP_01126","GMDHGEDP_03535","HFBCCMPJ_00476","JKFJINKE_04482","HFHLPAEB_00015","JOCLDNKJ_02526","MIPDHJCF_00014","DLDIJGFH_01250","ACOJFAEA_01570","JAFODMFN_01613","PJHKJHDN_00731","ABOIEABI_02402","FFKIDJGC_01036"
"pdeD","","putative cyclic di-GMP phosphodiesterase PdeD",580,580,1,1,4769,NA,NA,"",1211,1601,1600,"FNDKDPDO_03331","BIBHBEME_02679","ADMPKBAP_01157","GMDHGEDP_03505","HFBCCMPJ_00446","JKFJINKE_01644","HFHLPAEB_00046","JOCLDNKJ_02496","MIPDHJCF_00045","DLDIJGFH_01220","ACOJFAEA_01601","JAFODMFN_01644","PJHKJHDN_00701","ABOIEABI_02372","FFKIDJGC_02504"
"oppA","","Periplasmic oligopeptide-binding protein",580,580,1,1,4850,NA,NA,"",746,1631,1629,"FNDKDPDO_01220","BIBHBEME_01687","ADMPKBAP_01237","GMDHGEDP_02240","HFBCCMPJ_00366","JKFJINKE_02204","HFHLPAEB_00126","JOCLDNKJ_02416","MIPDHJCF_00125","DLDIJGFH_01140","ACOJFAEA_01681","JAFODMFN_01724","PJHKJHDN_00621","ABOIEABI_02292","FFKIDJGC_02992"
"pspE","","Thiosulfate sulfurtransferase PspE",580,580,1,1,4917,NA,NA,"",314,347,314,"FNDKDPDO_01158","BIBHBEME_00013","ADMPKBAP_01299","GMDHGEDP_02178","HFBCCMPJ_00304","JKFJINKE_01286","HFHLPAEB_00188","JOCLDNKJ_00595","MIPDHJCF_00187","DLDIJGFH_01078","ACOJFAEA_01743","JAFODMFN_01786","PJHKJHDN_00559","ABOIEABI_02230","FFKIDJGC_01807"
"tpx_2","","Thiol peroxidase",580,580,1,1,4937,NA,NA,"",485,518,517,"FNDKDPDO_01139","BIBHBEME_00032","ADMPKBAP_01318","GMDHGEDP_02159","HFBCCMPJ_00285","JKFJINKE_01267","HFHLPAEB_00208","JOCLDNKJ_00614","MIPDHJCF_00206","DLDIJGFH_01059","ACOJFAEA_01762","JAFODMFN_01805","PJHKJHDN_00540","ABOIEABI_02211","FFKIDJGC_01788"
"group_1181","","hypothetical protein",580,580,1,1,4963,NA,NA,"",152,323,322,"FNDKDPDO_04212","BIBHBEME_00054","ADMPKBAP_01340","GMDHGEDP_02137","HFBCCMPJ_00263","JKFJINKE_04167","HFHLPAEB_00230","JOCLDNKJ_00636","MIPDHJCF_00228","DLDIJGFH_01037","ACOJFAEA_01784","JAFODMFN_01827","PJHKJHDN_00518","ABOIEABI_02189","FFKIDJGC_04384"
"group_1182","","hypothetical protein",580,580,1,1,4966,NA,NA,"",707,3920,3914,"FNDKDPDO_04209","BIBHBEME_00057","ADMPKBAP_01343","GMDHGEDP_02134","HFBCCMPJ_00260","JKFJINKE_04170","HFHLPAEB_00233","JOCLDNKJ_00639","MIPDHJCF_00231","DLDIJGFH_01034","ACOJFAEA_01787","JAFODMFN_01830","PJHKJHDN_00515","ABOIEABI_02186","FFKIDJGC_04381"
"glnQ_1","","Glutamine transport ATP-binding protein GlnQ",580,580,1,1,4974,NA,NA,"",629,731,730,"FNDKDPDO_04202","BIBHBEME_00064","ADMPKBAP_01350","GMDHGEDP_02127","HFBCCMPJ_00253","JKFJINKE_04177","HFHLPAEB_00240","JOCLDNKJ_00646","MIPDHJCF_00238","DLDIJGFH_01027","ACOJFAEA_01794","JAFODMFN_01837","PJHKJHDN_00508","ABOIEABI_02179","FFKIDJGC_04584"
"group_1184","","hypothetical protein",580,580,1,1,4976,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",326,524,523,"FNDKDPDO_04200","BIBHBEME_00066","ADMPKBAP_01352","GMDHGEDP_02125","HFBCCMPJ_00251","JKFJINKE_04519","HFHLPAEB_00242","JOCLDNKJ_00648","MIPDHJCF_00240","DLDIJGFH_01025","ACOJFAEA_01796","JAFODMFN_01839","PJHKJHDN_00506","ABOIEABI_02177","FFKIDJGC_04549"
"rimL","","Ribosomal-protein-serine acetyltransferase",580,580,1,1,5004,NA,NA,"",359,539,538,"FNDKDPDO_02913","BIBHBEME_00089","ADMPKBAP_01375","GMDHGEDP_02410","HFBCCMPJ_02992","JKFJINKE_03884","HFHLPAEB_00265","JOCLDNKJ_00671","MIPDHJCF_00263","DLDIJGFH_01002","ACOJFAEA_01819","JAFODMFN_01862","PJHKJHDN_00483","ABOIEABI_02655","FFKIDJGC_03813"
"group_1191","","hypothetical protein",580,580,1,1,5005,NA,NA,"",827,980,979,"FNDKDPDO_02914","BIBHBEME_00090","ADMPKBAP_01376","GMDHGEDP_02409","HFBCCMPJ_02993","JKFJINKE_03885","HFHLPAEB_00266","JOCLDNKJ_00672","MIPDHJCF_00264","DLDIJGFH_01001","ACOJFAEA_01820","JAFODMFN_01863","PJHKJHDN_00482","ABOIEABI_02656","FFKIDJGC_03814"
"group_1208","","hypothetical protein",580,580,1,1,5129,NA,NA,"",677,719,706,"FNDKDPDO_01803","BIBHBEME_00194","ADMPKBAP_01480","GMDHGEDP_02305","HFBCCMPJ_02398","JKFJINKE_01715","HFHLPAEB_00369","JOCLDNKJ_00775","MIPDHJCF_00368","DLDIJGFH_00897","ACOJFAEA_01924","JAFODMFN_01961","PJHKJHDN_00379","ABOIEABI_02760","FFKIDJGC_01077"
"ribC","","Riboflavin synthase",580,580,1,1,5213,NA,NA,"",452,641,640,"FNDKDPDO_03757","BIBHBEME_03442","ADMPKBAP_02463","GMDHGEDP_00611","HFBCCMPJ_03620","JKFJINKE_02664","HFHLPAEB_01960","JOCLDNKJ_01452","MIPDHJCF_01539","DLDIJGFH_02637","ACOJFAEA_03053","JAFODMFN_03852","PJHKJHDN_00303","ABOIEABI_01068","FFKIDJGC_02159"
"group_1216","","hypothetical protein",580,580,1,1,5222,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",377,431,402,"FNDKDPDO_04321","BIBHBEME_00692","ADMPKBAP_02453","GMDHGEDP_00601","HFBCCMPJ_03630","JKFJINKE_01815","HFHLPAEB_01970","JOCLDNKJ_01442","MIPDHJCF_01549","DLDIJGFH_02627","ACOJFAEA_03063","JAFODMFN_03842","PJHKJHDN_00293","ABOIEABI_01058","FFKIDJGC_02149"
"group_1217","","hypothetical protein",580,580,1,1,5227,NA,NA,"",830,992,991,"FNDKDPDO_04317","BIBHBEME_00688","ADMPKBAP_02449","GMDHGEDP_00597","HFBCCMPJ_03634","JKFJINKE_01819","HFHLPAEB_01974","JOCLDNKJ_01438","MIPDHJCF_01553","DLDIJGFH_02623","ACOJFAEA_03067","JAFODMFN_03838","PJHKJHDN_00289","ABOIEABI_01054","FFKIDJGC_02145"
"selO","","Protein adenylyltransferase SelO",580,580,1,1,5297,NA,NA,"",452,1442,1440,"FNDKDPDO_00607","BIBHBEME_00621","ADMPKBAP_02382","GMDHGEDP_00530","HFBCCMPJ_03492","JKFJINKE_01081","HFHLPAEB_02041","JOCLDNKJ_01371","MIPDHJCF_01620","DLDIJGFH_02556","ACOJFAEA_03134","JAFODMFN_03771","PJHKJHDN_00222","ABOIEABI_00987","FFKIDJGC_00928"
"pheS","","Phenylalanine--tRNA ligase alpha subunit",580,580,1,1,5306,NA,NA,"",452,983,982,"FNDKDPDO_00615","BIBHBEME_00613","ADMPKBAP_02374","GMDHGEDP_00522","HFBCCMPJ_03484","JKFJINKE_01089","HFHLPAEB_02049","JOCLDNKJ_01363","MIPDHJCF_01628","DLDIJGFH_02548","ACOJFAEA_03142","JAFODMFN_03763","PJHKJHDN_00214","ABOIEABI_00979","FFKIDJGC_00920"
"aroQ","","Monofunctional chorismate mutase",580,580,1,1,5387,NA,NA,"",506,545,544,"FNDKDPDO_00690","BIBHBEME_04128","ADMPKBAP_02298","GMDHGEDP_00447","HFBCCMPJ_03043","JKFJINKE_01164","HFHLPAEB_02125","JOCLDNKJ_01288","MIPDHJCF_01704","DLDIJGFH_02472","ACOJFAEA_03218","JAFODMFN_04034","PJHKJHDN_00138","ABOIEABI_00902","FFKIDJGC_04412"
"thiK","","Thiamine kinase",580,580,1,1,5448,NA,NA,"",791,824,823,"FNDKDPDO_01873","BIBHBEME_01441","ADMPKBAP_02239","GMDHGEDP_00388","HFBCCMPJ_03120","JKFJINKE_03128","HFHLPAEB_02184","JOCLDNKJ_02592","MIPDHJCF_01763","DLDIJGFH_02413","ACOJFAEA_03277","JAFODMFN_03923","PJHKJHDN_00079","ABOIEABI_00843","FFKIDJGC_01123"
"csgB","","Minor curlin subunit",580,580,1,1,5519,NA,NA,"",254,455,454,"FNDKDPDO_01939","BIBHBEME_01375","ADMPKBAP_02173","GMDHGEDP_00322","HFBCCMPJ_03186","JKFJINKE_04395","HFHLPAEB_02250","JOCLDNKJ_02658","MIPDHJCF_01829","DLDIJGFH_02347","ACOJFAEA_03343","JAFODMFN_03989","PJHKJHDN_00013","ABOIEABI_00777","FFKIDJGC_01189"
"group_1266","","IS200/IS605 family transposase IS200F",580,580,1,1,3096,NA,NA,"",245,395,328,"FNDKDPDO_00206","BIBHBEME_03466","ADMPKBAP_00079","GMDHGEDP_01107","HFBCCMPJ_02139","JKFJINKE_00376","HFHLPAEB_03348","JOCLDNKJ_01004","MIPDHJCF_02483","DLDIJGFH_02066","ACOJFAEA_00590","JAFODMFN_00591","PJHKJHDN_00823","ABOIEABI_01989","FFKIDJGC_01558"
"norR_1","","Anaerobic nitric oxide reductase transcription regulator NorR",580,580,1,1,3167,NA,NA,"",1400,1520,1519,"FNDKDPDO_00277","BIBHBEME_02876","ADMPKBAP_00150","GMDHGEDP_01036","HFBCCMPJ_02068","JKFJINKE_00305","HFHLPAEB_03277","JOCLDNKJ_00933","MIPDHJCF_02554","DLDIJGFH_02137","ACOJFAEA_00519","JAFODMFN_00520","PJHKJHDN_00895","ABOIEABI_02058","FFKIDJGC_02622"
"hycE","","Formate hydrogenlyase subunit 5",580,580,1,1,3179,NA,NA,"",1646,1709,1708,"FNDKDPDO_00287","BIBHBEME_02886","ADMPKBAP_00160","GMDHGEDP_01026","HFBCCMPJ_02058","JKFJINKE_00295","HFHLPAEB_03267","JOCLDNKJ_00923","MIPDHJCF_02564","DLDIJGFH_02147","ACOJFAEA_00509","JAFODMFN_00510","PJHKJHDN_00905","ABOIEABI_02068","FFKIDJGC_02612"
"sipA","","Cell invasion protein SipA",580,580,1,1,3212,NA,NA,"",359,2057,2054,"FNDKDPDO_00320","BIBHBEME_02493","ADMPKBAP_00193","GMDHGEDP_00993","HFBCCMPJ_02743","JKFJINKE_00262","HFHLPAEB_03234","JOCLDNKJ_00890","MIPDHJCF_02597","DLDIJGFH_02180","ACOJFAEA_00476","JAFODMFN_00477","PJHKJHDN_00938","ABOIEABI_02101","FFKIDJGC_01286"
"pphB","","Serine/threonine-protein phosphatase 2",580,580,1,1,3235,NA,NA,"",569,656,654,"FNDKDPDO_00342","BIBHBEME_02515","ADMPKBAP_00215","GMDHGEDP_00971","HFBCCMPJ_02721","JKFJINKE_00240","HFHLPAEB_03212","JOCLDNKJ_00868","MIPDHJCF_02619","DLDIJGFH_02202","ACOJFAEA_00454","JAFODMFN_00455","PJHKJHDN_00960","ABOIEABI_02123","FFKIDJGC_01308"
"ygbE","","Inner membrane protein YgbE",580,580,1,1,2983,NA,NA,"",131,323,322,"FNDKDPDO_00368","BIBHBEME_02541","ADMPKBAP_00241","GMDHGEDP_00945","HFBCCMPJ_02695","JKFJINKE_00214","HFHLPAEB_03186","JOCLDNKJ_00842","MIPDHJCF_02645","DLDIJGFH_02228","ACOJFAEA_00428","JAFODMFN_00429","PJHKJHDN_00986","ABOIEABI_02149","FFKIDJGC_01334"
"group_1297","","hypothetical protein",580,580,1,1,2951,NA,NA,"",800,1031,1023,"FNDKDPDO_01946","BIBHBEME_01549","ADMPKBAP_00271","GMDHGEDP_03291","HFBCCMPJ_02508","JKFJINKE_00884","HFHLPAEB_01220","JOCLDNKJ_03525","MIPDHJCF_00413","DLDIJGFH_02258","ACOJFAEA_00398","JAFODMFN_00399","PJHKJHDN_01016","ABOIEABI_03373","FFKIDJGC_00643"
"rlmD","","23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD",580,580,1,1,2949,NA,NA,"",182,1295,1293,"FNDKDPDO_01948","BIBHBEME_01547","ADMPKBAP_00273","GMDHGEDP_03293","HFBCCMPJ_02506","JKFJINKE_00882","HFHLPAEB_01218","JOCLDNKJ_03527","MIPDHJCF_00415","DLDIJGFH_02260","ACOJFAEA_00396","JAFODMFN_00397","PJHKJHDN_01018","ABOIEABI_03375","FFKIDJGC_00645"
"yqjF","","Inner membrane protein YqjF",580,580,1,1,2665,NA,NA,"",392,485,410,"FNDKDPDO_03057","BIBHBEME_04158","ADMPKBAP_00552","GMDHGEDP_00205","HFBCCMPJ_00824","JKFJINKE_02467","HFHLPAEB_00938","JOCLDNKJ_01992","MIPDHJCF_00694","DLDIJGFH_02791","ACOJFAEA_00117","JAFODMFN_00118","PJHKJHDN_01298","ABOIEABI_02534","FFKIDJGC_03327"
