"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","NDSU8","SRR7041622","SRR27313648","SRR14766454","SRR28830416","SRR5905502","SRR27708439","SRR5905278","SRR1556962","SRR3000888","SRR5883584","SRR14766398","SRR14766355","SRR18233389","SRR5905019"
"pdeA","","putative cyclic di-GMP phosphodiesterase PdeA",581,581,1,1,3983,NA,NA,"",1460,2189,2186,"CDDPGOFG_00196","KJAFDFOC_01494","MMJCEBPP_02535","DHLDAANJ_00994","KJPJOPGC_02538","ALBBHPCD_02086","JJJDFGFB_02871","PDACKNEK_01533","BILPJOLC_02952","HAJGLMEJ_00821","KOJKBHOL_02166","POCPDFCE_02597","KIGINCLF_00657","MCIBGAHP_01538","BIAKFFOC_00434"
"ppk","","Polyphosphate kinase",581,581,1,1,4160,NA,NA,"",1502,2066,2065,"CDDPGOFG_00103","KJAFDFOC_01401","MMJCEBPP_02628","DHLDAANJ_00901","KJPJOPGC_02631","ALBBHPCD_02179","JJJDFGFB_02964","PDACKNEK_01626","BILPJOLC_02859","HAJGLMEJ_00914","KOJKBHOL_02073","POCPDFCE_00751","KIGINCLF_00564","MCIBGAHP_01631","BIAKFFOC_00527"
"group_949","","hypothetical protein",581,581,1,1,4144,NA,NA,"",323,959,957,"CDDPGOFG_00089","KJAFDFOC_01387","MMJCEBPP_02643","DHLDAANJ_03680","KJPJOPGC_02646","ALBBHPCD_02194","JJJDFGFB_02979","PDACKNEK_03373","BILPJOLC_02845","HAJGLMEJ_00928","KOJKBHOL_02059","POCPDFCE_03858","KIGINCLF_04015","MCIBGAHP_01646","BIAKFFOC_00542"
"hscA","","Chaperone protein HscA",581,581,1,1,4116,NA,NA,"",995,1850,1848,"CDDPGOFG_00063","KJAFDFOC_02421","MMJCEBPP_02669","DHLDAANJ_03429","KJPJOPGC_02672","ALBBHPCD_02220","JJJDFGFB_03005","PDACKNEK_03347","BILPJOLC_02819","HAJGLMEJ_00954","KOJKBHOL_02033","POCPDFCE_02045","KIGINCLF_03989","MCIBGAHP_01672","BIAKFFOC_03370"
"asrA","","Anaerobic sulfite reductase subunit A",581,581,1,1,4107,NA,NA,"",866,1043,1039,"CDDPGOFG_00054","KJAFDFOC_02430","MMJCEBPP_02678","DHLDAANJ_04396","KJPJOPGC_02681","ALBBHPCD_02229","JJJDFGFB_03014","PDACKNEK_03338","BILPJOLC_02810","HAJGLMEJ_00963","KOJKBHOL_02024","POCPDFCE_04088","KIGINCLF_04536","MCIBGAHP_01681","BIAKFFOC_03361"
"dmsC_2","","Anaerobic dimethyl sulfoxide reductase chain C",581,581,1,1,4369,NA,NA,"",770,863,862,"CDDPGOFG_02727","KJAFDFOC_00835","MMJCEBPP_00830","DHLDAANJ_02475","KJPJOPGC_00993","ALBBHPCD_00991","JJJDFGFB_01735","PDACKNEK_00740","BILPJOLC_01573","HAJGLMEJ_01388","KOJKBHOL_01280","POCPDFCE_04058","KIGINCLF_02242","MCIBGAHP_03189","BIAKFFOC_02063"
"group_965","","Electron transfer flavoprotein-ubiquinone oxidoreductase",581,581,1,1,4294,NA,NA,"",1184,1685,1681,"CDDPGOFG_04357","KJAFDFOC_00903","MMJCEBPP_00762","DHLDAANJ_02654","KJPJOPGC_01061","ALBBHPCD_01059","JJJDFGFB_01803","PDACKNEK_00808","BILPJOLC_01505","HAJGLMEJ_01320","KOJKBHOL_01212","POCPDFCE_02931","KIGINCLF_02174","MCIBGAHP_03257","BIAKFFOC_01995"
"ybiV_2","","Sugar phosphatase YbiV",581,581,1,1,4273,NA,NA,"",434,809,808,"CDDPGOFG_02616","KJAFDFOC_00921","MMJCEBPP_00744","DHLDAANJ_02672","KJPJOPGC_01079","ALBBHPCD_01077","JJJDFGFB_01821","PDACKNEK_03641","BILPJOLC_01487","HAJGLMEJ_01302","KOJKBHOL_01194","POCPDFCE_03628","KIGINCLF_02156","MCIBGAHP_03275","BIAKFFOC_01977"
"group_973","","hypothetical protein",581,581,1,1,4237,NA,NA,"",323,602,601,"CDDPGOFG_02651","KJAFDFOC_03577","MMJCEBPP_00709","DHLDAANJ_01843","KJPJOPGC_01117","ALBBHPCD_01112","JJJDFGFB_01856","PDACKNEK_03606","BILPJOLC_01452","HAJGLMEJ_03791","KOJKBHOL_04241","POCPDFCE_02481","KIGINCLF_03397","MCIBGAHP_03310","BIAKFFOC_03568"
"group_979","","hypothetical protein",581,581,1,1,4204,NA,NA,"",515,908,907,"CDDPGOFG_02682","KJAFDFOC_03546","MMJCEBPP_00678","DHLDAANJ_01812","KJPJOPGC_01148","ALBBHPCD_01143","JJJDFGFB_01887","PDACKNEK_03575","BILPJOLC_01421","HAJGLMEJ_03822","KOJKBHOL_04272","POCPDFCE_02242","KIGINCLF_03366","MCIBGAHP_03341","BIAKFFOC_03599"
"cbiH","","putative cobalt-factor III C(17)-methyltransferase",581,581,1,1,5686,NA,NA,"",401,725,723,"CDDPGOFG_01389","KJAFDFOC_02946","MMJCEBPP_03487","DHLDAANJ_02395","KJPJOPGC_03619","ALBBHPCD_03978","JJJDFGFB_03613","PDACKNEK_04155","BILPJOLC_03332","HAJGLMEJ_03941","KOJKBHOL_02798","POCPDFCE_02674","KIGINCLF_02825","MCIBGAHP_02400","BIAKFFOC_03730"
"mdtA","","Multidrug resistance protein MdtA",581,581,1,1,5798,NA,NA,"",785,1241,1239,"CDDPGOFG_01493","KJAFDFOC_01047","MMJCEBPP_03591","DHLDAANJ_02967","KJPJOPGC_03515","ALBBHPCD_03563","JJJDFGFB_03509","PDACKNEK_02728","BILPJOLC_03228","HAJGLMEJ_02111","KOJKBHOL_02902","POCPDFCE_03326","KIGINCLF_01515","MCIBGAHP_02504","BIAKFFOC_01889"
"group_997","","hypothetical protein",581,581,1,1,5923,NA,NA,"",707,887,886,"CDDPGOFG_01565","KJAFDFOC_00975","MMJCEBPP_03663","DHLDAANJ_01899","KJPJOPGC_03443","ALBBHPCD_03491","JJJDFGFB_03437","PDACKNEK_02801","BILPJOLC_03156","HAJGLMEJ_02039","KOJKBHOL_02974","POCPDFCE_03791","KIGINCLF_01443","MCIBGAHP_02576","BIAKFFOC_01961"
"group_998","","hypothetical protein",581,581,1,1,5928,NA,NA,"",887,1049,1048,"CDDPGOFG_01570","KJAFDFOC_00970","MMJCEBPP_03668","DHLDAANJ_01904","KJPJOPGC_03438","ALBBHPCD_03486","JJJDFGFB_03432","PDACKNEK_02806","BILPJOLC_03151","HAJGLMEJ_02034","KOJKBHOL_02979","POCPDFCE_03299","KIGINCLF_01438","MCIBGAHP_02581","BIAKFFOC_01966"
"hprR","","Transcriptional regulatory protein HprR",580,580,1,1,4512,NA,NA,"",605,737,736,"CDDPGOFG_03385","KJAFDFOC_00705","MMJCEBPP_00961","DHLDAANJ_01695","KJPJOPGC_00863","ALBBHPCD_00861","JJJDFGFB_01605","PDACKNEK_00609","BILPJOLC_01703","HAJGLMEJ_01518","KOJKBHOL_01410","POCPDFCE_04128","KIGINCLF_03075","MCIBGAHP_03020","BIAKFFOC_02271"
"group_1008","","hypothetical protein",580,580,1,1,4573,NA,NA,"",641,1286,1283,"CDDPGOFG_01928","KJAFDFOC_00650","MMJCEBPP_01016","DHLDAANJ_03716","KJPJOPGC_00808","ALBBHPCD_00806","JJJDFGFB_01550","PDACKNEK_00554","BILPJOLC_01758","HAJGLMEJ_04558","KOJKBHOL_01465","POCPDFCE_03475","KIGINCLF_03130","MCIBGAHP_02965","BIAKFFOC_02326"
"group_1010","","hypothetical protein",580,580,1,1,4574,NA,NA,"",176,1088,1086,"CDDPGOFG_01929","KJAFDFOC_00649","MMJCEBPP_01017","DHLDAANJ_03715","KJPJOPGC_00807","ALBBHPCD_00805","JJJDFGFB_01549","PDACKNEK_00553","BILPJOLC_01759","HAJGLMEJ_04559","KOJKBHOL_01466","POCPDFCE_03474","KIGINCLF_03131","MCIBGAHP_02964","BIAKFFOC_02327"
"group_1016","","hypothetical protein",580,580,1,1,4596,NA,NA,"",284,377,376,"CDDPGOFG_01947","KJAFDFOC_02038","MMJCEBPP_01034","DHLDAANJ_04593","KJPJOPGC_00790","ALBBHPCD_00787","JJJDFGFB_01532","PDACKNEK_00535","BILPJOLC_01777","HAJGLMEJ_04575","KOJKBHOL_01483","POCPDFCE_04514","KIGINCLF_04675","MCIBGAHP_02947","BIAKFFOC_02345"
"group_1017","ompC_3","Outer membrane porin C",580,580,1,1,4599,NA,NA,"",350,557,553,"CDDPGOFG_01950","KJAFDFOC_02041","MMJCEBPP_01037","DHLDAANJ_04590","KJPJOPGC_00787","ALBBHPCD_00784","JJJDFGFB_01529","PDACKNEK_00532","BILPJOLC_01780","HAJGLMEJ_04578","KOJKBHOL_01486","POCPDFCE_04511","KIGINCLF_04678","MCIBGAHP_02944","BIAKFFOC_02348"
"mepM","","Murein DD-endopeptidase MepM",580,580,1,1,4700,NA,NA,"",1100,1319,1318,"CDDPGOFG_02050","KJAFDFOC_02141","MMJCEBPP_01137","DHLDAANJ_01618","KJPJOPGC_00687","ALBBHPCD_00684","JJJDFGFB_01429","PDACKNEK_00432","BILPJOLC_01880","HAJGLMEJ_03052","KOJKBHOL_01586","POCPDFCE_01969","KIGINCLF_03699","MCIBGAHP_04390","BIAKFFOC_02824"
"group_1025","","hypothetical protein",580,580,1,1,2356,NA,NA,"",1028,1763,1761,"CDDPGOFG_01795","KJAFDFOC_03616","MMJCEBPP_03880","DHLDAANJ_02181","KJPJOPGC_03721","ALBBHPCD_04323","JJJDFGFB_03726","PDACKNEK_04262","BILPJOLC_03677","HAJGLMEJ_03417","KOJKBHOL_04322","POCPDFCE_00505","KIGINCLF_03512","MCIBGAHP_03366","BIAKFFOC_01405"
"scrK","","Fructokinase",580,580,1,1,2286,NA,NA,"",683,959,958,"CDDPGOFG_02257","KJAFDFOC_02582","MMJCEBPP_04159","DHLDAANJ_02748","KJPJOPGC_04167","ALBBHPCD_03811","JJJDFGFB_03981","PDACKNEK_03412","BILPJOLC_04120","HAJGLMEJ_02227","KOJKBHOL_03824","POCPDFCE_01196","KIGINCLF_01930","MCIBGAHP_03962","BIAKFFOC_02909"
"metE","","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase",580,580,1,1,3295,NA,NA,"",1277,2264,2260,"CDDPGOFG_03797","KJAFDFOC_04346","MMJCEBPP_04300","DHLDAANJ_03356","KJPJOPGC_04300","ALBBHPCD_04104","JJJDFGFB_04194","PDACKNEK_03718","BILPJOLC_04218","HAJGLMEJ_03337","KOJKBHOL_04033","POCPDFCE_03038","KIGINCLF_02951","MCIBGAHP_04059","BIAKFFOC_03242"
"group_1060","","hypothetical protein",580,580,1,1,1428,NA,NA,"",1079,1400,1399,"CDDPGOFG_03610","KJAFDFOC_03165","MMJCEBPP_04322","DHLDAANJ_01583","KJPJOPGC_04387","ALBBHPCD_04191","JJJDFGFB_04325","PDACKNEK_03797","BILPJOLC_04349","HAJGLMEJ_03582","KOJKBHOL_04120","POCPDFCE_00663","KIGINCLF_03356","MCIBGAHP_04125","BIAKFFOC_03382"
"csrD","","RNase E specificity factor CsrD",580,580,1,1,1963,NA,NA,"",1463,1940,1939,"CDDPGOFG_03940","KJAFDFOC_04061","MMJCEBPP_04465","DHLDAANJ_02892","KJPJOPGC_04555","ALBBHPCD_04360","JJJDFGFB_04414","PDACKNEK_04422","BILPJOLC_04510","HAJGLMEJ_04242","KOJKBHOL_04419","POCPDFCE_01660","KIGINCLF_04095","MCIBGAHP_04469","BIAKFFOC_04106"
"ybhA_1","","Pyridoxal phosphate phosphatase YbhA",580,580,1,1,4212,NA,NA,"",767,824,817,"CDDPGOFG_02675","KJAFDFOC_03553","MMJCEBPP_00685","DHLDAANJ_01819","KJPJOPGC_01141","ALBBHPCD_01136","JJJDFGFB_01880","PDACKNEK_03582","BILPJOLC_01428","HAJGLMEJ_03815","KOJKBHOL_04265","POCPDFCE_02235","KIGINCLF_03373","MCIBGAHP_03334","BIAKFFOC_03592"
"group_1149","","hypothetical protein",580,580,1,1,4736,NA,NA,"",176,419,418,"CDDPGOFG_01766","KJAFDFOC_02174","MMJCEBPP_01613","DHLDAANJ_01585","KJPJOPGC_01617","ALBBHPCD_01165","JJJDFGFB_00014","PDACKNEK_01888","BILPJOLC_00015","HAJGLMEJ_04602","KOJKBHOL_00732","POCPDFCE_04366","KIGINCLF_04560","MCIBGAHP_04293","BIAKFFOC_02363"
"pdeD","","putative cyclic di-GMP phosphodiesterase PdeD",580,580,1,1,4769,NA,NA,"",1211,1601,1600,"CDDPGOFG_01736","KJAFDFOC_03363","MMJCEBPP_01644","DHLDAANJ_02625","KJPJOPGC_01648","ALBBHPCD_01196","JJJDFGFB_00045","PDACKNEK_01919","BILPJOLC_00046","HAJGLMEJ_03859","KOJKBHOL_00702","POCPDFCE_01076","KIGINCLF_02501","MCIBGAHP_04324","BIAKFFOC_02394"
"oppA","","Periplasmic oligopeptide-binding protein",580,580,1,1,4850,NA,NA,"",746,1631,1629,"CDDPGOFG_01656","KJAFDFOC_00358","MMJCEBPP_01724","DHLDAANJ_01347","KJPJOPGC_01728","ALBBHPCD_01276","JJJDFGFB_00125","PDACKNEK_01999","BILPJOLC_00126","HAJGLMEJ_02810","KOJKBHOL_00622","POCPDFCE_04036","KIGINCLF_02421","MCIBGAHP_00654","BIAKFFOC_04503"
"pspE","","Thiosulfate sulfurtransferase PspE",580,580,1,1,4917,NA,NA,"",314,347,314,"CDDPGOFG_00363","KJAFDFOC_00420","MMJCEBPP_01786","DHLDAANJ_01285","KJPJOPGC_01790","ALBBHPCD_01338","JJJDFGFB_00188","PDACKNEK_02061","BILPJOLC_00188","HAJGLMEJ_02748","KOJKBHOL_00560","POCPDFCE_02084","KIGINCLF_02671","MCIBGAHP_00716","BIAKFFOC_00752"
"tpx_2","","Thiol peroxidase",580,580,1,1,4937,NA,NA,"",485,518,517,"CDDPGOFG_00382","KJAFDFOC_00439","MMJCEBPP_01805","DHLDAANJ_03594","KJPJOPGC_01809","ALBBHPCD_01357","JJJDFGFB_00207","PDACKNEK_02080","BILPJOLC_00207","HAJGLMEJ_02729","KOJKBHOL_00541","POCPDFCE_03947","KIGINCLF_02690","MCIBGAHP_00735","BIAKFFOC_00733"
"group_1181","","hypothetical protein",580,580,1,1,4963,NA,NA,"",152,323,322,"CDDPGOFG_00404","KJAFDFOC_00461","MMJCEBPP_01827","DHLDAANJ_03572","KJPJOPGC_01831","ALBBHPCD_01379","JJJDFGFB_00229","PDACKNEK_02102","BILPJOLC_00229","HAJGLMEJ_01993","KOJKBHOL_00519","POCPDFCE_03815","KIGINCLF_02712","MCIBGAHP_00757","BIAKFFOC_00711"
"group_1182","","hypothetical protein",580,580,1,1,4966,NA,NA,"",707,3920,3914,"CDDPGOFG_00407","KJAFDFOC_00464","MMJCEBPP_01830","DHLDAANJ_03569","KJPJOPGC_01834","ALBBHPCD_01382","JJJDFGFB_00232","PDACKNEK_02105","BILPJOLC_00232","HAJGLMEJ_01990","KOJKBHOL_00516","POCPDFCE_03818","KIGINCLF_02715","MCIBGAHP_00760","BIAKFFOC_00708"
"glnQ_1","","Glutamine transport ATP-binding protein GlnQ",580,580,1,1,4974,NA,NA,"",629,731,730,"CDDPGOFG_00414","KJAFDFOC_00471","MMJCEBPP_01837","DHLDAANJ_03235","KJPJOPGC_01841","ALBBHPCD_01389","JJJDFGFB_00239","PDACKNEK_02112","BILPJOLC_00239","HAJGLMEJ_01983","KOJKBHOL_00509","POCPDFCE_04404","KIGINCLF_03222","MCIBGAHP_00767","BIAKFFOC_00701"
"group_1184","","hypothetical protein",580,580,1,1,4976,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",326,524,523,"CDDPGOFG_00416","KJAFDFOC_00473","MMJCEBPP_01839","DHLDAANJ_03237","KJPJOPGC_01843","ALBBHPCD_01391","JJJDFGFB_00241","PDACKNEK_02114","BILPJOLC_00241","HAJGLMEJ_01981","KOJKBHOL_00507","POCPDFCE_04402","KIGINCLF_03224","MCIBGAHP_00769","BIAKFFOC_00699"
"rimL","","Ribosomal-protein-serine acetyltransferase",580,580,1,1,5004,NA,NA,"",359,539,538,"CDDPGOFG_00439","KJAFDFOC_00496","MMJCEBPP_01863","DHLDAANJ_03260","KJPJOPGC_01866","ALBBHPCD_01414","JJJDFGFB_00264","PDACKNEK_03501","BILPJOLC_00264","HAJGLMEJ_01958","KOJKBHOL_00484","POCPDFCE_04176","KIGINCLF_03247","MCIBGAHP_00792","BIAKFFOC_00676"
"group_1191","","hypothetical protein",580,580,1,1,5005,NA,NA,"",827,980,979,"CDDPGOFG_00440","KJAFDFOC_00497","MMJCEBPP_01864","DHLDAANJ_03261","KJPJOPGC_01867","ALBBHPCD_01415","JJJDFGFB_00265","PDACKNEK_03502","BILPJOLC_00265","HAJGLMEJ_01957","KOJKBHOL_00483","POCPDFCE_04177","KIGINCLF_03248","MCIBGAHP_00793","BIAKFFOC_00675"
"group_1208","","hypothetical protein",580,580,1,1,5129,NA,NA,"",677,719,706,"CDDPGOFG_00544","KJAFDFOC_00601","MMJCEBPP_01968","DHLDAANJ_01462","KJPJOPGC_01970","ALBBHPCD_01519","JJJDFGFB_00369","PDACKNEK_03901","BILPJOLC_00364","HAJGLMEJ_01853","KOJKBHOL_00379","POCPDFCE_00573","KIGINCLF_02566","MCIBGAHP_00896","BIAKFFOC_00571"
"ribC","","Riboflavin synthase",580,580,1,1,5213,NA,NA,"",452,641,640,"CDDPGOFG_00620","KJAFDFOC_03803","MMJCEBPP_03365","DHLDAANJ_00364","KJPJOPGC_03104","ALBBHPCD_02585","JJJDFGFB_00445","PDACKNEK_04561","BILPJOLC_00440","HAJGLMEJ_03632","KOJKBHOL_00303","POCPDFCE_00922","KIGINCLF_01033","MCIBGAHP_00972","BIAKFFOC_03657"
"group_1216","","hypothetical protein",580,580,1,1,5222,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",377,431,402,"CDDPGOFG_04628","KJAFDFOC_03813","MMJCEBPP_03355","DHLDAANJ_00354","KJPJOPGC_03114","ALBBHPCD_02575","JJJDFGFB_00455","PDACKNEK_01091","BILPJOLC_00450","HAJGLMEJ_03622","KOJKBHOL_00293","POCPDFCE_03463","KIGINCLF_01043","MCIBGAHP_00982","BIAKFFOC_03667"
"group_1217","","hypothetical protein",580,580,1,1,5227,NA,NA,"",830,992,991,"CDDPGOFG_04583","KJAFDFOC_03817","MMJCEBPP_03351","DHLDAANJ_00350","KJPJOPGC_03118","ALBBHPCD_02571","JJJDFGFB_00459","PDACKNEK_01095","BILPJOLC_00454","HAJGLMEJ_03618","KOJKBHOL_00289","POCPDFCE_03459","KIGINCLF_01047","MCIBGAHP_00986","BIAKFFOC_03671"
"selO","","Protein adenylyltransferase SelO",580,580,1,1,5297,NA,NA,"",452,1442,1440,"CDDPGOFG_00923","KJAFDFOC_01986","MMJCEBPP_03284","DHLDAANJ_00283","KJPJOPGC_03185","ALBBHPCD_02504","JJJDFGFB_00526","PDACKNEK_01162","BILPJOLC_00521","HAJGLMEJ_03109","KOJKBHOL_00222","POCPDFCE_00825","KIGINCLF_01115","MCIBGAHP_02659","BIAKFFOC_00842"
"pheS","","Phenylalanine--tRNA ligase alpha subunit",580,580,1,1,5306,NA,NA,"",452,983,982,"CDDPGOFG_00931","KJAFDFOC_01978","MMJCEBPP_03276","DHLDAANJ_00275","KJPJOPGC_03193","ALBBHPCD_02496","JJJDFGFB_00534","PDACKNEK_01170","BILPJOLC_00529","HAJGLMEJ_03117","KOJKBHOL_00214","POCPDFCE_00833","KIGINCLF_01123","MCIBGAHP_02667","BIAKFFOC_00850"
"aroQ","","Monofunctional chorismate mutase",580,580,1,1,5387,NA,NA,"",506,545,544,"CDDPGOFG_01007","KJAFDFOC_04320","MMJCEBPP_03200","DHLDAANJ_03539","KJPJOPGC_03269","ALBBHPCD_02420","JJJDFGFB_00610","PDACKNEK_01246","BILPJOLC_00605","HAJGLMEJ_02449","KOJKBHOL_00138","POCPDFCE_04244","KIGINCLF_01199","MCIBGAHP_02743","BIAKFFOC_00926"
"thiK","","Thiamine kinase",580,580,1,1,5448,NA,NA,"",791,824,823,"CDDPGOFG_01066","KJAFDFOC_02365","MMJCEBPP_03141","DHLDAANJ_02138","KJPJOPGC_03328","ALBBHPCD_02361","JJJDFGFB_00669","PDACKNEK_01305","BILPJOLC_00664","HAJGLMEJ_02508","KOJKBHOL_00079","POCPDFCE_00459","KIGINCLF_03430","MCIBGAHP_02802","BIAKFFOC_00985"
"csgB","","Minor curlin subunit",580,580,1,1,5519,NA,NA,"",254,455,454,"CDDPGOFG_04391","KJAFDFOC_02299","MMJCEBPP_03075","DHLDAANJ_02072","KJPJOPGC_03394","ALBBHPCD_02295","JJJDFGFB_00735","PDACKNEK_01371","BILPJOLC_00730","HAJGLMEJ_02574","KOJKBHOL_00013","POCPDFCE_03727","KIGINCLF_03496","MCIBGAHP_02868","BIAKFFOC_01051"
"group_1266","","IS200/IS605 family transposase IS200F",580,580,1,1,3096,NA,NA,"",245,395,328,"CDDPGOFG_04445","KJAFDFOC_04021","MMJCEBPP_00079","DHLDAANJ_00759","KJPJOPGC_00079","ALBBHPCD_00079","JJJDFGFB_01333","PDACKNEK_02434","BILPJOLC_00821","HAJGLMEJ_01736","KOJKBHOL_03198","POCPDFCE_03005","KIGINCLF_01304","MCIBGAHP_00015","BIAKFFOC_02989"
"norR_1","","Anaerobic nitric oxide reductase transcription regulator NorR",580,580,1,1,3167,NA,NA,"",1400,1520,1519,"CDDPGOFG_02921","KJAFDFOC_03496","MMJCEBPP_00150","DHLDAANJ_00688","KJPJOPGC_00150","ALBBHPCD_00150","JJJDFGFB_01262","PDACKNEK_02363","BILPJOLC_00892","HAJGLMEJ_01665","KOJKBHOL_03127","POCPDFCE_01327","KIGINCLF_01375","MCIBGAHP_00085","BIAKFFOC_02620"
"hycE","","Formate hydrogenlyase subunit 5",580,580,1,1,3179,NA,NA,"",1646,1709,1708,"CDDPGOFG_02931","KJAFDFOC_03486","MMJCEBPP_00160","DHLDAANJ_00678","KJPJOPGC_00160","ALBBHPCD_00160","JJJDFGFB_01252","PDACKNEK_02353","BILPJOLC_00902","HAJGLMEJ_01655","KOJKBHOL_03117","POCPDFCE_01317","KIGINCLF_01385","MCIBGAHP_00095","BIAKFFOC_02630"
"sipA","","Cell invasion protein SipA",580,580,1,1,3212,NA,NA,"",359,2057,2054,"CDDPGOFG_04524","KJAFDFOC_03158","MMJCEBPP_00193","DHLDAANJ_03329","KJPJOPGC_00193","ALBBHPCD_00193","JJJDFGFB_01219","PDACKNEK_01071","BILPJOLC_00935","HAJGLMEJ_01622","KOJKBHOL_03084","POCPDFCE_02977","KIGINCLF_03044","MCIBGAHP_00128","BIAKFFOC_02663"
"pphB","","Serine/threonine-protein phosphatase 2",580,580,1,1,3235,NA,NA,"",569,656,654,"CDDPGOFG_04615","KJAFDFOC_03136","MMJCEBPP_00215","DHLDAANJ_02533","KJPJOPGC_00215","ALBBHPCD_00215","JJJDFGFB_01197","PDACKNEK_01049","BILPJOLC_00957","HAJGLMEJ_01600","KOJKBHOL_03062","POCPDFCE_01753","KIGINCLF_03022","MCIBGAHP_00150","BIAKFFOC_02685"
"ygbE","","Inner membrane protein YgbE",580,580,1,1,2983,NA,NA,"",131,323,322,"CDDPGOFG_03016","KJAFDFOC_03110","MMJCEBPP_00241","DHLDAANJ_02559","KJPJOPGC_00241","ALBBHPCD_00241","JJJDFGFB_01171","PDACKNEK_01023","BILPJOLC_00983","HAJGLMEJ_01574","KOJKBHOL_03036","POCPDFCE_01779","KIGINCLF_02996","MCIBGAHP_00176","BIAKFFOC_02711"
"group_1297","","hypothetical protein",580,580,1,1,2951,NA,NA,"",800,1031,1023,"CDDPGOFG_02986","KJAFDFOC_02560","MMJCEBPP_00271","DHLDAANJ_01180","KJPJOPGC_00271","ALBBHPCD_00271","JJJDFGFB_01141","PDACKNEK_00993","BILPJOLC_01013","HAJGLMEJ_00017","KOJKBHOL_03961","POCPDFCE_00337","KIGINCLF_02725","MCIBGAHP_00206","BIAKFFOC_01437"
"rlmD","","23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD",580,580,1,1,2949,NA,NA,"",182,1295,1293,"CDDPGOFG_02984","KJAFDFOC_02558","MMJCEBPP_00273","DHLDAANJ_01178","KJPJOPGC_00273","ALBBHPCD_00273","JJJDFGFB_01139","PDACKNEK_00991","BILPJOLC_01015","HAJGLMEJ_00019","KOJKBHOL_03959","POCPDFCE_00339","KIGINCLF_02727","MCIBGAHP_00208","BIAKFFOC_01439"
"yqjF","","Inner membrane protein YqjF",580,580,1,1,2665,NA,NA,"",392,485,410,"CDDPGOFG_02834","KJAFDFOC_01269","MMJCEBPP_00552","DHLDAANJ_00419","KJPJOPGC_00553","ALBBHPCD_00552","JJJDFGFB_00861","PDACKNEK_02218","BILPJOLC_01294","HAJGLMEJ_00298","KOJKBHOL_03589","POCPDFCE_02506","KIGINCLF_00401","MCIBGAHP_00487","BIAKFFOC_01682"
"tdcC","","Threonine/serine transporter TdcC",580,580,1,1,2653,NA,NA,"",962,1331,1330,"CDDPGOFG_02822","KJAFDFOC_01281","MMJCEBPP_00564","DHLDAANJ_00431","KJPJOPGC_00565","ALBBHPCD_00564","JJJDFGFB_00849","PDACKNEK_02230","BILPJOLC_01306","HAJGLMEJ_00310","KOJKBHOL_03577","POCPDFCE_02518","KIGINCLF_00389","MCIBGAHP_00499","BIAKFFOC_01670"
"caf1M_2","","Chaperone protein caf1M",580,580,1,1,181,NA,NA,"",512,644,512,"CDDPGOFG_04667","KJAFDFOC_02907","MMJCEBPP_03012","DHLDAANJ_01360","KJPJOPGC_03017","ALBBHPCD_03034","JJJDFGFB_03117","PDACKNEK_01677","BILPJOLC_03466","HAJGLMEJ_01297","KOJKBHOL_02640","POCPDFCE_01718","KIGINCLF_00984","MCIBGAHP_02013","BIAKFFOC_00256"
"pepD","","Cytosol non-specific dipeptidase",580,580,1,1,812,NA,NA,"",770,1457,1455,"CDDPGOFG_00629","KJAFDFOC_02891","MMJCEBPP_02996","DHLDAANJ_01376","KJPJOPGC_03001","ALBBHPCD_03018","JJJDFGFB_03133","PDACKNEK_01693","BILPJOLC_03482","HAJGLMEJ_01281","KOJKBHOL_02624","POCPDFCE_01702","KIGINCLF_00968","MCIBGAHP_01997","BIAKFFOC_00240"
"gpt","","Xanthine phosphoribosyltransferase",580,580,1,1,811,NA,NA,"",428,458,457,"CDDPGOFG_00630","KJAFDFOC_02890","MMJCEBPP_02995","DHLDAANJ_01377","KJPJOPGC_03000","ALBBHPCD_03017","JJJDFGFB_03134","PDACKNEK_01694","BILPJOLC_03483","HAJGLMEJ_01280","KOJKBHOL_02623","POCPDFCE_01701","KIGINCLF_00967","MCIBGAHP_01996","BIAKFFOC_00239"
"sfaA","","S-fimbrial protein subunit SfaA",580,580,1,1,786,NA,NA,"",476,536,535,"CDDPGOFG_00655","KJAFDFOC_02865","MMJCEBPP_02970","DHLDAANJ_01402","KJPJOPGC_02975","ALBBHPCD_02992","JJJDFGFB_03159","PDACKNEK_01719","BILPJOLC_03508","HAJGLMEJ_01255","KOJKBHOL_02598","POCPDFCE_04342","KIGINCLF_00942","MCIBGAHP_01971","BIAKFFOC_00214"
