"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR10963338","SRR1515962","SRR14766360","SRR5666360","SRR14766372","SRR18233392","SRR23043677","SRR14766415","NDSU13","SRR14766340","SRR9301020","SRR14766411","SRR5928137","SRR12991092","SRR5905281"
"ampG","","Anhydromuropeptide permease",579,579,1,1,660,NA,NA,"",1481,1481,1481,"HJPBANPH_00461","HBFNLEKM_03901","CDIKHPPE_00533","KHAGAGIB_01833","OFPOAPDN_03266","COLOCJJI_01652","ANJCIHOA_02867","FGNPIGJI_01939","GBFFMACB_00369","NLELDDOK_00452","CLMPPMAO_02843","IABIGAJC_01234","FHJCNOBE_01373","KEBBHCLF_01769","GAMKEBON_00477"
"group_2405","","hypothetical protein",579,579,1,1,659,NA,NA,"",632,632,632,"HJPBANPH_00460","HBFNLEKM_03902","CDIKHPPE_00532","KHAGAGIB_01834","OFPOAPDN_03267","COLOCJJI_01653","ANJCIHOA_02866","FGNPIGJI_01938","GBFFMACB_00368","NLELDDOK_00451","CLMPPMAO_02844","IABIGAJC_01235","FHJCNOBE_01374","KEBBHCLF_01770","GAMKEBON_00478"
"bolA","","DNA-binding transcriptional regulator BolA",579,579,1,1,658,NA,NA,"",314,314,314,"HJPBANPH_00459","HBFNLEKM_03903","CDIKHPPE_00531","KHAGAGIB_01835","OFPOAPDN_03268","COLOCJJI_01654","ANJCIHOA_02865","FGNPIGJI_01937","GBFFMACB_00367","NLELDDOK_00450","CLMPPMAO_02845","IABIGAJC_01236","FHJCNOBE_01375","KEBBHCLF_01771","GAMKEBON_00479"
"tig","","Trigger factor",579,579,1,1,657,NA,NA,"",1298,1298,1298,"HJPBANPH_00458","HBFNLEKM_03904","CDIKHPPE_00530","KHAGAGIB_01836","OFPOAPDN_03269","COLOCJJI_01655","ANJCIHOA_02864","FGNPIGJI_01936","GBFFMACB_00366","NLELDDOK_00449","CLMPPMAO_02846","IABIGAJC_01237","FHJCNOBE_01376","KEBBHCLF_01772","GAMKEBON_00480"
"lon_2","","Lon protease",579,579,1,1,653,NA,NA,"",2354,2354,2354,"HJPBANPH_00455","HBFNLEKM_03907","CDIKHPPE_00527","KHAGAGIB_01839","OFPOAPDN_03272","COLOCJJI_01658","ANJCIHOA_02861","FGNPIGJI_01933","GBFFMACB_00363","NLELDDOK_00446","CLMPPMAO_02849","IABIGAJC_01240","FHJCNOBE_01379","KEBBHCLF_01775","GAMKEBON_00483"
"hupB","","DNA-binding protein HU-beta",579,579,1,1,652,NA,NA,"",272,272,272,"HJPBANPH_00454","HBFNLEKM_03908","CDIKHPPE_00526","KHAGAGIB_01840","OFPOAPDN_03273","COLOCJJI_01659","ANJCIHOA_02860","FGNPIGJI_01932","GBFFMACB_00362","NLELDDOK_00445","CLMPPMAO_02850","IABIGAJC_01241","FHJCNOBE_01380","KEBBHCLF_01776","GAMKEBON_00484"
"ppiD","","Peptidyl-prolyl cis-trans isomerase D",579,579,1,1,651,NA,NA,"",1871,1871,1871,"HJPBANPH_00453","HBFNLEKM_03909","CDIKHPPE_00525","KHAGAGIB_01841","OFPOAPDN_03274","COLOCJJI_01660","ANJCIHOA_02859","FGNPIGJI_01931","GBFFMACB_00361","NLELDDOK_00444","CLMPPMAO_02851","IABIGAJC_01242","FHJCNOBE_01381","KEBBHCLF_01777","GAMKEBON_00485"
"group_2411","","putative protein",579,579,1,1,650,NA,NA,"",374,374,374,"HJPBANPH_00452","HBFNLEKM_03910","CDIKHPPE_00524","KHAGAGIB_01842","OFPOAPDN_03275","COLOCJJI_01661","ANJCIHOA_02858","FGNPIGJI_01930","GBFFMACB_00360","NLELDDOK_00443","CLMPPMAO_02852","IABIGAJC_01243","FHJCNOBE_01382","KEBBHCLF_01778","GAMKEBON_00486"
"fadM","","Long-chain acyl-CoA thioesterase FadM",579,579,1,1,649,NA,NA,"",398,398,398,"HJPBANPH_00451","HBFNLEKM_03911","CDIKHPPE_00523","KHAGAGIB_01843","OFPOAPDN_03276","COLOCJJI_01662","ANJCIHOA_02857","FGNPIGJI_01929","GBFFMACB_00359","NLELDDOK_00442","CLMPPMAO_02853","IABIGAJC_01244","FHJCNOBE_01383","KEBBHCLF_01779","GAMKEBON_00487"
"queC","","7-cyano-7-deazaguanine synthase",579,579,1,1,648,NA,NA,"",695,695,695,"HJPBANPH_00450","HBFNLEKM_03912","CDIKHPPE_00522","KHAGAGIB_01844","OFPOAPDN_03277","COLOCJJI_01663","ANJCIHOA_02856","FGNPIGJI_01928","GBFFMACB_00358","NLELDDOK_00441","CLMPPMAO_02854","IABIGAJC_01245","FHJCNOBE_01384","KEBBHCLF_01780","GAMKEBON_00488"
"sgrR_1","","HTH-type transcriptional regulator SgrR",579,579,1,1,647,NA,NA,"",749,749,749,"HJPBANPH_00449","HBFNLEKM_03913","CDIKHPPE_00521","KHAGAGIB_01845","OFPOAPDN_03278","COLOCJJI_01664","ANJCIHOA_02855","FGNPIGJI_01927","GBFFMACB_00357","NLELDDOK_00440","CLMPPMAO_02855","IABIGAJC_01246","FHJCNOBE_01385","KEBBHCLF_01781","GAMKEBON_00489"
"sgrR_2","","HTH-type transcriptional regulator SgrR",579,579,1,1,646,NA,NA,"",923,923,923,"HJPBANPH_00448","HBFNLEKM_03914","CDIKHPPE_00520","KHAGAGIB_01846","OFPOAPDN_03279","COLOCJJI_01665","ANJCIHOA_02854","FGNPIGJI_01926","GBFFMACB_00356","NLELDDOK_00439","CLMPPMAO_02856","IABIGAJC_01247","FHJCNOBE_01386","KEBBHCLF_01782","GAMKEBON_00490"
"sbnA","","N-(2-amino-2-carboxyethyl)-L-glutamate synthase",579,579,1,1,643,NA,NA,"",1055,1055,1055,"HJPBANPH_00446","HBFNLEKM_03916","CDIKHPPE_00518","KHAGAGIB_01848","OFPOAPDN_03281","COLOCJJI_01667","ANJCIHOA_02852","FGNPIGJI_01924","GBFFMACB_00354","NLELDDOK_00437","CLMPPMAO_02858","IABIGAJC_01249","FHJCNOBE_01388","KEBBHCLF_01784","GAMKEBON_00492"
"decR","","DNA-binding transcriptional activator DecR",579,579,1,1,642,NA,NA,"",458,458,458,"HJPBANPH_00445","HBFNLEKM_03917","CDIKHPPE_00517","KHAGAGIB_01849","OFPOAPDN_03282","COLOCJJI_01668","ANJCIHOA_02851","FGNPIGJI_01923","GBFFMACB_00353","NLELDDOK_00436","CLMPPMAO_02859","IABIGAJC_01250","FHJCNOBE_01389","KEBBHCLF_01785","GAMKEBON_00493"
"yheI","","putative multidrug resistance ABC transporter ATP-binding/permease protein YheI",579,579,1,1,641,NA,NA,"",1772,1772,1772,"HJPBANPH_00444","HBFNLEKM_03918","CDIKHPPE_00516","KHAGAGIB_01850","OFPOAPDN_03283","COLOCJJI_01669","ANJCIHOA_02850","FGNPIGJI_01922","GBFFMACB_00352","NLELDDOK_00435","CLMPPMAO_02860","IABIGAJC_01251","FHJCNOBE_01390","KEBBHCLF_01786","GAMKEBON_00494"
"mdlB","","Multidrug resistance-like ATP-binding protein MdlB",579,579,1,1,640,NA,NA,"",1781,1781,1781,"HJPBANPH_00443","HBFNLEKM_03919","CDIKHPPE_00515","KHAGAGIB_01851","OFPOAPDN_03284","COLOCJJI_01670","ANJCIHOA_02849","FGNPIGJI_01921","GBFFMACB_00351","NLELDDOK_00434","CLMPPMAO_02861","IABIGAJC_01252","FHJCNOBE_01391","KEBBHCLF_01787","GAMKEBON_00495"
"glnK","","Nitrogen regulatory protein P-II 2",579,579,1,1,639,NA,NA,"",338,338,338,"HJPBANPH_00442","HBFNLEKM_03920","CDIKHPPE_00514","KHAGAGIB_01852","OFPOAPDN_03285","COLOCJJI_01671","ANJCIHOA_02848","FGNPIGJI_01920","GBFFMACB_00350","NLELDDOK_00433","CLMPPMAO_02862","IABIGAJC_01253","FHJCNOBE_01392","KEBBHCLF_01788","GAMKEBON_00496"
"amtB","","Ammonia channel",579,579,1,1,638,NA,NA,"",1286,1286,1286,"HJPBANPH_00441","HBFNLEKM_03921","CDIKHPPE_00513","KHAGAGIB_01853","OFPOAPDN_03286","COLOCJJI_01672","ANJCIHOA_02847","FGNPIGJI_01919","GBFFMACB_00349","NLELDDOK_00432","CLMPPMAO_02863","IABIGAJC_01254","FHJCNOBE_01393","KEBBHCLF_01789","GAMKEBON_00497"
"tesB","","Acyl-CoA thioesterase 2",579,579,1,1,637,NA,NA,"",860,860,860,"HJPBANPH_00440","HBFNLEKM_03922","CDIKHPPE_00512","KHAGAGIB_01854","OFPOAPDN_03287","COLOCJJI_01673","ANJCIHOA_02846","FGNPIGJI_01918","GBFFMACB_00348","NLELDDOK_00431","CLMPPMAO_02864","IABIGAJC_01255","FHJCNOBE_01394","KEBBHCLF_01790","GAMKEBON_00498"
"ybaY","","putative lipoprotein YbaY",579,579,1,1,636,NA,NA,"",569,569,569,"HJPBANPH_00439","HBFNLEKM_03923","CDIKHPPE_00511","KHAGAGIB_01855","OFPOAPDN_03288","COLOCJJI_01674","ANJCIHOA_02845","FGNPIGJI_01917","GBFFMACB_00347","NLELDDOK_00430","CLMPPMAO_02865","IABIGAJC_01256","FHJCNOBE_01395","KEBBHCLF_01791","GAMKEBON_00499"
"atl","","DNA base-flipping protein",579,579,1,1,635,NA,NA,"",311,311,311,"HJPBANPH_00438","HBFNLEKM_03924","CDIKHPPE_00510","KHAGAGIB_01856","OFPOAPDN_03289","COLOCJJI_01675","ANJCIHOA_02844","FGNPIGJI_01916","GBFFMACB_00346","NLELDDOK_00429","CLMPPMAO_02866","IABIGAJC_01257","FHJCNOBE_01396","KEBBHCLF_01792","GAMKEBON_00500"
"pdeB","","putative cyclic di-GMP phosphodiesterase PdeB",579,579,1,1,634,NA,NA,"",1550,1550,1550,"HJPBANPH_00437","HBFNLEKM_03925","CDIKHPPE_00509","KHAGAGIB_01857","OFPOAPDN_03290","COLOCJJI_01676","ANJCIHOA_02843","FGNPIGJI_01915","GBFFMACB_00345","NLELDDOK_00428","CLMPPMAO_02867","IABIGAJC_01258","FHJCNOBE_01397","KEBBHCLF_01793","GAMKEBON_00501"
"rpmE2","","50S ribosomal protein L31 type B",579,579,1,1,633,NA,NA,"",260,260,260,"HJPBANPH_00436","HBFNLEKM_03926","CDIKHPPE_00508","KHAGAGIB_01858","OFPOAPDN_03291","COLOCJJI_01677","ANJCIHOA_02842","FGNPIGJI_01914","GBFFMACB_00344","NLELDDOK_00427","CLMPPMAO_02868","IABIGAJC_01259","FHJCNOBE_01398","KEBBHCLF_01794","GAMKEBON_00502"
"ylaC","","Inner membrane protein YlaC",579,579,1,1,632,NA,NA,"",470,470,470,"HJPBANPH_00435","HBFNLEKM_03927","CDIKHPPE_00507","KHAGAGIB_01859","OFPOAPDN_03292","COLOCJJI_01678","ANJCIHOA_02841","FGNPIGJI_01913","GBFFMACB_00343","NLELDDOK_00426","CLMPPMAO_02869","IABIGAJC_01260","FHJCNOBE_01399","KEBBHCLF_01795","GAMKEBON_00503"
"maa","","Maltose O-acetyltransferase",579,579,1,1,631,NA,NA,"",551,551,551,"HJPBANPH_00434","HBFNLEKM_03928","CDIKHPPE_00506","KHAGAGIB_01860","OFPOAPDN_03293","COLOCJJI_01679","ANJCIHOA_02840","FGNPIGJI_01912","GBFFMACB_00342","NLELDDOK_00425","CLMPPMAO_02870","IABIGAJC_01261","FHJCNOBE_01400","KEBBHCLF_01796","GAMKEBON_00504"
"group_2431","","hypothetical protein",579,579,1,1,621,NA,NA,"",167,167,167,"HJPBANPH_00426","HBFNLEKM_04211","CDIKHPPE_00498","KHAGAGIB_01868","OFPOAPDN_03301","COLOCJJI_01687","ANJCIHOA_02832","FGNPIGJI_01904","GBFFMACB_00334","NLELDDOK_00417","CLMPPMAO_02878","IABIGAJC_01269","FHJCNOBE_01408","KEBBHCLF_01804","GAMKEBON_00512"
"priC","","Primosomal replication protein N''",579,579,1,1,620,NA,NA,"",515,515,515,"HJPBANPH_00425","HBFNLEKM_04212","CDIKHPPE_00497","KHAGAGIB_01869","OFPOAPDN_03302","COLOCJJI_01688","ANJCIHOA_02831","FGNPIGJI_01903","GBFFMACB_00333","NLELDDOK_00416","CLMPPMAO_02879","IABIGAJC_01270","FHJCNOBE_01409","KEBBHCLF_01805","GAMKEBON_00513"
"ybaN","","Inner membrane protein YbaN",579,579,1,1,619,NA,NA,"",377,377,377,"HJPBANPH_00424","HBFNLEKM_04213","CDIKHPPE_00496","KHAGAGIB_01870","OFPOAPDN_03303","COLOCJJI_01689","ANJCIHOA_02830","FGNPIGJI_01902","GBFFMACB_00332","NLELDDOK_00415","CLMPPMAO_02880","IABIGAJC_01271","FHJCNOBE_01410","KEBBHCLF_01806","GAMKEBON_00514"
"apt","","Adenine phosphoribosyltransferase",579,579,1,1,618,NA,NA,"",551,551,551,"HJPBANPH_00423","HBFNLEKM_04214","CDIKHPPE_00495","KHAGAGIB_01871","OFPOAPDN_03304","COLOCJJI_01690","ANJCIHOA_02829","FGNPIGJI_01901","GBFFMACB_00331","NLELDDOK_00414","CLMPPMAO_02881","IABIGAJC_01272","FHJCNOBE_01411","KEBBHCLF_01807","GAMKEBON_00515"
"dnaX","","DNA polymerase III subunit tau",579,579,1,1,617,NA,NA,"",1928,1928,1928,"HJPBANPH_00422","HBFNLEKM_04215","CDIKHPPE_00494","KHAGAGIB_01872","OFPOAPDN_03305","COLOCJJI_01691","ANJCIHOA_02828","FGNPIGJI_01900","GBFFMACB_00330","NLELDDOK_00413","CLMPPMAO_02882","IABIGAJC_01273","FHJCNOBE_01412","KEBBHCLF_01808","GAMKEBON_00516"
"ybaB","","Nucleoid-associated protein YbaB",579,579,1,1,616,NA,NA,"",329,329,329,"HJPBANPH_00421","HBFNLEKM_04216","CDIKHPPE_00493","KHAGAGIB_01873","OFPOAPDN_03306","COLOCJJI_01692","ANJCIHOA_02827","FGNPIGJI_01899","GBFFMACB_00329","NLELDDOK_00412","CLMPPMAO_02883","IABIGAJC_01274","FHJCNOBE_01413","KEBBHCLF_01809","GAMKEBON_00517"
"recR","","Recombination protein RecR",579,579,1,1,615,NA,NA,"",605,605,605,"HJPBANPH_00420","HBFNLEKM_04217","CDIKHPPE_00492","KHAGAGIB_01874","OFPOAPDN_03307","COLOCJJI_01693","ANJCIHOA_02826","FGNPIGJI_01898","GBFFMACB_00328","NLELDDOK_00411","CLMPPMAO_02884","IABIGAJC_01275","FHJCNOBE_01414","KEBBHCLF_01810","GAMKEBON_00518"
"htpG","","Chaperone protein HtpG",579,579,1,1,614,NA,NA,"",1874,1874,1874,"HJPBANPH_00419","HBFNLEKM_04218","CDIKHPPE_00491","KHAGAGIB_01875","OFPOAPDN_03308","COLOCJJI_01694","ANJCIHOA_02825","FGNPIGJI_01897","GBFFMACB_00327","NLELDDOK_00410","CLMPPMAO_02885","IABIGAJC_01276","FHJCNOBE_01415","KEBBHCLF_01811","GAMKEBON_00519"
"adk","","Adenylate kinase",579,579,1,1,613,NA,NA,"",644,644,644,"HJPBANPH_00418","HBFNLEKM_04219","CDIKHPPE_00490","KHAGAGIB_01876","OFPOAPDN_03309","COLOCJJI_01695","ANJCIHOA_02824","FGNPIGJI_01896","GBFFMACB_00326","NLELDDOK_00409","CLMPPMAO_02886","IABIGAJC_01277","FHJCNOBE_01416","KEBBHCLF_01812","GAMKEBON_00520"
"prsE_2","","Type I secretion system membrane fusion protein PrsE",579,579,1,1,2065,NA,NA,"",365,1277,1235,"HJPBANPH_00004","HBFNLEKM_02447","CDIKHPPE_03995","KHAGAGIB_02257","OFPOAPDN_01959","COLOCJJI_01029","ANJCIHOA_01499","FGNPIGJI_03975","GBFFMACB_04674","NLELDDOK_03056","CLMPPMAO_03124","IABIGAJC_02455","FHJCNOBE_03357","KEBBHCLF_00385","GAMKEBON_04647"
"hemH","","Ferrochelatase",579,579,1,1,612,NA,NA,"",962,962,962,"HJPBANPH_00417","HBFNLEKM_04220","CDIKHPPE_00489","KHAGAGIB_01877","OFPOAPDN_03310","COLOCJJI_01696","ANJCIHOA_02823","FGNPIGJI_01895","GBFFMACB_00325","NLELDDOK_00408","CLMPPMAO_02887","IABIGAJC_01278","FHJCNOBE_01417","KEBBHCLF_01813","GAMKEBON_00521"
"aes","","Acetyl esterase",579,579,1,1,611,NA,NA,"",971,971,971,"HJPBANPH_00416","HBFNLEKM_04221","CDIKHPPE_00488","KHAGAGIB_01878","OFPOAPDN_03311","COLOCJJI_01697","ANJCIHOA_02822","FGNPIGJI_01894","GBFFMACB_00324","NLELDDOK_00407","CLMPPMAO_02888","IABIGAJC_01279","FHJCNOBE_01418","KEBBHCLF_01814","GAMKEBON_00522"
"gsk","","Inosine-guanosine kinase",579,579,1,1,610,NA,NA,"",1349,1349,1349,"HJPBANPH_00415","HBFNLEKM_04222","CDIKHPPE_00487","KHAGAGIB_01879","OFPOAPDN_03312","COLOCJJI_01698","ANJCIHOA_02821","FGNPIGJI_01893","GBFFMACB_00323","NLELDDOK_00406","CLMPPMAO_02889","IABIGAJC_01280","FHJCNOBE_01419","KEBBHCLF_01815","GAMKEBON_00523"
"ybaL","","Putative cation/proton antiporter YbaL",579,579,1,1,609,NA,NA,"",1676,1676,1676,"HJPBANPH_00414","HBFNLEKM_04223","CDIKHPPE_00486","KHAGAGIB_01880","OFPOAPDN_03313","COLOCJJI_01699","ANJCIHOA_02820","FGNPIGJI_01892","GBFFMACB_00322","NLELDDOK_00405","CLMPPMAO_02890","IABIGAJC_01281","FHJCNOBE_01420","KEBBHCLF_01816","GAMKEBON_00524"
"ushA","","Protein UshA",579,579,1,1,606,NA,NA,"",1652,1652,1652,"HJPBANPH_03639","HBFNLEKM_02934","CDIKHPPE_04484","KHAGAGIB_01883","OFPOAPDN_03316","COLOCJJI_01702","ANJCIHOA_02817","FGNPIGJI_01889","GBFFMACB_00319","NLELDDOK_00402","CLMPPMAO_03833","IABIGAJC_01284","FHJCNOBE_01423","KEBBHCLF_01819","GAMKEBON_03186"
"ybaK","","Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK",579,579,1,1,605,NA,NA,"",479,479,479,"HJPBANPH_03638","HBFNLEKM_02935","CDIKHPPE_04483","KHAGAGIB_01884","OFPOAPDN_03317","COLOCJJI_01703","ANJCIHOA_02816","FGNPIGJI_01888","GBFFMACB_00318","NLELDDOK_00401","CLMPPMAO_03832","IABIGAJC_01285","FHJCNOBE_01424","KEBBHCLF_01820","GAMKEBON_03187"
"group_2446","","hypothetical protein",579,579,1,1,604,NA,NA,"",794,794,794,"HJPBANPH_03637","HBFNLEKM_02936","CDIKHPPE_04482","KHAGAGIB_01885","OFPOAPDN_03318","COLOCJJI_01704","ANJCIHOA_02815","FGNPIGJI_01887","GBFFMACB_00317","NLELDDOK_00400","CLMPPMAO_03831","IABIGAJC_01286","FHJCNOBE_01425","KEBBHCLF_01821","GAMKEBON_03188"
"cueR","","HTH-type transcriptional regulator CueR",579,579,1,1,601,NA,NA,"",416,416,416,"HJPBANPH_03634","HBFNLEKM_02939","CDIKHPPE_03013","KHAGAGIB_01888","OFPOAPDN_03321","COLOCJJI_01707","ANJCIHOA_02812","FGNPIGJI_01884","GBFFMACB_00314","NLELDDOK_00397","CLMPPMAO_03828","IABIGAJC_01289","FHJCNOBE_01428","KEBBHCLF_01824","GAMKEBON_03191"
"ybbJ","","Inner membrane protein YbbJ",579,579,1,1,598,NA,NA,"",452,452,452,"HJPBANPH_03633","HBFNLEKM_02940","CDIKHPPE_03014","KHAGAGIB_01889","OFPOAPDN_03322","COLOCJJI_01708","ANJCIHOA_02811","FGNPIGJI_01883","GBFFMACB_00313","NLELDDOK_00396","CLMPPMAO_03827","IABIGAJC_01290","FHJCNOBE_01429","KEBBHCLF_01825","GAMKEBON_03192"
"qmcA","","Protein QmcA",579,579,1,1,597,NA,NA,"",917,917,917,"HJPBANPH_03632","HBFNLEKM_02941","CDIKHPPE_03015","KHAGAGIB_01890","OFPOAPDN_03323","COLOCJJI_01709","ANJCIHOA_02810","FGNPIGJI_01882","GBFFMACB_00312","NLELDDOK_00395","CLMPPMAO_03826","IABIGAJC_01291","FHJCNOBE_01430","KEBBHCLF_01826","GAMKEBON_03193"
"fetA","","putative iron export ATP-binding protein FetA",579,579,1,1,596,NA,NA,"",677,677,677,"HJPBANPH_03631","HBFNLEKM_02942","CDIKHPPE_03016","KHAGAGIB_01891","OFPOAPDN_03324","COLOCJJI_01710","ANJCIHOA_02809","FGNPIGJI_01881","GBFFMACB_00311","NLELDDOK_00394","CLMPPMAO_03825","IABIGAJC_01292","FHJCNOBE_01431","KEBBHCLF_01827","GAMKEBON_03194"
"fetB","","putative iron export permease protein FetB",579,579,1,1,595,NA,NA,"",779,779,779,"HJPBANPH_03630","HBFNLEKM_02943","CDIKHPPE_03017","KHAGAGIB_01892","OFPOAPDN_03325","COLOCJJI_01711","ANJCIHOA_02808","FGNPIGJI_01880","GBFFMACB_00310","NLELDDOK_00393","CLMPPMAO_03824","IABIGAJC_01293","FHJCNOBE_01432","KEBBHCLF_01828","GAMKEBON_03195"
"cnoX","","Chaperedoxin",579,579,1,1,594,NA,NA,"",854,854,854,"HJPBANPH_03629","HBFNLEKM_02944","CDIKHPPE_03018","KHAGAGIB_01893","OFPOAPDN_03326","COLOCJJI_01712","ANJCIHOA_02807","FGNPIGJI_01879","GBFFMACB_00309","NLELDDOK_00392","CLMPPMAO_03823","IABIGAJC_01294","FHJCNOBE_01433","KEBBHCLF_01829","GAMKEBON_03196"
"group_2454","","hypothetical protein",579,579,1,1,593,NA,NA,"",770,770,770,"HJPBANPH_03628","HBFNLEKM_02945","CDIKHPPE_03019","KHAGAGIB_01894","OFPOAPDN_03327","COLOCJJI_01713","ANJCIHOA_02806","FGNPIGJI_01878","GBFFMACB_00308","NLELDDOK_00391","CLMPPMAO_03822","IABIGAJC_01295","FHJCNOBE_01434","KEBBHCLF_01830","GAMKEBON_03197"
"pcoE","","putative copper-binding protein PcoE",579,579,1,1,445,NA,NA,"",245,245,245,"HJPBANPH_02418","HBFNLEKM_03313","CDIKHPPE_02479","KHAGAGIB_03372","OFPOAPDN_04092","COLOCJJI_03312","ANJCIHOA_03901","FGNPIGJI_03200","GBFFMACB_00190","NLELDDOK_04107","CLMPPMAO_03211","IABIGAJC_03688","FHJCNOBE_03418","KEBBHCLF_03671","GAMKEBON_03964"
"rclR","","RCS-specific HTH-type transcriptional activator RclR",579,579,1,1,443,NA,NA,"",854,854,854,"HJPBANPH_02416","HBFNLEKM_03315","CDIKHPPE_02481","KHAGAGIB_03370","OFPOAPDN_04094","COLOCJJI_03310","ANJCIHOA_03903","FGNPIGJI_03198","GBFFMACB_00188","NLELDDOK_04109","CLMPPMAO_03213","IABIGAJC_03686","FHJCNOBE_03420","KEBBHCLF_03673","GAMKEBON_03966"
"rclA","","putative pyridine nucleotide-disulfide oxidoreductase RclA",579,579,1,1,442,NA,NA,"",1325,1325,1325,"HJPBANPH_02415","HBFNLEKM_03316","CDIKHPPE_02482","KHAGAGIB_03369","OFPOAPDN_04095","COLOCJJI_03309","ANJCIHOA_03904","FGNPIGJI_03197","GBFFMACB_00187","NLELDDOK_04110","CLMPPMAO_03214","IABIGAJC_03685","FHJCNOBE_03421","KEBBHCLF_03674","GAMKEBON_03967"
"rclB","","putative protein RclB",579,579,1,1,441,NA,NA,"",236,236,236,"HJPBANPH_02414","HBFNLEKM_03317","CDIKHPPE_02483","KHAGAGIB_03368","OFPOAPDN_04096","COLOCJJI_03308","ANJCIHOA_03905","FGNPIGJI_03196","GBFFMACB_00186","NLELDDOK_04111","CLMPPMAO_03215","IABIGAJC_03684","FHJCNOBE_03422","KEBBHCLF_03675","GAMKEBON_03968"
"rclC","","Inner membrane protein RclC",579,579,1,1,440,NA,NA,"",560,560,560,"HJPBANPH_02413","HBFNLEKM_03318","CDIKHPPE_02484","KHAGAGIB_03367","OFPOAPDN_04097","COLOCJJI_03307","ANJCIHOA_03906","FGNPIGJI_03195","GBFFMACB_00185","NLELDDOK_04112","CLMPPMAO_03216","IABIGAJC_03683","FHJCNOBE_03423","KEBBHCLF_03676","GAMKEBON_03969"
"group_2535","","hypothetical protein",579,579,1,1,439,NA,NA,"",1175,1175,1175,"HJPBANPH_02412","HBFNLEKM_03319","CDIKHPPE_02485","KHAGAGIB_03366","OFPOAPDN_04098","COLOCJJI_03306","ANJCIHOA_03907","FGNPIGJI_03194","GBFFMACB_00184","NLELDDOK_04113","CLMPPMAO_03217","IABIGAJC_03682","FHJCNOBE_03424","KEBBHCLF_03677","GAMKEBON_03970"
"ybdG","","Miniconductance mechanosensitive channel YbdG",579,579,1,1,437,NA,NA,"",1247,1247,1247,"HJPBANPH_02410","HBFNLEKM_03321","CDIKHPPE_02487","KHAGAGIB_03364","OFPOAPDN_04100","COLOCJJI_03304","ANJCIHOA_03909","FGNPIGJI_03192","GBFFMACB_00182","NLELDDOK_04115","CLMPPMAO_03219","IABIGAJC_03680","FHJCNOBE_03426","KEBBHCLF_03679","GAMKEBON_03972"
"ahpC_2","","Alkyl hydroperoxide reductase C",579,579,1,1,400,NA,NA,"",563,563,563,"HJPBANPH_02376","HBFNLEKM_02103","CDIKHPPE_03655","KHAGAGIB_03330","OFPOAPDN_04134","COLOCJJI_03270","ANJCIHOA_03943","FGNPIGJI_03158","GBFFMACB_00148","NLELDDOK_03498","CLMPPMAO_03254","IABIGAJC_03646","FHJCNOBE_03460","KEBBHCLF_03713","GAMKEBON_02454"
"torD_1","","Chaperone protein TorD",579,579,1,1,395,NA,NA,"",560,560,560,"HJPBANPH_02374","HBFNLEKM_02101","CDIKHPPE_03653","KHAGAGIB_03328","OFPOAPDN_04136","COLOCJJI_03268","ANJCIHOA_03945","FGNPIGJI_03156","GBFFMACB_00146","NLELDDOK_03496","CLMPPMAO_03256","IABIGAJC_03644","FHJCNOBE_03462","KEBBHCLF_03715","GAMKEBON_02452"
"napA_2","","Periplasmic nitrate reductase",579,579,1,1,394,NA,NA,"",356,356,356,"HJPBANPH_02373","HBFNLEKM_02100","CDIKHPPE_03652","KHAGAGIB_03327","OFPOAPDN_04137","COLOCJJI_03267","ANJCIHOA_03946","FGNPIGJI_03155","GBFFMACB_00145","NLELDDOK_03495","CLMPPMAO_03257","IABIGAJC_03643","FHJCNOBE_03463","KEBBHCLF_03716","GAMKEBON_02451"
"rsxB_2","","Ion-translocating oxidoreductase complex subunit B",579,579,1,1,392,NA,NA,"",557,557,557,"HJPBANPH_02371","HBFNLEKM_02098","CDIKHPPE_03650","KHAGAGIB_03325","OFPOAPDN_04139","COLOCJJI_03265","ANJCIHOA_03948","FGNPIGJI_03153","GBFFMACB_00143","NLELDDOK_03493","CLMPPMAO_03259","IABIGAJC_03641","FHJCNOBE_03465","KEBBHCLF_03718","GAMKEBON_02449"
"group_2562","","hypothetical protein",579,579,1,1,390,NA,NA,"",767,767,767,"HJPBANPH_02370","HBFNLEKM_02097","CDIKHPPE_03649","KHAGAGIB_03324","OFPOAPDN_04140","COLOCJJI_03264","ANJCIHOA_03949","FGNPIGJI_03152","GBFFMACB_00142","NLELDDOK_03492","CLMPPMAO_03260","IABIGAJC_03640","FHJCNOBE_03466","KEBBHCLF_03719","GAMKEBON_02448"
"uspG","","Universal stress protein UP12",579,579,1,1,389,NA,NA,"",428,428,428,"HJPBANPH_02369","HBFNLEKM_02096","CDIKHPPE_03648","KHAGAGIB_03323","OFPOAPDN_04141","COLOCJJI_03263","ANJCIHOA_03950","FGNPIGJI_03151","GBFFMACB_00141","NLELDDOK_03491","CLMPPMAO_03261","IABIGAJC_03639","FHJCNOBE_03467","KEBBHCLF_03720","GAMKEBON_02447"
