"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14766369","SRR25097973","SRR27714941","SRR14766372","SRR14766387","SRR15146546","SRR14766349","SRR8297625","SRR14095467","SRR14766450","SRR23043674","SRR1515953","SRR9016861","SRR5905515","NDSU26"
"hyfB","","Hydrogenase-4 component B",580,580,1,1,3181,NA,NA,"",1826,1826,1826,"MDPCJDML_01310","NGHFEAKD_00311","JBHNMEAO_00507","OFPOAPDN_00909","AFLICIDC_01921","NAPOKNNJ_00841","FMNDBGIB_01906","MJBBHCGK_02439","EIKGHHBD_01252","MKNLEGFG_00569","HLOGJBDP_00913","JICBPFCI_03150","DPFOFGOO_02368","AAOLMGCP_00508","CLIIGENJ_00505"
"hyfA_2","","Hydrogenase-4 component A",580,580,1,1,3182,NA,NA,"",599,608,607,"MDPCJDML_01309","NGHFEAKD_00310","JBHNMEAO_00506","OFPOAPDN_00910","AFLICIDC_01920","NAPOKNNJ_00842","FMNDBGIB_01905","MJBBHCGK_02438","EIKGHHBD_01251","MKNLEGFG_00570","HLOGJBDP_00914","JICBPFCI_03151","DPFOFGOO_02367","AAOLMGCP_00507","CLIIGENJ_00504"
"hycA","","Formate hydrogenlyase regulatory protein HycA",580,580,1,1,3183,NA,NA,"",461,461,461,"MDPCJDML_01308","NGHFEAKD_00309","JBHNMEAO_00505","OFPOAPDN_00911","AFLICIDC_01919","NAPOKNNJ_00843","FMNDBGIB_01904","MJBBHCGK_02437","EIKGHHBD_01250","MKNLEGFG_00571","HLOGJBDP_00915","JICBPFCI_03152","DPFOFGOO_02366","AAOLMGCP_00506","CLIIGENJ_00503"
"hypA","","Hydrogenase maturation factor HypA",580,580,1,1,3184,NA,NA,"",356,356,356,"MDPCJDML_01307","NGHFEAKD_00308","JBHNMEAO_00504","OFPOAPDN_00912","AFLICIDC_01918","NAPOKNNJ_00844","FMNDBGIB_01903","MJBBHCGK_02436","EIKGHHBD_01249","MKNLEGFG_00572","HLOGJBDP_00916","JICBPFCI_03153","DPFOFGOO_02365","AAOLMGCP_00505","CLIIGENJ_00502"
"hypB","","Hydrogenase maturation factor HypB",580,580,1,1,3185,NA,NA,"",872,872,872,"MDPCJDML_01306","NGHFEAKD_00307","JBHNMEAO_00503","OFPOAPDN_00913","AFLICIDC_01917","NAPOKNNJ_00845","FMNDBGIB_01902","MJBBHCGK_02435","EIKGHHBD_01248","MKNLEGFG_00573","HLOGJBDP_00917","JICBPFCI_03154","DPFOFGOO_02364","AAOLMGCP_00504","CLIIGENJ_00501"
"hypC","","Hydrogenase maturation factor HypC",580,580,1,1,3186,NA,NA,"",272,272,272,"MDPCJDML_01305","NGHFEAKD_00306","JBHNMEAO_00502","OFPOAPDN_00914","AFLICIDC_01916","NAPOKNNJ_00846","FMNDBGIB_01901","MJBBHCGK_02434","EIKGHHBD_01247","MKNLEGFG_00574","HLOGJBDP_00918","JICBPFCI_03155","DPFOFGOO_02363","AAOLMGCP_00503","CLIIGENJ_00500"
"hypD","","Hydrogenase maturation factor HypD",580,580,1,1,3187,NA,NA,"",1121,1121,1121,"MDPCJDML_01304","NGHFEAKD_00305","JBHNMEAO_00501","OFPOAPDN_00915","AFLICIDC_01915","NAPOKNNJ_00847","FMNDBGIB_01900","MJBBHCGK_02433","EIKGHHBD_01246","MKNLEGFG_00575","HLOGJBDP_00919","JICBPFCI_03156","DPFOFGOO_02362","AAOLMGCP_00502","CLIIGENJ_00499"
"hypE","","Carbamoyl dehydratase HypE",580,580,1,1,3188,NA,NA,"",1010,1010,1010,"MDPCJDML_01303","NGHFEAKD_00304","JBHNMEAO_00500","OFPOAPDN_00916","AFLICIDC_01914","NAPOKNNJ_00848","FMNDBGIB_01899","MJBBHCGK_02432","EIKGHHBD_01245","MKNLEGFG_00576","HLOGJBDP_00920","JICBPFCI_03157","DPFOFGOO_02361","AAOLMGCP_00501","CLIIGENJ_00498"
"fhlA","","Formate hydrogenlyase transcriptional activator",580,580,1,1,3189,NA,NA,"",2078,2078,2078,"MDPCJDML_01302","NGHFEAKD_00303","JBHNMEAO_00499","OFPOAPDN_00917","AFLICIDC_01913","NAPOKNNJ_00849","FMNDBGIB_01898","MJBBHCGK_02431","EIKGHHBD_01244","MKNLEGFG_00577","HLOGJBDP_00921","JICBPFCI_03158","DPFOFGOO_02360","AAOLMGCP_00500","CLIIGENJ_00497"
"group_2128","","hypothetical protein",580,580,1,1,3190,NA,NA,"",344,344,344,"MDPCJDML_01301","NGHFEAKD_00302","JBHNMEAO_00498","OFPOAPDN_00918","AFLICIDC_01912","NAPOKNNJ_00850","FMNDBGIB_01897","MJBBHCGK_02430","EIKGHHBD_01243","MKNLEGFG_00578","HLOGJBDP_00922","JICBPFCI_03159","DPFOFGOO_02359","AAOLMGCP_00499","CLIIGENJ_00496"
"group_2129","","putative periplasmic iron-binding protein",580,580,1,1,3191,NA,NA,"",917,917,917,"MDPCJDML_01300","NGHFEAKD_00301","JBHNMEAO_00497","OFPOAPDN_00919","AFLICIDC_01911","NAPOKNNJ_00851","FMNDBGIB_01896","MJBBHCGK_02429","EIKGHHBD_01242","MKNLEGFG_00579","HLOGJBDP_00923","JICBPFCI_03160","DPFOFGOO_02358","AAOLMGCP_00498","CLIIGENJ_00495"
"mntB_3","","Manganese transport system ATP-binding protein MntB",580,580,1,1,3192,NA,NA,"",821,821,821,"MDPCJDML_01299","NGHFEAKD_00300","JBHNMEAO_00496","OFPOAPDN_00920","AFLICIDC_01910","NAPOKNNJ_00852","FMNDBGIB_01895","MJBBHCGK_02428","EIKGHHBD_01241","MKNLEGFG_00580","HLOGJBDP_00924","JICBPFCI_03161","DPFOFGOO_02357","AAOLMGCP_00497","CLIIGENJ_00494"
"mntB_2","","Manganese transport system membrane protein MntB",580,580,1,1,3193,NA,NA,"",860,860,860,"MDPCJDML_01298","NGHFEAKD_00299","JBHNMEAO_00495","OFPOAPDN_00921","AFLICIDC_01909","NAPOKNNJ_00853","FMNDBGIB_01894","MJBBHCGK_02427","EIKGHHBD_01240","MKNLEGFG_00581","HLOGJBDP_00925","JICBPFCI_03162","DPFOFGOO_02356","AAOLMGCP_00496","CLIIGENJ_00493"
"mntB_1","","Manganese transport system membrane protein MntB",580,580,1,1,3194,NA,NA,"",848,848,848,"MDPCJDML_01297","NGHFEAKD_00298","JBHNMEAO_00494","OFPOAPDN_00922","AFLICIDC_01908","NAPOKNNJ_00854","FMNDBGIB_01893","MJBBHCGK_02426","EIKGHHBD_01239","MKNLEGFG_00582","HLOGJBDP_00926","JICBPFCI_03163","DPFOFGOO_02355","AAOLMGCP_00495","CLIIGENJ_00492"
"yopJ","","Effector protein YopJ",580,580,1,1,3195,NA,NA,"",836,836,836,"MDPCJDML_01296","NGHFEAKD_00297","JBHNMEAO_00493","OFPOAPDN_00923","AFLICIDC_01907","NAPOKNNJ_00855","FMNDBGIB_01892","MJBBHCGK_02425","EIKGHHBD_01238","MKNLEGFG_00583","HLOGJBDP_00927","JICBPFCI_03164","DPFOFGOO_02354","AAOLMGCP_00494","CLIIGENJ_00491"
"group_2134","","hypothetical protein",580,580,1,1,3198,NA,NA,"",452,452,452,"MDPCJDML_01293","NGHFEAKD_00294","JBHNMEAO_00490","OFPOAPDN_00926","AFLICIDC_01588","NAPOKNNJ_00858","FMNDBGIB_01889","MJBBHCGK_02422","EIKGHHBD_01235","MKNLEGFG_00586","HLOGJBDP_00930","JICBPFCI_03167","DPFOFGOO_02351","AAOLMGCP_00491","CLIIGENJ_00488"
"orgB","","Oxygen-regulated invasion protein OrgB",580,580,1,1,3199,NA,NA,"",680,680,680,"MDPCJDML_01292","NGHFEAKD_00293","JBHNMEAO_00489","OFPOAPDN_00927","AFLICIDC_01587","NAPOKNNJ_00859","FMNDBGIB_01888","MJBBHCGK_02421","EIKGHHBD_01234","MKNLEGFG_00587","HLOGJBDP_00931","JICBPFCI_03168","DPFOFGOO_02350","AAOLMGCP_00490","CLIIGENJ_00487"
"orgA","","Oxygen-regulated invasion protein OrgA",580,580,1,1,3200,NA,NA,"",578,578,578,"MDPCJDML_01291","NGHFEAKD_00292","JBHNMEAO_00488","OFPOAPDN_00928","AFLICIDC_01586","NAPOKNNJ_00860","FMNDBGIB_01887","MJBBHCGK_02420","EIKGHHBD_01233","MKNLEGFG_00588","HLOGJBDP_00932","JICBPFCI_03169","DPFOFGOO_02349","AAOLMGCP_00489","CLIIGENJ_00486"
"prgK","","Lipoprotein PrgK",580,580,1,1,3201,NA,NA,"",758,758,758,"MDPCJDML_01290","NGHFEAKD_00291","JBHNMEAO_00487","OFPOAPDN_00929","AFLICIDC_01585","NAPOKNNJ_00861","FMNDBGIB_01886","MJBBHCGK_02419","EIKGHHBD_01232","MKNLEGFG_00589","HLOGJBDP_00933","JICBPFCI_03170","DPFOFGOO_02348","AAOLMGCP_00488","CLIIGENJ_00485"
"group_2138","","hypothetical protein",580,580,1,1,3202,NA,NA,"",305,305,305,"MDPCJDML_01289","NGHFEAKD_00290","JBHNMEAO_00486","OFPOAPDN_00930","AFLICIDC_01584","NAPOKNNJ_00862","FMNDBGIB_01885","MJBBHCGK_02418","EIKGHHBD_01231","MKNLEGFG_00590","HLOGJBDP_00934","JICBPFCI_03171","DPFOFGOO_02347","AAOLMGCP_00487","CLIIGENJ_00484"
"prgI","","Protein PrgI",580,580,1,1,3203,NA,NA,"",242,242,242,"MDPCJDML_01288","NGHFEAKD_00289","JBHNMEAO_00485","OFPOAPDN_00931","AFLICIDC_01583","NAPOKNNJ_00863","FMNDBGIB_01884","MJBBHCGK_02417","EIKGHHBD_01230","MKNLEGFG_00591","HLOGJBDP_00935","JICBPFCI_03172","DPFOFGOO_02346","AAOLMGCP_00486","CLIIGENJ_00483"
"prgH","","Protein PrgH",580,580,1,1,3204,NA,NA,"",1235,1235,1235,"MDPCJDML_01287","NGHFEAKD_00288","JBHNMEAO_00484","OFPOAPDN_00932","AFLICIDC_01582","NAPOKNNJ_00864","FMNDBGIB_01883","MJBBHCGK_02416","EIKGHHBD_01229","MKNLEGFG_00592","HLOGJBDP_00936","JICBPFCI_03173","DPFOFGOO_02345","AAOLMGCP_00485","CLIIGENJ_00482"
"hilA","","Transcriptional regulator HilA",580,580,1,1,3206,NA,NA,"",1661,1661,1661,"MDPCJDML_01285","NGHFEAKD_00286","JBHNMEAO_00482","OFPOAPDN_00934","AFLICIDC_01580","NAPOKNNJ_00866","FMNDBGIB_01881","MJBBHCGK_02414","EIKGHHBD_01227","MKNLEGFG_00594","HLOGJBDP_00938","JICBPFCI_03175","DPFOFGOO_02343","AAOLMGCP_00483","CLIIGENJ_00480"
"group_2143","","hypothetical protein",580,580,1,1,3207,NA,NA,"",482,482,482,"MDPCJDML_01284","NGHFEAKD_00285","JBHNMEAO_00481","OFPOAPDN_00935","AFLICIDC_01579","NAPOKNNJ_00867","FMNDBGIB_01880","MJBBHCGK_02413","EIKGHHBD_01226","MKNLEGFG_00595","HLOGJBDP_00939","JICBPFCI_03176","DPFOFGOO_02342","AAOLMGCP_00482","CLIIGENJ_00479"
"mxiC","","Protein MxiC",580,580,1,1,3228,NA,NA,"",1118,1118,1118,"MDPCJDML_01264","NGHFEAKD_00265","JBHNMEAO_00461","OFPOAPDN_00955","AFLICIDC_01559","NAPOKNNJ_00887","FMNDBGIB_01860","MJBBHCGK_02393","EIKGHHBD_01206","MKNLEGFG_00615","HLOGJBDP_00959","JICBPFCI_03196","DPFOFGOO_02322","AAOLMGCP_00462","CLIIGENJ_00459"
"sctC_1","","Type 3 secretion system secretin",580,580,1,1,3229,NA,NA,"",1688,1688,1688,"MDPCJDML_01263","NGHFEAKD_00264","JBHNMEAO_00460","OFPOAPDN_00956","AFLICIDC_01558","NAPOKNNJ_00888","FMNDBGIB_01859","MJBBHCGK_02392","EIKGHHBD_01205","MKNLEGFG_00616","HLOGJBDP_00960","JICBPFCI_03197","DPFOFGOO_02321","AAOLMGCP_00461","CLIIGENJ_00458"
"invF","","Invasion protein InvF",580,580,1,1,3230,NA,NA,"",749,749,749,"MDPCJDML_01262","NGHFEAKD_00263","JBHNMEAO_00459","OFPOAPDN_00957","AFLICIDC_01557","NAPOKNNJ_00889","FMNDBGIB_01858","MJBBHCGK_02391","EIKGHHBD_01204","MKNLEGFG_00617","HLOGJBDP_00961","JICBPFCI_03198","DPFOFGOO_02320","AAOLMGCP_00460","CLIIGENJ_00457"
"invH","","Type 3 secretion system pilotin",580,580,1,1,3231,NA,NA,"",443,443,443,"MDPCJDML_01261","NGHFEAKD_00262","JBHNMEAO_00458","OFPOAPDN_00958","AFLICIDC_01556","NAPOKNNJ_00890","FMNDBGIB_01857","MJBBHCGK_02390","EIKGHHBD_01203","MKNLEGFG_00618","HLOGJBDP_00962","JICBPFCI_03199","DPFOFGOO_02319","AAOLMGCP_00459","CLIIGENJ_00456"
"group_2164","","hypothetical protein",580,580,1,1,3232,NA,NA,"",281,281,281,"MDPCJDML_01260","NGHFEAKD_00261","JBHNMEAO_00457","OFPOAPDN_00959","AFLICIDC_01555","NAPOKNNJ_00891","FMNDBGIB_01856","MJBBHCGK_02389","EIKGHHBD_01202","MKNLEGFG_00619","HLOGJBDP_00963","JICBPFCI_03200","DPFOFGOO_02318","AAOLMGCP_00458","CLIIGENJ_00455"
"group_2165","","hypothetical protein",580,580,1,1,3233,NA,NA,"",527,527,527,"MDPCJDML_01259","NGHFEAKD_00260","JBHNMEAO_00456","OFPOAPDN_00960","AFLICIDC_01554","NAPOKNNJ_00892","FMNDBGIB_01855","MJBBHCGK_02388","EIKGHHBD_01201","MKNLEGFG_00620","HLOGJBDP_00964","JICBPFCI_03201","DPFOFGOO_02317","AAOLMGCP_00457","CLIIGENJ_00454"
"group_2166","","hypothetical protein",580,580,1,1,3234,NA,NA,"",140,140,140,"MDPCJDML_01258","NGHFEAKD_00259","JBHNMEAO_00455","OFPOAPDN_00961","AFLICIDC_01553","NAPOKNNJ_00893","FMNDBGIB_01854","MJBBHCGK_02387","EIKGHHBD_01200","MKNLEGFG_00621","HLOGJBDP_00965","JICBPFCI_03202","DPFOFGOO_02316","AAOLMGCP_00456","CLIIGENJ_00453"
"otnC","","3-oxo-tetronate 4-phosphate decarboxylase",580,580,1,1,3246,NA,NA,"",638,638,638,"MDPCJDML_01247","NGHFEAKD_00248","JBHNMEAO_00444","OFPOAPDN_00972","AFLICIDC_01542","NAPOKNNJ_00904","FMNDBGIB_01843","MJBBHCGK_02376","EIKGHHBD_01189","MKNLEGFG_00632","HLOGJBDP_00976","JICBPFCI_03213","DPFOFGOO_02305","AAOLMGCP_00445","CLIIGENJ_00442"
"otnK","","3-oxo-tetronate kinase",580,580,1,1,3247,NA,NA,"",1262,1262,1262,"MDPCJDML_01246","NGHFEAKD_00247","JBHNMEAO_00443","OFPOAPDN_00973","AFLICIDC_01541","NAPOKNNJ_00905","FMNDBGIB_01842","MJBBHCGK_02375","EIKGHHBD_01188","MKNLEGFG_00633","HLOGJBDP_00977","JICBPFCI_03214","DPFOFGOO_02304","AAOLMGCP_00444","CLIIGENJ_00441"
"ltnD","","L-threonate dehydrogenase",580,580,1,1,3248,NA,NA,"",923,923,923,"MDPCJDML_01245","NGHFEAKD_00246","JBHNMEAO_00442","OFPOAPDN_00974","AFLICIDC_01540","NAPOKNNJ_00906","FMNDBGIB_01841","MJBBHCGK_02374","EIKGHHBD_01187","MKNLEGFG_00634","HLOGJBDP_00978","JICBPFCI_03215","DPFOFGOO_02303","AAOLMGCP_00443","CLIIGENJ_00440"
"glcR_1","","HTH-type transcriptional repressor GlcR",580,580,1,1,3249,NA,NA,"",764,764,764,"MDPCJDML_01244","NGHFEAKD_00245","JBHNMEAO_00441","OFPOAPDN_00975","AFLICIDC_01539","NAPOKNNJ_00907","FMNDBGIB_01840","MJBBHCGK_02373","EIKGHHBD_01186","MKNLEGFG_00635","HLOGJBDP_00979","JICBPFCI_03216","DPFOFGOO_02302","AAOLMGCP_00442","CLIIGENJ_00439"
"hosA","","Transcriptional regulator HosA",580,580,1,1,3250,NA,NA,"",404,404,404,"MDPCJDML_01243","NGHFEAKD_00244","JBHNMEAO_00440","OFPOAPDN_00976","AFLICIDC_01538","NAPOKNNJ_00908","FMNDBGIB_01839","MJBBHCGK_02372","EIKGHHBD_01185","MKNLEGFG_00636","HLOGJBDP_00980","JICBPFCI_03217","DPFOFGOO_02301","AAOLMGCP_00441","CLIIGENJ_00438"
"ecdB","","putative UbiX-like flavin prenyltransferase",580,580,1,1,3251,NA,NA,"",593,593,593,"MDPCJDML_01242","NGHFEAKD_00243","JBHNMEAO_00439","OFPOAPDN_00977","AFLICIDC_01537","NAPOKNNJ_00909","FMNDBGIB_01838","MJBBHCGK_02371","EIKGHHBD_01184","MKNLEGFG_00637","HLOGJBDP_00981","JICBPFCI_03218","DPFOFGOO_02300","AAOLMGCP_00440","CLIIGENJ_00437"
"edcC","","Phenolic acid decarboxylase",580,580,1,1,3252,NA,NA,"",1427,1427,1427,"MDPCJDML_01241","NGHFEAKD_00242","JBHNMEAO_00438","OFPOAPDN_00978","AFLICIDC_01536","NAPOKNNJ_00910","FMNDBGIB_01837","MJBBHCGK_02370","EIKGHHBD_01183","MKNLEGFG_00638","HLOGJBDP_00982","JICBPFCI_03219","DPFOFGOO_02299","AAOLMGCP_00439","CLIIGENJ_00436"
"vdcD","","Protein VdcD",580,580,1,1,3253,NA,NA,"",236,236,236,"MDPCJDML_01240","NGHFEAKD_00241","JBHNMEAO_00437","OFPOAPDN_00979","AFLICIDC_01535","NAPOKNNJ_00911","FMNDBGIB_01836","MJBBHCGK_02369","EIKGHHBD_01182","MKNLEGFG_00639","HLOGJBDP_00983","JICBPFCI_03220","DPFOFGOO_02298","AAOLMGCP_00438","CLIIGENJ_00435"
"truD","","tRNA pseudouridine synthase D",580,580,1,1,2987,NA,NA,"",1049,1049,1049,"MDPCJDML_01235","NGHFEAKD_00236","JBHNMEAO_00432","OFPOAPDN_00985","AFLICIDC_01527","NAPOKNNJ_00916","FMNDBGIB_01831","MJBBHCGK_02364","EIKGHHBD_01177","MKNLEGFG_00644","HLOGJBDP_00988","JICBPFCI_03225","DPFOFGOO_02293","AAOLMGCP_00433","CLIIGENJ_00430"
"group_2181","","hypothetical protein",580,580,1,1,2909,NA,NA,"",407,407,407,"MDPCJDML_01156","NGHFEAKD_00158","JBHNMEAO_00354","OFPOAPDN_01063","AFLICIDC_01449","NAPOKNNJ_00994","FMNDBGIB_01149","MJBBHCGK_04093","EIKGHHBD_01099","MKNLEGFG_00722","HLOGJBDP_01066","JICBPFCI_00051","DPFOFGOO_03657","AAOLMGCP_00355","CLIIGENJ_00353"
"kduI","","4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase",580,580,1,1,2889,NA,NA,"",836,836,836,"MDPCJDML_01136","NGHFEAKD_00138","JBHNMEAO_00334","OFPOAPDN_01083","AFLICIDC_01429","NAPOKNNJ_01014","FMNDBGIB_01129","MJBBHCGK_04113","EIKGHHBD_01079","MKNLEGFG_00742","HLOGJBDP_01086","JICBPFCI_00071","DPFOFGOO_03637","AAOLMGCP_00335","CLIIGENJ_00333"
"group_2292","","hypothetical protein",580,580,1,1,2732,NA,NA,"",2159,2171,2170,"MDPCJDML_03472","NGHFEAKD_03536","JBHNMEAO_00181","OFPOAPDN_01236","AFLICIDC_02199","NAPOKNNJ_01167","FMNDBGIB_02547","MJBBHCGK_01700","EIKGHHBD_00926","MKNLEGFG_00959","HLOGJBDP_01239","JICBPFCI_00224","DPFOFGOO_01858","AAOLMGCP_00182","CLIIGENJ_00180"
"yqiD","","Protein YqiD",580,580,1,1,2706,NA,NA,"",176,176,176,"MDPCJDML_03449","NGHFEAKD_03513","JBHNMEAO_00158","OFPOAPDN_01259","AFLICIDC_02222","NAPOKNNJ_01190","FMNDBGIB_02524","MJBBHCGK_01677","EIKGHHBD_00903","MKNLEGFG_00936","HLOGJBDP_01262","JICBPFCI_00247","DPFOFGOO_01835","AAOLMGCP_00159","CLIIGENJ_00157"
"group_2294","","hypothetical protein",580,580,1,1,2694,NA,NA,"",614,614,614,"MDPCJDML_03437","NGHFEAKD_03501","JBHNMEAO_00146","OFPOAPDN_01271","AFLICIDC_02234","NAPOKNNJ_01202","FMNDBGIB_02512","MJBBHCGK_01665","EIKGHHBD_00891","MKNLEGFG_00924","HLOGJBDP_01274","JICBPFCI_00259","DPFOFGOO_01823","AAOLMGCP_00147","CLIIGENJ_00145"
"mzrA","","Modulator protein MzrA",580,580,1,1,2671,NA,NA,"",383,383,383,"MDPCJDML_03413","NGHFEAKD_03477","JBHNMEAO_00122","OFPOAPDN_01295","AFLICIDC_03110","NAPOKNNJ_01226","FMNDBGIB_02488","MJBBHCGK_01641","EIKGHHBD_00867","MKNLEGFG_00900","HLOGJBDP_01298","JICBPFCI_00283","DPFOFGOO_01799","AAOLMGCP_00123","CLIIGENJ_00121"
"yqjD","","putative protein YqjD",580,580,1,1,2668,NA,NA,"",305,305,305,"MDPCJDML_03411","NGHFEAKD_03475","JBHNMEAO_00120","OFPOAPDN_01297","AFLICIDC_03108","NAPOKNNJ_01228","FMNDBGIB_02486","MJBBHCGK_01639","EIKGHHBD_00865","MKNLEGFG_00898","HLOGJBDP_01300","JICBPFCI_00285","DPFOFGOO_01797","AAOLMGCP_00121","CLIIGENJ_00119"
"yqjE","","Inner membrane protein YqjE",580,580,1,1,2667,NA,NA,"",398,398,398,"MDPCJDML_03410","NGHFEAKD_03474","JBHNMEAO_00119","OFPOAPDN_01298","AFLICIDC_03107","NAPOKNNJ_01229","FMNDBGIB_02485","MJBBHCGK_01638","EIKGHHBD_00864","MKNLEGFG_00897","HLOGJBDP_01301","JICBPFCI_00286","DPFOFGOO_01796","AAOLMGCP_00120","CLIIGENJ_00118"
"group_2299","","hypothetical protein",580,580,1,1,2666,NA,NA,"",299,299,299,"MDPCJDML_03409","NGHFEAKD_03473","JBHNMEAO_00118","OFPOAPDN_01299","AFLICIDC_03106","NAPOKNNJ_01230","FMNDBGIB_02484","MJBBHCGK_01637","EIKGHHBD_00863","MKNLEGFG_00896","HLOGJBDP_01302","JICBPFCI_00287","DPFOFGOO_01795","AAOLMGCP_00119","CLIIGENJ_00117"
"yqjG","","Glutathionyl-hydroquinone reductase YqjG",580,580,1,1,2664,NA,NA,"",524,524,524,"MDPCJDML_03407","NGHFEAKD_03471","JBHNMEAO_00116","OFPOAPDN_01301","AFLICIDC_03104","NAPOKNNJ_01232","FMNDBGIB_02482","MJBBHCGK_01635","EIKGHHBD_00861","MKNLEGFG_00894","HLOGJBDP_01304","JICBPFCI_00289","DPFOFGOO_01793","AAOLMGCP_00117","CLIIGENJ_00115"
"yhaH","","Inner membrane protein YhaH",580,580,1,1,2663,NA,NA,"",365,365,365,"MDPCJDML_03406","NGHFEAKD_03470","JBHNMEAO_00115","OFPOAPDN_01302","AFLICIDC_03103","NAPOKNNJ_01233","FMNDBGIB_02481","MJBBHCGK_01634","EIKGHHBD_00860","MKNLEGFG_00893","HLOGJBDP_01305","JICBPFCI_00290","DPFOFGOO_01792","AAOLMGCP_00116","CLIIGENJ_00114"
"yhaJ_1","","HTH-type transcriptional regulator YhaJ",580,580,1,1,2662,NA,NA,"",896,896,896,"MDPCJDML_03405","NGHFEAKD_03469","JBHNMEAO_00114","OFPOAPDN_01303","AFLICIDC_03102","NAPOKNNJ_01234","FMNDBGIB_02480","MJBBHCGK_01633","EIKGHHBD_00859","MKNLEGFG_00892","HLOGJBDP_01306","JICBPFCI_00291","DPFOFGOO_01791","AAOLMGCP_00115","CLIIGENJ_00113"
"yhaK","","Pirin-like protein YhaK",580,580,1,1,2661,NA,NA,"",701,701,701,"MDPCJDML_03404","NGHFEAKD_03468","JBHNMEAO_00113","OFPOAPDN_01304","AFLICIDC_03101","NAPOKNNJ_01235","FMNDBGIB_02479","MJBBHCGK_01632","EIKGHHBD_00858","MKNLEGFG_00891","HLOGJBDP_01307","JICBPFCI_00292","DPFOFGOO_01790","AAOLMGCP_00114","CLIIGENJ_00112"
"group_2304","","hypothetical protein",580,580,1,1,2660,NA,NA,"",164,164,164,"MDPCJDML_03403","NGHFEAKD_03467","JBHNMEAO_00112","OFPOAPDN_01305","AFLICIDC_03100","NAPOKNNJ_01236","FMNDBGIB_02478","MJBBHCGK_01631","EIKGHHBD_00857","MKNLEGFG_00890","HLOGJBDP_01308","JICBPFCI_00293","DPFOFGOO_01789","AAOLMGCP_00113","CLIIGENJ_00111"
"group_2305","","hypothetical protein",580,580,1,1,2659,NA,NA,"",1310,1310,1310,"MDPCJDML_03402","NGHFEAKD_03466","JBHNMEAO_00111","OFPOAPDN_01306","AFLICIDC_03099","NAPOKNNJ_01237","FMNDBGIB_02477","MJBBHCGK_01630","EIKGHHBD_00856","MKNLEGFG_00889","HLOGJBDP_01309","JICBPFCI_00294","DPFOFGOO_01788","AAOLMGCP_00112","CLIIGENJ_00110"
"tdcG","","L-serine dehydratase TdcG",580,580,1,1,2656,NA,NA,"",1364,1364,1364,"MDPCJDML_03399","NGHFEAKD_03463","JBHNMEAO_00108","OFPOAPDN_01309","AFLICIDC_03096","NAPOKNNJ_01240","FMNDBGIB_02474","MJBBHCGK_01627","EIKGHHBD_00853","MKNLEGFG_00886","HLOGJBDP_01312","JICBPFCI_00297","DPFOFGOO_01785","AAOLMGCP_00109","CLIIGENJ_00107"
"tdcE","","PFL-like enzyme TdcE",580,580,1,1,2655,NA,NA,"",2294,2294,2294,"MDPCJDML_03398","NGHFEAKD_03462","JBHNMEAO_00107","OFPOAPDN_01310","AFLICIDC_03095","NAPOKNNJ_01241","FMNDBGIB_02473","MJBBHCGK_01626","EIKGHHBD_00852","MKNLEGFG_00885","HLOGJBDP_01313","JICBPFCI_00298","DPFOFGOO_01784","AAOLMGCP_00108","CLIIGENJ_00106"
"dkgB","","2,5-diketo-D-gluconic acid reductase B",580,580,1,1,130,NA,NA,"",803,803,803,"MDPCJDML_02849","NGHFEAKD_01247","JBHNMEAO_04158","OFPOAPDN_03068","AFLICIDC_04578","NAPOKNNJ_02527","FMNDBGIB_04426","MJBBHCGK_00855","EIKGHHBD_02953","MKNLEGFG_04598","HLOGJBDP_03447","JICBPFCI_04180","DPFOFGOO_02531","AAOLMGCP_02299","CLIIGENJ_01224"
"dmlR_6","","HTH-type transcriptional regulator DmlR",580,580,1,1,131,NA,NA,"",914,914,914,"MDPCJDML_02850","NGHFEAKD_01248","JBHNMEAO_04159","OFPOAPDN_03069","AFLICIDC_04577","NAPOKNNJ_02526","FMNDBGIB_04427","MJBBHCGK_00856","EIKGHHBD_02954","MKNLEGFG_04597","HLOGJBDP_03446","JICBPFCI_04179","DPFOFGOO_02532","AAOLMGCP_02300","CLIIGENJ_01223"
"group_2317","","hypothetical protein",580,580,1,1,162,NA,NA,"",518,518,518,"MDPCJDML_02880","NGHFEAKD_01278","JBHNMEAO_04189","OFPOAPDN_03099","AFLICIDC_04452","NAPOKNNJ_02496","FMNDBGIB_04301","MJBBHCGK_00886","EIKGHHBD_02984","MKNLEGFG_04398","HLOGJBDP_03416","JICBPFCI_04149","DPFOFGOO_02562","AAOLMGCP_02330","CLIIGENJ_01193"
