"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14766433","SRR3037491","SRR8280066","SRR14766463","SRR11101205","SRR8280071","SRR14766430","SRR14766401","SRR14766385","SRR5350414","SRR2911779","SRR1514770","NDSU10","SRR11068404","SRR19317097"
"group_3152","","hypothetical protein",580,580,1,1,3291,NA,NA,"",1430,1430,1430,"JOCLDNKJ_03228","GJABAPEG_04166","FLNDLMAF_04252","GIMAHOAG_04070","GGECDONP_03317","KGBCLIJM_03272","GHDKDIHM_03711","PDDJGGLI_04246","HLFBFLHK_01680","ILNMAOIA_04458","OJHJBKHD_04029","PNDPEECJ_03951","PGKCJFEA_03643","NHHFDHOA_03824","OKIGJMAO_03007"
"ubiE","","Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE",580,580,1,1,3290,NA,NA,"",755,755,755,"JOCLDNKJ_03227","GJABAPEG_04167","FLNDLMAF_04253","GIMAHOAG_04071","GGECDONP_03316","KGBCLIJM_03271","GHDKDIHM_03710","PDDJGGLI_04245","HLFBFLHK_01679","ILNMAOIA_04457","OJHJBKHD_04028","PNDPEECJ_03952","PGKCJFEA_03644","NHHFDHOA_03823","OKIGJMAO_03008"
"ubiJ_2","","Ubiquinone biosynthesis accessory factor UbiJ",580,580,1,1,3289,NA,NA,"",605,605,605,"JOCLDNKJ_03226","GJABAPEG_04168","FLNDLMAF_04254","GIMAHOAG_04072","GGECDONP_03315","KGBCLIJM_03270","GHDKDIHM_03709","PDDJGGLI_04244","HLFBFLHK_01678","ILNMAOIA_04456","OJHJBKHD_04027","PNDPEECJ_03953","PGKCJFEA_03645","NHHFDHOA_03822","OKIGJMAO_03009"
"ubiB","","putative protein kinase UbiB",580,580,1,1,3288,NA,NA,"",1640,1640,1640,"JOCLDNKJ_03225","GJABAPEG_04169","FLNDLMAF_04255","GIMAHOAG_04073","GGECDONP_03314","KGBCLIJM_03269","GHDKDIHM_03708","PDDJGGLI_04243","HLFBFLHK_01677","ILNMAOIA_04455","OJHJBKHD_04026","PNDPEECJ_03954","PGKCJFEA_03646","NHHFDHOA_03821","OKIGJMAO_03010"
"tatA","","Sec-independent protein translocase protein TatA",580,580,1,1,3287,NA,NA,"",254,254,254,"JOCLDNKJ_03224","GJABAPEG_04170","FLNDLMAF_04256","GIMAHOAG_04074","GGECDONP_03313","KGBCLIJM_03268","GHDKDIHM_03707","PDDJGGLI_04242","HLFBFLHK_01676","ILNMAOIA_04454","OJHJBKHD_04025","PNDPEECJ_03955","PGKCJFEA_03647","NHHFDHOA_03820","OKIGJMAO_03011"
"tatB","","Sec-independent protein translocase protein TatB",580,580,1,1,3286,NA,NA,"",548,548,548,"JOCLDNKJ_03223","GJABAPEG_04171","FLNDLMAF_04257","GIMAHOAG_04075","GGECDONP_03312","KGBCLIJM_03267","GHDKDIHM_03706","PDDJGGLI_04241","HLFBFLHK_01675","ILNMAOIA_04453","OJHJBKHD_04024","PNDPEECJ_03956","PGKCJFEA_03648","NHHFDHOA_03819","OKIGJMAO_03012"
"tatC","","Sec-independent protein translocase protein TatC",580,580,1,1,3285,NA,NA,"",779,779,779,"JOCLDNKJ_03222","GJABAPEG_04172","FLNDLMAF_04258","GIMAHOAG_04076","GGECDONP_03311","KGBCLIJM_03266","GHDKDIHM_03705","PDDJGGLI_04240","HLFBFLHK_01674","ILNMAOIA_04452","OJHJBKHD_04023","PNDPEECJ_03957","PGKCJFEA_03649","NHHFDHOA_03818","OKIGJMAO_03013"
"tatD","","3'-5' ssDNA/RNA exonuclease TatD",580,580,1,1,3284,NA,NA,"",791,794,793,"JOCLDNKJ_03221","GJABAPEG_04173","FLNDLMAF_04259","GIMAHOAG_04077","GGECDONP_03310","KGBCLIJM_03265","GHDKDIHM_03704","PDDJGGLI_04239","HLFBFLHK_01673","ILNMAOIA_04451","OJHJBKHD_04022","PNDPEECJ_03958","PGKCJFEA_03650","NHHFDHOA_03817","OKIGJMAO_03014"
"rfaH_1","","Transcription antitermination protein RfaH",580,580,1,1,3283,NA,NA,"",488,488,488,"JOCLDNKJ_03220","GJABAPEG_04174","FLNDLMAF_04260","GIMAHOAG_04078","GGECDONP_03309","KGBCLIJM_03264","GHDKDIHM_03703","PDDJGGLI_04238","HLFBFLHK_01672","ILNMAOIA_04450","OJHJBKHD_04021","PNDPEECJ_03959","PGKCJFEA_03651","NHHFDHOA_03816","OKIGJMAO_03015"
"fre","","NAD(P)H-flavin reductase",580,580,1,1,3281,NA,NA,"",701,701,701,"JOCLDNKJ_03218","GJABAPEG_04176","FLNDLMAF_04262","GIMAHOAG_04080","GGECDONP_03307","KGBCLIJM_03262","GHDKDIHM_03701","PDDJGGLI_04236","HLFBFLHK_01670","ILNMAOIA_04448","OJHJBKHD_04019","PNDPEECJ_03961","PGKCJFEA_03653","NHHFDHOA_03814","OKIGJMAO_03017"
"fadA","","3-ketoacyl-CoA thiolase",580,580,1,1,3279,NA,NA,"",1163,1163,1163,"JOCLDNKJ_03216","GJABAPEG_04178","FLNDLMAF_04264","GIMAHOAG_04082","GGECDONP_03305","KGBCLIJM_03260","GHDKDIHM_03699","PDDJGGLI_04234","HLFBFLHK_04451","ILNMAOIA_04446","OJHJBKHD_04017","PNDPEECJ_03963","PGKCJFEA_03655","NHHFDHOA_03812","OKIGJMAO_03019"
"fadB","","Fatty acid oxidation complex subunit alpha",580,580,1,1,3278,NA,NA,"",2189,2189,2189,"JOCLDNKJ_03215","GJABAPEG_04179","FLNDLMAF_04265","GIMAHOAG_04083","GGECDONP_03304","KGBCLIJM_03259","GHDKDIHM_03698","PDDJGGLI_04233","HLFBFLHK_04452","ILNMAOIA_04445","OJHJBKHD_04016","PNDPEECJ_03964","PGKCJFEA_03656","NHHFDHOA_03811","OKIGJMAO_03020"
"pepQ","","Xaa-Pro dipeptidase",580,580,1,1,3277,NA,NA,"",1331,1331,1331,"JOCLDNKJ_03214","GJABAPEG_04180","FLNDLMAF_04266","GIMAHOAG_04084","GGECDONP_03303","KGBCLIJM_03258","GHDKDIHM_03697","PDDJGGLI_04232","HLFBFLHK_04453","ILNMAOIA_04444","OJHJBKHD_04015","PNDPEECJ_03965","PGKCJFEA_03657","NHHFDHOA_03810","OKIGJMAO_03021"
"trkH","","Trk system potassium uptake protein TrkH",580,580,1,1,3275,NA,NA,"",1451,1451,1451,"JOCLDNKJ_03212","GJABAPEG_04182","FLNDLMAF_04268","GIMAHOAG_04086","GGECDONP_03301","KGBCLIJM_03256","GHDKDIHM_03695","PDDJGGLI_04230","HLFBFLHK_04455","ILNMAOIA_04442","OJHJBKHD_04013","PNDPEECJ_03967","PGKCJFEA_03659","NHHFDHOA_03808","OKIGJMAO_03023"
"hemG","","Protoporphyrinogen IX dehydrogenase [menaquinone]",580,580,1,1,3274,NA,NA,"",545,545,545,"JOCLDNKJ_03211","GJABAPEG_04183","FLNDLMAF_04269","GIMAHOAG_04087","GGECDONP_03300","KGBCLIJM_03255","GHDKDIHM_03694","PDDJGGLI_04229","HLFBFLHK_04456","ILNMAOIA_04441","OJHJBKHD_04012","PNDPEECJ_03968","PGKCJFEA_03660","NHHFDHOA_03807","OKIGJMAO_03024"
"glmU","","Bifunctional protein GlmU",580,580,1,1,1389,NA,NA,"",1370,1370,1370,"JOCLDNKJ_03621","GJABAPEG_04210","FLNDLMAF_04296","GIMAHOAG_04189","GGECDONP_03629","KGBCLIJM_03456","GHDKDIHM_03895","PDDJGGLI_04355","HLFBFLHK_01789","ILNMAOIA_04051","OJHJBKHD_04125","PNDPEECJ_03064","PGKCJFEA_02670","NHHFDHOA_04007","OKIGJMAO_03822"
"sgrR_4","","HTH-type transcriptional regulator SgrR",580,580,1,1,1391,NA,NA,"",1790,1790,1790,"JOCLDNKJ_03623","GJABAPEG_04212","FLNDLMAF_04298","GIMAHOAG_04191","GGECDONP_03631","KGBCLIJM_03454","GHDKDIHM_03893","PDDJGGLI_04353","HLFBFLHK_01787","ILNMAOIA_04053","OJHJBKHD_04127","PNDPEECJ_03066","PGKCJFEA_02668","NHHFDHOA_04005","OKIGJMAO_03820"
"torS","","Sensor protein TorS",580,580,1,1,1422,NA,NA,"",2735,2735,2735,"JOCLDNKJ_03654","GJABAPEG_04243","FLNDLMAF_04329","GIMAHOAG_04222","GGECDONP_03662","KGBCLIJM_03423","GHDKDIHM_03862","PDDJGGLI_04322","HLFBFLHK_01756","ILNMAOIA_04084","OJHJBKHD_04158","PNDPEECJ_03097","PGKCJFEA_02637","NHHFDHOA_03974","OKIGJMAO_03789"
"group_3271","","IS1595 family transposase ISSsu9",580,580,1,1,2514,NA,NA,"",479,479,479,"JOCLDNKJ_01839","GJABAPEG_03445","FLNDLMAF_03368","GIMAHOAG_02674","GGECDONP_02361","KGBCLIJM_03786","GHDKDIHM_02885","PDDJGGLI_03721","","ILNMAOIA_03088","OJHJBKHD_03681","PNDPEECJ_01830","PGKCJFEA_04035","NHHFDHOA_02918","OKIGJMAO_02073"
"apaH","","Bis(5'-nucleosyl)-tetraphosphatase, symmetrical",580,580,1,1,2513,NA,NA,"",848,848,848,"JOCLDNKJ_01840","GJABAPEG_03446","FLNDLMAF_03367","GIMAHOAG_02673","GGECDONP_02360","KGBCLIJM_03785","GHDKDIHM_02884","PDDJGGLI_03722","","ILNMAOIA_03087","OJHJBKHD_03682","PNDPEECJ_01829","PGKCJFEA_04034","NHHFDHOA_02917","OKIGJMAO_02072"
"acuI","","putative acrylyl-CoA reductase AcuI",580,580,1,1,1964,NA,NA,"",974,974,974,"JOCLDNKJ_04157","GJABAPEG_04458","FLNDLMAF_04414","GIMAHOAG_04389","GGECDONP_04286","KGBCLIJM_03982","GHDKDIHM_04437","PDDJGGLI_04516","HLFBFLHK_03392","ILNMAOIA_04382","OJHJBKHD_04475","PNDPEECJ_03879","PGKCJFEA_03683","NHHFDHOA_04332","OKIGJMAO_04183"
"argR_2","","Arginine repressor",580,580,1,1,1948,NA,NA,"",470,470,470,"JOCLDNKJ_04141","GJABAPEG_04474","FLNDLMAF_04430","GIMAHOAG_04373","GGECDONP_04302","KGBCLIJM_03966","GHDKDIHM_04421","PDDJGGLI_04500","HLFBFLHK_03376","ILNMAOIA_04398","OJHJBKHD_04459","PNDPEECJ_03863","PGKCJFEA_03667","NHHFDHOA_04348","OKIGJMAO_04167"
"group_3277","","hypothetical protein",580,580,1,1,3682,NA,NA,"",335,335,335,"JOCLDNKJ_04182","GJABAPEG_04387","FLNDLMAF_04487","GIMAHOAG_04411","GGECDONP_04260","KGBCLIJM_04090","GHDKDIHM_04501","PDDJGGLI_04443","HLFBFLHK_02156","ILNMAOIA_00712","OJHJBKHD_04410","PNDPEECJ_04400","PGKCJFEA_03960","NHHFDHOA_04356","OKIGJMAO_04254"
"group_3278","","hypothetical protein",580,580,1,1,3680,NA,NA,"",206,206,206,"JOCLDNKJ_04183","GJABAPEG_04388","FLNDLMAF_04486","GIMAHOAG_04412","GGECDONP_04259","KGBCLIJM_04091","GHDKDIHM_04500","PDDJGGLI_04444","HLFBFLHK_02155","ILNMAOIA_00713","OJHJBKHD_04409","PNDPEECJ_04399","PGKCJFEA_03959","NHHFDHOA_04357","OKIGJMAO_04253"
"group_3279","","hypothetical protein",580,580,1,1,3679,NA,NA,"",275,275,275,"JOCLDNKJ_04184","GJABAPEG_04389","FLNDLMAF_04485","GIMAHOAG_04413","GGECDONP_04258","KGBCLIJM_04092","GHDKDIHM_04499","PDDJGGLI_04445","HLFBFLHK_02154","ILNMAOIA_00714","OJHJBKHD_04408","PNDPEECJ_04398","PGKCJFEA_03958","NHHFDHOA_04358","OKIGJMAO_04252"
"ydfB","","putative protein YdfB",580,580,1,1,3677,NA,NA,"",107,107,107,"JOCLDNKJ_04186","GJABAPEG_04391","FLNDLMAF_04483","GIMAHOAG_04415","GGECDONP_04256","KGBCLIJM_04094","GHDKDIHM_04497","PDDJGGLI_04447","HLFBFLHK_02152","ILNMAOIA_00716","OJHJBKHD_04406","PNDPEECJ_04396","PGKCJFEA_03956","NHHFDHOA_04360","OKIGJMAO_04250"
"group_3282","","hypothetical protein",580,580,1,1,3676,NA,NA,"",332,332,332,"JOCLDNKJ_04187","GJABAPEG_04392","FLNDLMAF_04482","GIMAHOAG_04416","GGECDONP_04255","KGBCLIJM_04095","GHDKDIHM_04496","PDDJGGLI_04448","HLFBFLHK_02151","ILNMAOIA_00717","OJHJBKHD_04405","PNDPEECJ_04395","PGKCJFEA_03955","NHHFDHOA_04361","OKIGJMAO_04249"
"group_3283","","hypothetical protein",580,580,1,1,3675,NA,NA,"",254,254,254,"JOCLDNKJ_04188","GJABAPEG_04393","FLNDLMAF_04481","GIMAHOAG_04417","GGECDONP_04254","KGBCLIJM_04096","GHDKDIHM_04495","PDDJGGLI_04449","HLFBFLHK_02150","ILNMAOIA_00718","OJHJBKHD_04404","PNDPEECJ_04394","PGKCJFEA_03954","NHHFDHOA_04362","OKIGJMAO_04248"
"group_3284","","hypothetical protein",580,580,1,1,3674,NA,NA,"",494,494,494,"JOCLDNKJ_04189","GJABAPEG_04394","FLNDLMAF_04480","GIMAHOAG_04418","GGECDONP_04253","KGBCLIJM_04097","GHDKDIHM_04494","PDDJGGLI_04450","HLFBFLHK_02149","ILNMAOIA_00719","OJHJBKHD_04403","PNDPEECJ_04393","PGKCJFEA_03953","NHHFDHOA_04363","OKIGJMAO_04247"
"dnaT_2","","Primosomal protein 1",580,580,1,1,3673,NA,NA,"",986,998,997,"JOCLDNKJ_04190","GJABAPEG_04395","FLNDLMAF_04479","GIMAHOAG_04419","GGECDONP_04252","KGBCLIJM_04098","GHDKDIHM_04493","PDDJGGLI_04451","HLFBFLHK_02148","ILNMAOIA_00720","OJHJBKHD_04402","PNDPEECJ_04392","PGKCJFEA_03952","NHHFDHOA_04364","OKIGJMAO_04246"
"group_3286","","hypothetical protein",580,580,1,1,3672,NA,NA,"",461,461,461,"JOCLDNKJ_04191","GJABAPEG_04396","FLNDLMAF_04478","GIMAHOAG_04420","GGECDONP_04251","KGBCLIJM_04099","GHDKDIHM_04492","PDDJGGLI_04452","HLFBFLHK_02147","ILNMAOIA_00721","OJHJBKHD_04401","PNDPEECJ_04391","PGKCJFEA_03951","NHHFDHOA_04365","OKIGJMAO_04245"
"group_3287","","hypothetical protein",580,580,1,1,3671,NA,NA,"",395,395,395,"JOCLDNKJ_04192","GJABAPEG_04397","FLNDLMAF_04477","GIMAHOAG_04421","GGECDONP_04250","KGBCLIJM_04100","GHDKDIHM_04491","PDDJGGLI_04453","HLFBFLHK_02146","ILNMAOIA_00722","OJHJBKHD_04400","PNDPEECJ_04390","PGKCJFEA_03950","NHHFDHOA_04366","OKIGJMAO_04244"
"yjcS","","Putative alkyl/aryl-sulfatase YjcS",580,580,1,1,3669,NA,NA,"",1967,1979,1978,"JOCLDNKJ_04194","GJABAPEG_04399","FLNDLMAF_04475","GIMAHOAG_04423","GGECDONP_04248","KGBCLIJM_04102","GHDKDIHM_04489","PDDJGGLI_04455","HLFBFLHK_02144","ILNMAOIA_00724","OJHJBKHD_04398","PNDPEECJ_04388","PGKCJFEA_03948","NHHFDHOA_04368","OKIGJMAO_04242"
"group_3289","","hypothetical protein",580,580,1,1,3667,NA,NA,"",599,599,599,"JOCLDNKJ_04196","GJABAPEG_04401","FLNDLMAF_04473","GIMAHOAG_04425","GGECDONP_04246","KGBCLIJM_04104","GHDKDIHM_04487","PDDJGGLI_04457","HLFBFLHK_02142","ILNMAOIA_00726","OJHJBKHD_04396","PNDPEECJ_04120","PGKCJFEA_03946","NHHFDHOA_04370","OKIGJMAO_04240"
"group_3290","","hypothetical protein",580,580,1,1,3666,NA,NA,"",227,227,227,"JOCLDNKJ_04197","GJABAPEG_04402","FLNDLMAF_04472","GIMAHOAG_04426","GGECDONP_04245","KGBCLIJM_04105","GHDKDIHM_04486","PDDJGGLI_04458","HLFBFLHK_02141","ILNMAOIA_00727","OJHJBKHD_04395","PNDPEECJ_04121","PGKCJFEA_03945","NHHFDHOA_04371","OKIGJMAO_04239"
"group_3291","","hypothetical protein",580,580,1,1,3665,NA,NA,"",689,689,689,"JOCLDNKJ_04198","GJABAPEG_04403","FLNDLMAF_04471","GIMAHOAG_04427","GGECDONP_04244","KGBCLIJM_04106","GHDKDIHM_04485","PDDJGGLI_04459","HLFBFLHK_02140","ILNMAOIA_00728","OJHJBKHD_04394","PNDPEECJ_04122","PGKCJFEA_03944","NHHFDHOA_04372","OKIGJMAO_04238"
"group_3292","","hypothetical protein",580,580,1,1,3664,NA,NA,"",524,524,524,"JOCLDNKJ_04199","GJABAPEG_04404","FLNDLMAF_04470","GIMAHOAG_04428","GGECDONP_04243","KGBCLIJM_04107","GHDKDIHM_04484","PDDJGGLI_04460","HLFBFLHK_02139","ILNMAOIA_00729","OJHJBKHD_04393","PNDPEECJ_04123","PGKCJFEA_03943","NHHFDHOA_04373","OKIGJMAO_04237"
"group_3293","","hypothetical protein",580,580,1,1,3663,NA,NA,"",449,449,449,"JOCLDNKJ_04200","GJABAPEG_04405","FLNDLMAF_04469","GIMAHOAG_04429","GGECDONP_04242","KGBCLIJM_04108","GHDKDIHM_04483","PDDJGGLI_04461","HLFBFLHK_02138","ILNMAOIA_00730","OJHJBKHD_04392","PNDPEECJ_04124","PGKCJFEA_03942","NHHFDHOA_04374","OKIGJMAO_04236"
"group_3294","","hypothetical protein",580,580,1,1,3662,NA,NA,"",137,137,137,"JOCLDNKJ_04201","GJABAPEG_04406","FLNDLMAF_04468","GIMAHOAG_04430","GGECDONP_04241","KGBCLIJM_04109","GHDKDIHM_04482","PDDJGGLI_04462","HLFBFLHK_02137","ILNMAOIA_00731","OJHJBKHD_04391","PNDPEECJ_04125","PGKCJFEA_03941","NHHFDHOA_04375","OKIGJMAO_04235"
"group_3297","","hypothetical protein",580,580,1,1,3657,NA,NA,"",584,584,584,"JOCLDNKJ_04206","GJABAPEG_04411","FLNDLMAF_04463","GIMAHOAG_04435","GGECDONP_04236","KGBCLIJM_04114","GHDKDIHM_04477","PDDJGGLI_04467","HLFBFLHK_02132","ILNMAOIA_00736","OJHJBKHD_04386","PNDPEECJ_04130","PGKCJFEA_03936","NHHFDHOA_04380","OKIGJMAO_04230"
"rplL","","50S ribosomal protein L7/L12",580,580,1,1,1545,NA,NA,"",365,365,365,"JOCLDNKJ_04338","GJABAPEG_04575","FLNDLMAF_04636","GIMAHOAG_04510","GGECDONP_04549","KGBCLIJM_04511","GHDKDIHM_04526","PDDJGGLI_04560","HLFBFLHK_04396","ILNMAOIA_04581","OJHJBKHD_04501","PNDPEECJ_04427","PGKCJFEA_04180","NHHFDHOA_04628","OKIGJMAO_04316"
"rplA","","50S ribosomal protein L1",580,580,1,1,1547,NA,NA,"",704,704,704,"JOCLDNKJ_04340","GJABAPEG_04573","FLNDLMAF_04638","GIMAHOAG_04508","GGECDONP_04551","KGBCLIJM_04509","GHDKDIHM_04528","PDDJGGLI_04562","HLFBFLHK_04394","ILNMAOIA_04583","OJHJBKHD_04499","PNDPEECJ_04429","PGKCJFEA_04178","NHHFDHOA_04626","OKIGJMAO_04318"
"rplK","","50S ribosomal protein L11",580,580,1,1,1548,NA,NA,"",428,428,428,"JOCLDNKJ_04341","GJABAPEG_04572","FLNDLMAF_04639","GIMAHOAG_04507","GGECDONP_04552","KGBCLIJM_04508","GHDKDIHM_04529","PDDJGGLI_04563","HLFBFLHK_04393","ILNMAOIA_04584","OJHJBKHD_04498","PNDPEECJ_04430","PGKCJFEA_04177","NHHFDHOA_04625","OKIGJMAO_04319"
"nusG","","Transcription termination/antitermination protein NusG",580,580,1,1,1549,NA,NA,"",545,545,545,"JOCLDNKJ_04342","GJABAPEG_04571","FLNDLMAF_04640","GIMAHOAG_04506","GGECDONP_04553","KGBCLIJM_04507","GHDKDIHM_04530","PDDJGGLI_04564","HLFBFLHK_04392","ILNMAOIA_04585","OJHJBKHD_04497","PNDPEECJ_04431","PGKCJFEA_04176","NHHFDHOA_04624","OKIGJMAO_04320"
"secE","","Protein translocase subunit SecE",580,580,1,1,1555,NA,NA,"",383,383,383,"JOCLDNKJ_04343","GJABAPEG_04570","FLNDLMAF_04641","GIMAHOAG_04505","GGECDONP_04554","KGBCLIJM_04506","GHDKDIHM_04531","PDDJGGLI_04565","HLFBFLHK_04391","ILNMAOIA_04586","OJHJBKHD_04496","PNDPEECJ_04432","PGKCJFEA_04175","NHHFDHOA_04623","OKIGJMAO_04321"
"outO","","Type 4 prepilin-like proteins leader peptide-processing enzyme",580,580,1,1,1602,NA,NA,"",467,467,467,"JOCLDNKJ_04439","GJABAPEG_04642","FLNDLMAF_00866","GIMAHOAG_04536","GGECDONP_00281","KGBCLIJM_00599","GHDKDIHM_04575","PDDJGGLI_04609","HLFBFLHK_04018","ILNMAOIA_00044","OJHJBKHD_04568","PNDPEECJ_04179","PGKCJFEA_04365","NHHFDHOA_04435","OKIGJMAO_00642"
"rpsJ","","30S ribosomal protein S10",580,580,1,1,1601,NA,NA,"",311,311,311,"JOCLDNKJ_04438","GJABAPEG_04641","FLNDLMAF_00867","GIMAHOAG_04537","GGECDONP_00282","KGBCLIJM_00600","GHDKDIHM_04574","PDDJGGLI_04608","HLFBFLHK_04017","ILNMAOIA_00043","OJHJBKHD_04567","PNDPEECJ_04180","PGKCJFEA_04364","NHHFDHOA_04436","OKIGJMAO_00641"
"rplB","","50S ribosomal protein L2",580,580,1,1,1597,NA,NA,"",821,821,821,"JOCLDNKJ_04434","GJABAPEG_04637","FLNDLMAF_00871","GIMAHOAG_04541","GGECDONP_00286","KGBCLIJM_00604","GHDKDIHM_04570","PDDJGGLI_04604","HLFBFLHK_04013","ILNMAOIA_00039","OJHJBKHD_04563","PNDPEECJ_04184","PGKCJFEA_04360","NHHFDHOA_04440","OKIGJMAO_00637"
"rpsS","","30S ribosomal protein S19",580,580,1,1,1596,NA,NA,"",278,278,278,"JOCLDNKJ_04433","GJABAPEG_04636","FLNDLMAF_00872","GIMAHOAG_04542","GGECDONP_00287","KGBCLIJM_00605","GHDKDIHM_04569","PDDJGGLI_04603","HLFBFLHK_04012","ILNMAOIA_00038","OJHJBKHD_04562","PNDPEECJ_04185","PGKCJFEA_04359","NHHFDHOA_04441","OKIGJMAO_00636"
"rplV","","50S ribosomal protein L22",580,580,1,1,1595,NA,NA,"",332,332,332,"JOCLDNKJ_04432","GJABAPEG_04635","FLNDLMAF_00873","GIMAHOAG_04543","GGECDONP_00288","KGBCLIJM_00606","GHDKDIHM_04568","PDDJGGLI_04602","HLFBFLHK_04011","ILNMAOIA_00037","OJHJBKHD_04561","PNDPEECJ_04186","PGKCJFEA_04358","NHHFDHOA_04442","OKIGJMAO_00635"
"rpsC","","30S ribosomal protein S3",580,580,1,1,1594,NA,NA,"",701,701,701,"JOCLDNKJ_04431","GJABAPEG_04634","FLNDLMAF_00874","GIMAHOAG_04544","GGECDONP_00289","KGBCLIJM_00607","GHDKDIHM_04567","PDDJGGLI_04601","HLFBFLHK_04010","ILNMAOIA_00036","OJHJBKHD_04560","PNDPEECJ_04187","PGKCJFEA_04357","NHHFDHOA_04443","OKIGJMAO_00634"
"rplP","","50S ribosomal protein L16",580,580,1,1,1593,NA,NA,"",410,410,410,"JOCLDNKJ_04430","GJABAPEG_04633","FLNDLMAF_00875","GIMAHOAG_04545","GGECDONP_00290","KGBCLIJM_00608","GHDKDIHM_04566","PDDJGGLI_04600","HLFBFLHK_04009","ILNMAOIA_00035","OJHJBKHD_04559","PNDPEECJ_04188","PGKCJFEA_04356","NHHFDHOA_04444","OKIGJMAO_00633"
"secY","","Protein translocase subunit SecY",580,580,1,1,1580,NA,NA,"",1331,1331,1331,"JOCLDNKJ_04417","GJABAPEG_04620","FLNDLMAF_00888","GIMAHOAG_04558","GGECDONP_00303","KGBCLIJM_00621","GHDKDIHM_04553","PDDJGGLI_04587","HLFBFLHK_03996","ILNMAOIA_00022","OJHJBKHD_04546","PNDPEECJ_04201","PGKCJFEA_04343","NHHFDHOA_04457","OKIGJMAO_00620"
"rpmJ","","50S ribosomal protein L36",580,580,1,1,1579,NA,NA,"",116,116,116,"JOCLDNKJ_04416","GJABAPEG_04619","FLNDLMAF_00889","GIMAHOAG_04559","GGECDONP_00304","KGBCLIJM_00622","GHDKDIHM_04552","PDDJGGLI_04586","HLFBFLHK_03995","ILNMAOIA_00021","OJHJBKHD_04545","PNDPEECJ_04202","PGKCJFEA_04342","NHHFDHOA_04458","OKIGJMAO_00619"
"rpsM","","30S ribosomal protein S13",580,580,1,1,1578,NA,NA,"",356,356,356,"JOCLDNKJ_04415","GJABAPEG_04618","FLNDLMAF_00890","GIMAHOAG_04560","GGECDONP_00305","KGBCLIJM_00623","GHDKDIHM_04551","PDDJGGLI_04585","HLFBFLHK_03994","ILNMAOIA_00020","OJHJBKHD_04544","PNDPEECJ_04203","PGKCJFEA_04341","NHHFDHOA_04459","OKIGJMAO_00618"
"group_3368","","hypothetical protein",580,580,1,1,1572,NA,NA,"",368,368,368,"JOCLDNKJ_04410","GJABAPEG_04613","FLNDLMAF_00895","GIMAHOAG_04565","GGECDONP_00310","KGBCLIJM_00628","GHDKDIHM_04546","PDDJGGLI_04580","HLFBFLHK_03989","ILNMAOIA_00015","OJHJBKHD_04539","PNDPEECJ_04208","PGKCJFEA_04336","NHHFDHOA_04464","OKIGJMAO_00613"
"zntR","","HTH-type transcriptional regulator ZntR",580,580,1,1,1571,NA,NA,"",425,425,425,"JOCLDNKJ_04409","GJABAPEG_04612","FLNDLMAF_00896","GIMAHOAG_04566","GGECDONP_00311","KGBCLIJM_00629","GHDKDIHM_04545","PDDJGGLI_04579","HLFBFLHK_03988","ILNMAOIA_00014","OJHJBKHD_04538","PNDPEECJ_04209","PGKCJFEA_04335","NHHFDHOA_04465","OKIGJMAO_00612"
"group_3370","","hypothetical protein",580,580,1,1,1570,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",269,269,269,"JOCLDNKJ_04408","GJABAPEG_04611","FLNDLMAF_00897","GIMAHOAG_04567","GGECDONP_00312","KGBCLIJM_00630","GHDKDIHM_04544","PDDJGGLI_04578","HLFBFLHK_03987","ILNMAOIA_00013","OJHJBKHD_04537","PNDPEECJ_04210","PGKCJFEA_04334","NHHFDHOA_04466","OKIGJMAO_00611"
"mscL","","Large-conductance mechanosensitive channel",580,580,1,1,1569,NA,NA,"",413,413,413,"JOCLDNKJ_04407","GJABAPEG_04610","FLNDLMAF_00898","GIMAHOAG_04568","GGECDONP_00313","KGBCLIJM_00631","GHDKDIHM_04543","PDDJGGLI_04577","HLFBFLHK_03986","ILNMAOIA_00012","OJHJBKHD_04536","PNDPEECJ_04211","PGKCJFEA_04333","NHHFDHOA_04467","OKIGJMAO_00610"
"trkA","","Trk system potassium uptake protein TrkA",580,580,1,1,1568,NA,NA,"",1376,1376,1376,"JOCLDNKJ_04406","GJABAPEG_04609","FLNDLMAF_00899","GIMAHOAG_04569","GGECDONP_00314","KGBCLIJM_00632","GHDKDIHM_04542","PDDJGGLI_04576","HLFBFLHK_03985","ILNMAOIA_00011","OJHJBKHD_04535","PNDPEECJ_04212","PGKCJFEA_04332","NHHFDHOA_04468","OKIGJMAO_00609"
